id,cost,effect,fling_power,internal_name,name,short_effect,text,item_fling_effect_id
316,50000,Teaches Taunt to a compatible Pokémon.,__NULL__,tm12,招式学习器１２,Teaches Taunt to a compatible Pokémon. (Gen II: Sweet Scent Gen I: Water Gun),"使对手愤怒。
在３回合内让对手
只能使出给予伤害的招式。",__NULL__
317,10000,Teaches Ice Beam to a compatible Pokémon.,__NULL__,tm13,招式学习器１３,Teaches Ice Beam to a compatible Pokémon. (Gen II: Snore),"向对手发射
冰冻光束进行攻击。
有时会让对手陷入冰冻状态。",__NULL__
318,1000,Teaches Blizzard to a compatible Pokémon.,__NULL__,tm14,招式学习器１４,Teaches Blizzard to a compatible Pokémon.,"将猛烈的暴风雪
刮向对手进行攻击。
有时会让对手陷入冰冻状态。",__NULL__
319,1000,Teaches Hyper Beam to a compatible Pokémon.,__NULL__,tm15,招式学习器１５,Teaches Hyper Beam to a compatible Pokémon.,"向对手发射
强烈的光线进行攻击。
下一回合自己将无法动弹。",__NULL__
320,1000,Teaches Light Screen to a compatible Pokémon.,__NULL__,tm16,招式学习器１６,Teaches Light Screen to a compatible Pokémon. (Gen II: Icy Wind Gen I: Pay Day),"在５回合内使用神奇的墙，
减弱从对手那受到的
特殊攻击的伤害。",__NULL__
321,10000,Teaches Protect to a compatible Pokémon.,__NULL__,tm17,招式学习器１７,Teaches Protect to a compatible Pokémon. (Gen I: Submission),"完全抵挡
对手的攻击。
连续使出则容易失败。",__NULL__
322,10000,Teaches Rain Dance to a compatible Pokémon.,__NULL__,tm18,招式学习器１８,Teaches Rain Dance to a compatible Pokémon. (Gen I: Counter),"在５回合内一直降雨，
从而提高水属性的招式威力。
火属性的招式威力则降低。",__NULL__
323,10000,Teaches Giga Drain to a compatible Pokémon.,__NULL__,tm19,招式学习器１９,Teaches Telekinesis to a compatible Pokémon. (Gen IV & III & II: Giga Drain Gen I: Seismic Toss),"降到地面，使身体休息。
回复自己最大ＨＰ的一半。",__NULL__
324,100000,Teaches Safeguard to a compatible Pokémon.,__NULL__,tm20,招式学习器２０,Teaches Safeguard to a compatible Pokémon. (Gen II: Endure Gen I: Rage),"在５回合内
被神奇的力量守护，
从而不会陷入异常状态。",__NULL__
325,1000,Teaches Frustration to a compatible Pokémon.,__NULL__,tm21,招式学习器２１,Teaches Frustration to a compatible Pokémon. (Gen I: Mega Drain),"为了发泄不满而
全力进行攻击。
亲密度越低，威力越大。",__NULL__
326,1000,Teaches SolarBeam to a compatible Pokémon.,__NULL__,tm22,招式学习器２２,Teaches SolarBeam to a compatible Pokémon.,"第１回合收集满满的日光，
第２回合发射光束进行攻击。",__NULL__
327,10000,Teaches Iron Tail to a compatible Pokémon.,__NULL__,tm23,招式学习器２３,Teaches Smack Down to a compatible Pokémon. (Gen IV & III & II: Iron Tail Gen I: Dragon Rage),"扔石头或炮弹，
攻击飞行的对手。
对手会被击落，掉到地面。",__NULL__
328,1000,Teaches Thunderbolt to a compatible Pokémon.,__NULL__,tm24,招式学习器２４,Teaches Thunderbolt to a compatible Pokémon. (Gen II: DragonBreath),"向对手发出
强力电击进行攻击。
有时会让对手陷入麻痹状态。",__NULL__
329,10000,Teaches Thunder to a compatible Pokémon.,__NULL__,tm25,招式学习器２５,Teaches Thunder to a compatible Pokémon.,"向对手劈下暴雷进行攻击。
有时会让对手陷入麻痹状态。",__NULL__
330,1000,Teaches Earthquake to a compatible Pokémon.,__NULL__,tm26,招式学习器２６,Teaches Earthquake to a compatible Pokémon.,"利用地震的冲击，
攻击自己周围所有的宝可梦。",__NULL__
1682,500,__NULL__,__NULL__,grass-tera-shard,草太晶碎块,__NULL__,__NULL__,__NULL__
334,1000,Teaches Shadow Ball to a compatible Pokémon.,__NULL__,tm30,招式学习器３０,Teaches Shadow Ball to a compatible Pokémon. (Gen I: Teleport),"投掷一团黑影进行攻击。
有时会降低对手的特防。",__NULL__
335,1000,Teaches Brick Break to a compatible Pokémon.,__NULL__,tm31,招式学习器３１,Teaches Brick Break to a compatible Pokémon. (Gen II: Mud-Slap Gen I: Mimic),"将手刀猛烈地挥下攻击对手。
还可以破坏光墙和反射壁等。",__NULL__
336,10000,Teaches Double Team to a compatible Pokémon.,__NULL__,tm32,招式学习器３２,Teaches Double Team to a compatible Pokémon.,"通过快速移动来制造分身，
扰乱对手，从而提高闪避率。",__NULL__
337,10000,Teaches Reflect to a compatible Pokémon.,__NULL__,tm33,招式学习器３３,Teaches Reflect to a compatible Pokémon. (Gen II: Ice Punch),"在５回合内使用神奇的墙，
减弱从对手那受到的
物理攻击的伤害。",__NULL__
338,10000,Teaches Shock Wave to a compatible Pokémon.,__NULL__,tm34,招式学习器３４,Teaches Sludge Wave to a compatible Pokémon. (Gen IV & III: Shock Wave Gen II: Swagger Gen I: Bide),"用污泥波攻击
自己周围所有的宝可梦。
有时会陷入中毒状态。",__NULL__
339,10000,Teaches Flamethrower to a compatible Pokémon.,__NULL__,tm35,招式学习器３５,Teaches Flamethrower to a compatible Pokémon. (Gen II: Sleep Talk Gen I: Metronome),"向对手发射
烈焰进行攻击。
有时会让对手陷入灼伤状态。",__NULL__
340,1000,Teaches Sludge Bomb to a compatible Pokémon.,__NULL__,tm36,招式学习器３６,Teaches Sludge Bomb to a compatible Pokémon. (Gen I: Selfdestruct),"用污泥投掷对手进行攻击。
有时会让对手陷入中毒状态。",__NULL__
341,1000,Teaches Sandstorm to a compatible Pokémon.,__NULL__,tm37,招式学习器３７,Teaches Sandstorm to a compatible Pokémon. (Gen I: Egg Bomb),"向对手发射
烈焰进行攻击。
有时会让对手陷入灼伤状态。",__NULL__
342,1000,Teaches Fire Blast to a compatible Pokémon.,__NULL__,tm38,招式学习器３８,Teaches Fire Blast to a compatible Pokémon.,"用大字的火焰烧尽对手。
有时会让对手陷入灼伤状态。",__NULL__
343,1000,Teaches Rock Tomb to a compatible Pokémon.,__NULL__,tm39,招式学习器３９,Teaches Rock Tomb to a compatible Pokémon. (Gen II & I: Swift),"投掷岩石进行攻击。
封住对手的行动，
从而降低速度。",__NULL__
344,1000,Teaches Aerial Ace to a compatible Pokémon.,__NULL__,tm40,招式学习器４０,Teaches Aerial Ace to a compatible Pokémon. (Gen II: Defense Curl Gen I: Skull Bash),"以敏捷的动作
戏弄对手后进行切斩。
攻击必定会命中。",__NULL__
345,10000,Teaches Torment to a compatible Pokémon.,__NULL__,tm41,招式学习器４１,Teaches Torment to a compatible Pokémon. (Gen II: ThunderPunch Gen I: Softboiled),"向对手无理取闹，
令其不能连续２次
使出相同招式。",__NULL__
346,1000,Teaches Facade to a compatible Pokémon.,__NULL__,tm42,招式学习器４２,Teaches Facade to a compatible Pokémon. (Gen II & I: Dream Eater),"当自己处于中毒、麻痹、灼伤状态时，
向对手使出此招式的话，
威力会变成２倍。",__NULL__
347,1000,Teaches Secret Power to a compatible Pokémon.,__NULL__,tm43,招式学习器４３,Teaches Flame Charge to a compatible Pokémon. (Gen IV & III: Secret Power Gen II: Detect Gen I: Sky Attack),"将火焰围绕身体攻击对手。
积蓄力量并提高自己的速度。",__NULL__
348,100000,Teaches Rest to a compatible Pokémon.,__NULL__,tm44,招式学习器４４,Teaches Rest to a compatible Pokémon.,"连续睡上２回合。
回复自己的全部ＨＰ
以及治愈所有异常状态。",__NULL__
349,1000,Teaches Attract to a compatible Pokémon.,__NULL__,tm45,招式学习器４５,Teaches Attract to a compatible Pokémon. (Gen I: Thunder Wave),"♂诱惑♀或♀诱惑♂，
让对手着迷。
对手将很难使出招式。",__NULL__
350,30000,Teaches Thief to a compatible Pokémon.,__NULL__,tm46,招式学习器４６,Teaches Thief to a compatible Pokémon. (Gen I: Psywave),"攻击的同时盗取道具。
当自己携带道具时，
不会去盗取。",__NULL__
351,1000,Teaches Steel Wing to a compatible Pokémon.,__NULL__,tm47,招式学习器４７,Teaches Low Sweep to a compatible Pokémon. (Gen IV & III & II: Steel Wing Gen I: Explosion),"以敏捷的动作瞄准
对手的脚进行攻击。
降低对手的速度。",__NULL__
352,1000,Teaches Skill Swap to a compatible Pokémon.,__NULL__,tm48,招式学习器４８,Teaches Round to a compatible Pokémon. (Gen IV & III: Skill Swap Gen II: Fire Punch Gen I: Rock Slide),"用歌声攻击对手。
同伴还可以接着使出轮唱招式，
威力也会提高。",__NULL__
353,1000,Teaches Snatch to a compatible Pokémon.,__NULL__,tm49,招式学习器４９,Teaches Echoed Voice to a compatible Pokémon. (Gen IV & III: Snatch Gen II: Fury Cutter Gen I: Tri Attack),"用回声攻击对手。
如果每回合都有宝可梦接着
使用该招式，威力就会提高。",__NULL__
354,10000,Teaches Overheat to a compatible Pokémon.,__NULL__,tm50,招式学习器５０,Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute),"使出全部力量攻击对手。
使用之后会因为反作用力，
自己的特攻大幅降低。",__NULL__
355,1000,Teaches Roost to a compatible Pokémon.,__NULL__,tm51,招式学习器５１,Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost),"用坚硬的翅膀敲打
对手进行攻击。
有时会提高自己的防御。",__NULL__
356,100000,Teaches Focus Blast to a compatible Pokémon.,__NULL__,tm52,招式学习器５２,Teaches Focus Blast to a compatible Pokémon.,"提高气势，
释放出全部力量。
有时会降低对手的特防。",__NULL__
357,1000,Teaches Energy Ball to a compatible Pokémon.,__NULL__,tm53,招式学习器５３,Teaches Energy Ball to a compatible Pokémon.,"发射从自然收集的生命力量。
有时会降低对手的特防。",__NULL__
358,1000,Teaches False Swipe to a compatible Pokémon.,__NULL__,tm54,招式学习器５４,Teaches False Swipe to a compatible Pokémon.,"对手的ＨＰ
至少会留下１ＨＰ，
如此般手下留情地攻击。",__NULL__
359,10000,Teaches Brine to a compatible Pokémon.,__NULL__,tm55,招式学习器５５,Teaches Scald to a compatible Pokémon. (Gen IV: Brine),"向对手喷射
煮得翻滚的开水进行攻击。
有时会让对手陷入灼伤状态。",__NULL__
360,1000,Teaches Fling to a compatible Pokémon.,__NULL__,tm56,招式学习器５６,Teaches Fling to a compatible Pokémon.,"快速投掷携带的道具进行攻击。
根据道具不同，
威力和效果会改变。",__NULL__
361,1000,Teaches Charge Beam to a compatible Pokémon.,__NULL__,tm57,招式学习器５７,Teaches Charge Beam to a compatible Pokémon.,"向对手发射电击光束。
由于蓄满电流，
有时会提高自己的特攻。",__NULL__
362,1000,Teaches Endure to a compatible Pokémon.,__NULL__,tm58,招式学习器５８,Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure),"将带走的对手在第２回合
从空中摔下进行攻击。
被带到空中的对手不能动弹。",__NULL__
557,0,Provides access to Birth Island and deoxys.,__NULL__,auroraticket,AuroraTicket,Allows access to Birth Island and Deoxys.,"A ticket required
to board the ship
to BIRTH ISLAND.",__NULL__
363,100000,Teaches Dragon Pulse to a compatible Pokémon.,__NULL__,tm59,招式学习器５９,Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse),"用自己的身体狂舞挥打，
给予对手伤害。",__NULL__
364,30000,Teaches Drain Punch to a compatible Pokémon.,__NULL__,tm60,招式学习器６０,Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch),"压制对手，
从而将其行动顺序放到最后。",__NULL__
365,30000,Teaches Will-O-Wisp to a compatible Pokémon.,__NULL__,tm61,招式学习器６１,Teaches Will-O-Wisp to a compatible Pokémon.,"放出怪异的火焰，
从而让对手陷入灼伤状态。",__NULL__
366,30000,Teaches Silver Wind to a compatible Pokémon.,__NULL__,tm62,招式学习器６２,Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind),"轻巧地攻击对手。
自己没有携带道具时，
会给予较大的伤害。",__NULL__
367,50000,Teaches Embargo to a compatible Pokémon.,__NULL__,tm63,招式学习器６３,Teaches Embargo to a compatible Pokémon.,"让对手在５回合内不能使用
宝可梦携带的道具。训练家也
不能给那只宝可梦使用道具。",__NULL__
368,1000,Teaches Explosion to a compatible Pokémon.,__NULL__,tm64,招式学习器６４,Teaches Explosion to a compatible Pokémon.,"引发大爆炸，
攻击自己周围所有的宝可梦。
使用后自己会陷入濒死。",__NULL__
369,1000,Teaches Shadow Claw to a compatible Pokémon.,__NULL__,tm65,招式学习器６５,Teaches Shadow Claw to a compatible Pokémon.,"以影子做成的锐爪，
劈开对手。
容易击中要害。",__NULL__
370,30000,Teaches Payback to a compatible Pokémon.,__NULL__,tm66,招式学习器６６,Teaches Payback to a compatible Pokémon.,"蓄力攻击。
如果能在对手之后攻击，
招式的威力会变成２倍。",__NULL__
371,30000,Teaches Recycle to a compatible Pokémon.,__NULL__,tm67,招式学习器６７,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),"用尖尖的角刺入对手进行攻击。
攻击必定会命中。",__NULL__
372,30000,Teaches Giga Impact to a compatible Pokémon.,__NULL__,tm68,招式学习器６８,Teaches Giga Impact to a compatible Pokémon.,"使出自己浑身力量突击对手。
下一回合自己将无法动弹。",__NULL__
373,1000,Teaches Rock Polish to a compatible Pokémon.,__NULL__,tm69,招式学习器６９,Teaches Rock Polish to a compatible Pokémon.,"打磨自己的身体，
减少空气阻力。
可以大幅提高自己的速度。",__NULL__
374,50000,Teaches Flash to a compatible Pokémon.,__NULL__,tm70,招式学习器７０,Teaches Flash to a compatible Pokémon.,"在５回合内减弱
物理和特殊的伤害。
只有冰雹时才能使出。",__NULL__
375,50000,Teaches Stone Edge to a compatible Pokémon.,__NULL__,tm71,招式学习器７１,Teaches Stone Edge to a compatible Pokémon.,"用尖尖的岩石
刺入对手进行攻击。
容易击中要害。",__NULL__
376,50000,Teaches Avalanche to a compatible Pokémon.,__NULL__,tm72,招式学习器７２,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche),"在攻击之后急速返回，
和后备宝可梦进行替换。",__NULL__
377,1000,Teaches Thunder Wave to a compatible Pokémon.,__NULL__,tm73,招式学习器７３,Teaches Thunder Wave to a compatible Pokémon.,"向对手发出
微弱的电击，
从而让对手陷入麻痹状态。",__NULL__
378,1000,Teaches Gyro Ball to a compatible Pokémon.,__NULL__,tm74,招式学习器７４,Teaches Gyro Ball to a compatible Pokémon.,"让身体高速旋转并撞击对手。
速度比对手越慢，威力越大。",__NULL__
379,1000,Teaches Swords Dance to a compatible Pokémon.,__NULL__,tm75,招式学习器７５,Teaches Swords Dance to a compatible Pokémon.,"激烈地跳起战舞提高气势。
大幅提高自己的攻击。",__NULL__
380,10000,Teaches Stealth Rock to a compatible Pokémon.,__NULL__,tm76,招式学习器７６,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock),"第１回合飞上天空，
第２回合攻击对手。",__NULL__
381,1000,Teaches Psych Up to a compatible Pokémon.,__NULL__,tm77,招式学习器７７,Teaches Psych Up to a compatible Pokémon.,"向自己施以自我暗示，
将能力变化的状态
变得和对手一样。",__NULL__
382,1000,Teaches Captivate to a compatible Pokémon.,__NULL__,tm78,招式学习器７８,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate),"用力踩踏地面并攻击
自己周围所有的宝可梦。
降低对方的速度。",__NULL__
383,1000,Teaches Dark Pulse to a compatible Pokémon.,__NULL__,tm79,招式学习器７９,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse),"将冰冷的气息
吹向对手进行攻击。
必定会击中要害。",__NULL__
384,1000,Teaches Rock Slide to a compatible Pokémon.,__NULL__,tm80,招式学习器８０,Teaches Rock Slide to a compatible Pokémon.,"将大岩石
猛烈地撞向对手进行攻击。
有时会使对手畏缩。",__NULL__
385,1000,Teaches X-Scissor to a compatible Pokémon.,__NULL__,tm81,招式学习器８１,Teaches X-Scissor to a compatible Pokémon.,"将镰刀或爪子像剪刀般地交叉，
顺势劈开对手。",__NULL__
386,1000,Teaches Sleep Talk to a compatible Pokémon.,__NULL__,tm82,招式学习器８２,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk),"弹飞对手，强制拉后备宝可梦上场。
如果对手为野生宝可梦，
战斗将直接结束。",__NULL__
387,100000,Teaches Natural Gift to a compatible Pokémon.,__NULL__,tm83,招式学习器８３,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift),"在４～５回合内
死缠烂打地进行攻击。
在此期间对手将无法逃走。",__NULL__
388,1000,Teaches Poison Jab to a compatible Pokémon.,__NULL__,tm84,招式学习器８４,Teaches Poison Jab to a compatible Pokémon.,"用带毒的触手或手臂刺入对手。
有时会让对手陷入中毒状态。",__NULL__
389,1000,Teaches Dream Eater to a compatible Pokémon.,__NULL__,tm85,招式学习器８５,Teaches Dream Eater to a compatible Pokémon.,"吃掉正在睡觉的对手的梦
进行攻击。回复对手
所受到伤害的一半ＨＰ。",__NULL__
390,1000,Teaches Grass Knot to a compatible Pokémon.,__NULL__,tm86,招式学习器８６,Teaches Grass Knot to a compatible Pokémon.,"用草缠住并绊倒对手。
对手越重，威力越大。",__NULL__
391,1000,Teaches Swagger to a compatible Pokémon.,__NULL__,tm87,招式学习器８７,Teaches Swagger to a compatible Pokémon.,"激怒对手，使其混乱。
因为愤怒，对手的攻击
会大幅提高。",__NULL__
392,20000,Teaches Pluck to a compatible Pokémon.,__NULL__,tm88,招式学习器８８,Teaches Pluck to a compatible Pokémon.,"从自己已学会的招式中
任意使出１个。
只能在自己睡觉时使用。",__NULL__
393,20000,Teaches U-Turn to a compatible Pokémon.,__NULL__,tm89,招式学习器８９,Teaches U-turn to a compatible Pokémon.,"在攻击之后急速返回，
和后备宝可梦进行替换。",__NULL__
394,20000,Teaches Substitute to a compatible Pokémon.,__NULL__,tm90,招式学习器９０,Teaches Substitute to a compatible Pokémon.,"削减少许自己的ＨＰ，
制造分身。
分身将成为自己的替身。",__NULL__
1683,500,__NULL__,__NULL__,ice-tera-shard,冰太晶碎块,__NULL__,__NULL__,__NULL__
395,20000,Teaches Flash Cannon to a compatible Pokémon.,__NULL__,tm91,招式学习器９１,Teaches Flash Cannon to a compatible Pokémon.,"将身体的光芒
聚集在一点释放出去。
有时会降低对手的特防。",__NULL__
396,100000,Teaches Trick Room to a compatible Pokémon.,__NULL__,tm92,招式学习器９２,Teaches Trick Room to a compatible Pokémon.,"制造出离奇的空间。
在５回合内
速度慢的宝可梦可以先行动。",__NULL__
397,0,Teaches Cut to a compatible Pokémon.,__NULL__,hm01,秘传学习器０１,Teaches Cut to a compatible Pokémon.,"用镰刀或爪子等
切斩对手进行攻击。
还可以切断细的树木。",__NULL__
398,0,Teaches Fly to a compatible Pokémon.,__NULL__,hm02,秘传学习器０２,Teaches Fly to a compatible Pokémon.,"第１回合飞上天空，
第２回合攻击对手。
还可以飞到去过的城镇。",__NULL__
399,0,Teaches Surf to a compatible Pokémon.,__NULL__,hm03,秘传学习器０３,Teaches Surf to a compatible Pokémon.,"利用大浪
攻击自己周围所有的宝可梦。",__NULL__
400,0,Teaches Strength to a compatible Pokémon.,__NULL__,hm04,秘传学习器０４,Teaches Strength to a compatible Pokémon.,"使出浑身力气
殴打对手进行攻击。
还可以推动沉重的岩石。",__NULL__
401,0,Teaches Defog to a compatible Pokémon.,__NULL__,hm05,秘传学习器０５,Teaches Waterfall to a compatible Pokémon. (HS: Whirlpool DPP: Defog Gen III & II & I: Flash),"以惊人的气势扑向对手。
有时会使对手畏缩。
还可以游泳登上瀑布。",__NULL__
402,0,Teaches Rock Smash to a compatible Pokémon.,__NULL__,hm06,秘传学习器０６,Teaches Dive to a compatible Pokémon. (Gen IV & III: Rock Smash Gen II: Whirlpool),"用拳头进行攻击。
有时会降低对手的防御。
还可以击碎岩石。",__NULL__
403,0,Teaches Waterfall to a compatible Pokémon.,__NULL__,hm07,秘传学习器０７,Teaches a move to a compatible Pokémon. (Gen IV & III & II: Waterfall),"第１回合潜入，
第２回合浮上来进行攻击。",__NULL__
404,0,Teaches Rock Climb to a compatible Pokémon.,__NULL__,hm08,HM08,Teaches a move to a compatible Pokémon. (Gen IV: Rock Climb Gen III: Dive),"Dives underwater
the 1st turn, then
attacks next turn.",__NULL__
405,0,Sends the trainer to the Underground.  Only usable outside.,__NULL__,explorer-kit,探险套装,Allows visiting the Underground.,"装着有助于探险且
方便使用的道具的袋子。
有了它就可以进入地下通道。",__NULL__
406,0,Unused.,__NULL__,loot-sack,宝物袋,Carries coal mine loot.,"结实的大袋子。
可以将在煤矿里
获得的宝物放进去。",__NULL__
407,0,Unused.,__NULL__,rule-book,规则书,List of battle types and their rules.,"写着对战规则。
在进行连接对战时，
可以选择规则。",__NULL__
408,0,"Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear.",__NULL__,poke-radar,宝可追踪,Use to track down rare or shiny Pokémon. 50 steps to recharge.,"能够将藏在草丛里的
宝可梦找出来的道具。
走路就能给电池充电。",__NULL__
409,0,Tracks Battle Points.,__NULL__,point-card,点数卡,Keeps count of Battle Points earned.,"可以查看赢得的
对战点数的卡片。",__NULL__
410,0,Records some of the trainer’s activities for the day.,__NULL__,journal,冒险笔记,Records prior significant activities the player took.,"记录着到现在为止的
冒险经历的笔记。",__NULL__
411,0,Contains Seals used for decorating Pokéballs.,__NULL__,seal-case,贴纸盒,Stores Seals that can be applied to Poké Ball capsules.,"放有贴在球壳上的
贴纸的容器。",__NULL__
412,0,Contains Pokémon Accessories.,__NULL__,fashion-case,饰品盒,Holds Pokémon Accessories for use in Contests.,"漂亮精美的盒子。
可以存放宝可梦出演音乐剧时
用来装扮自己的多种小物件。",__NULL__
413,0,Unused.,__NULL__,seal-bag,贴纸袋,Holds ten Seals for Poké Balls.,"可以放入１０张
贴纸的小袋子。",__NULL__
414,0,"Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC.",__NULL__,pal-pad,朋友手册,Use to record Friend Codes and check your own.,"使用方便的手册。
可以添加朋友或
记录游戏的内容。",__NULL__
415,0,Opens the front door of the Valley Windworks.  Reusable.,__NULL__,works-key,发电厂钥匙,Grants access to Valley Windworks.,"用来打开或关闭
山谷发电厂大门的大钥匙。
不知为何，它落入了银河队的手中。",__NULL__
416,0,Given to Cynthia’s grandmother to get the Surf HM.,__NULL__,old-charm,古代护符,Trade to Cynthia’s grandmother in Celestic Town for HM04 (Surf).,"要交给神和镇上长老的远古护符。
由宝可梦的骨头制成。",__NULL__
417,0,Grants access to Galactic HQ in Veilstone City.,__NULL__,galactic-key,银河队钥匙,Grants access to Galactic HQ in Veilstone City.,"用于解除银河队本部
安全防范系统的钥匙卡。
弄丢了的话，好像会受到惩罚。",__NULL__
418,0,Unused.,__NULL__,red-chain,红色锁链,Used to bind Palkia and Dialga.,"神话道具。
据说连接着孕育出
神奥地区的传说的宝可梦。",__NULL__
419,0,"Displays a map of the region including the trainer’s position, location names, visited towns, gym locations, and where the trainer has been walking recently.",__NULL__,town-map,城镇地图,Use to see the overworld map.,"可以随时轻松
查看的便利地图。
也能清楚自己的位置。",__NULL__
420,0,"Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge.",__NULL__,vs-seeker,对战搜寻器,Allows rebattling of on-screen trainers. 100 steps to recharge.,"会告诉你想对战的
训练家在哪里的机器。
走路就能给电池充电。",__NULL__
421,0,"Contains the Coins used by the Game Corner, to a maximum of 50,000.",__NULL__,coin-case,代币盒,Holds coins for the Game Corner.,"可以存放代币的盒子。
最多能放入５００００枚
在游戏城获得的代币。",__NULL__
422,0,"Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar.",__NULL__,old-rod,破旧钓竿,Used to catch Pokémon in bodies of water.,"又破又旧的钓竿。
在有水的地方使用的话，
可以钓到宝可梦。",__NULL__
423,0,"Used to find Pokémon on the Good Rod list for an area, which are generally mediocre.",__NULL__,good-rod,好钓竿,Used to catch Pokémon in bodies of water.,"不错的新钓竿。
在有水的地方使用的话，
可以钓到宝可梦。",__NULL__
424,0,"Used to find Pokémon on the Super Rod list for an area, which are generally the best available there.",__NULL__,super-rod,厉害钓竿,Used to catch Pokémon in bodies of water.,"最新的厉害钓竿。
在有水的地方使用的话，
可以钓到宝可梦。",__NULL__
425,0,Waters Berry plants.,__NULL__,sprayduck,可达鸭喷壶,Used to water berries.,"浇水的道具。
能让埋在松软土壤里的
树果快快长大。",__NULL__
427,0,"Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes.",__NULL__,bicycle,Bicycle,Use for fast transit.,"A folding bicycle
that is faster than
the RUNNING SHOES.",__NULL__
428,0,Opens the locked building in the lakeside resort.,__NULL__,suite-key,房间钥匙,Opens a locked building in the Lakeside Resort.,"湖畔高级宾馆的房间钥匙。
不知为何，它经常会丢失。",__NULL__
429,0,Grants access to Flower Paradise and Shaymin.,__NULL__,oaks-letter,大木的信,"Allows access to Seabreak path, Flower Paradise, and Shaymin.","大木博士的来信。
上面写着请来２２４号道路。",__NULL__
430,0,"Cures the sailor’s son of his nightmares; no reward, only a side effect of seeing Cresselia.",__NULL__,lunar-wing,新月之羽,Cures sailor’s son of nightmares in Canalave City.,"散发着月辉般光芒的羽毛。
据说隐藏着可以驱散恶梦的力量。",__NULL__
431,0,Provides access to Newmoon Island and Darkrai.,__NULL__,member-card,会员卡,Allows access to Newmoon Island and Darkrai.,"可以进入水脉市旅馆的卡片。
不知为何，上面刻有
５０年前左右的日期。",__NULL__
432,0,,__NULL__,azure-flute,天界之笛,Allows entry into the Hall of Origin. Unreleased.,"能发出响彻云霄的天籁之音的笛子。
不知道是谁在什么时候制造的它。",__NULL__
433,0,"Allows passage on a ferry.

The same item is used for different ferries between different games.",__NULL__,ss-ticket,船票,Ticket for a ship. (RSE: S.S. Tidal LF: S.S. Anne HG: S.S. Aqua),"乘坐高速船水流号时所需的船票。
上面绘有船的图案。",__NULL__
434,0,Allows the trainer to enter Contests.,__NULL__,contest-pass,华丽大赛参加证,Allows participation in Pokémon Contests.,"拿着它就可以参加宝可梦华丽大赛。
上面印有纪念奖章。",__NULL__
435,0,"Causes Heatran to appear at Reversal Mountain.

Unused prior to Black and White 2.",__NULL__,magma-stone,火山镇石,Magma is sealed inside.,"被灼热熔岩熔化的岩石
凝固后形成的产物。
里面还留有熔岩。",__NULL__
436,0,"Given to the trainer’s rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery.",__NULL__,parcel,包裹,Given to the trainer’s rival in Jubilife City. Contains Town Maps.,"这是别人托付给你的包裹。
需要将它交给从双叶镇启程
踏上旅途的青梅竹马。",__NULL__
437,0,One of three coupons needed to receive a Pokétch.,__NULL__,coupon-1,兑换券１,The first of three tickets used to obtain a Pokétch.,"获取宝可梦手表，简称宝可表时
所需的兑换券。需要３张。",__NULL__
438,0,One of three coupons needed to receive a Pokétch.,__NULL__,coupon-2,兑换券２,The second of three tickets used to obtain a Pokétch.,"获取宝可梦手表，简称宝可表时
所需的兑换券。需要３张。",__NULL__
439,0,One of three coupons needed to receive a Pokétch.,__NULL__,coupon-3,兑换券３,The last of three tickets used to obtain a Pokétch.,"获取宝可梦手表，简称宝可表时
所需的兑换券。需要３张。",__NULL__
440,0,Grants access to the Team Galactic warehouse in Veilstone City.,__NULL__,storage-key,仓库钥匙,Grants access to the Team Galactic warehouse in Veilstone City.,"用于进入银河队在帷幕市市郊的
可疑仓库的钥匙。",__NULL__
441,0,Required to cure the Psyducks blocking Route 210 of their chronic headaches.,__NULL__,secret-potion,秘传之药,Used to heal the Ampharos at the top of Olivine Lighthouse.,"在湛蓝市的药店里得到的，
能让任何宝可梦立刻变得
精力充沛的高效药。",__NULL__
