id,chance,max_level,min_level,encounter_method_id,location_area_id,creature_id,max_chance
3048,20,20,20,1,43,201,100
3049,20,21,21,1,43,201,100
3050,10,22,22,1,43,201,100
3051,10,23,23,1,43,201,100
3052,10,24,24,1,43,201,100
3053,10,25,25,1,43,201,100
3054,5,26,26,1,43,201,100
3055,5,27,27,1,43,201,100
3056,4,28,28,1,43,201,100
3057,4,29,29,1,43,201,100
3058,1,30,30,1,43,201,100
3059,1,30,30,1,43,201,100
3060,20,19,19,1,44,201,100
3061,20,20,20,1,44,201,100
3062,10,18,18,1,44,201,100
3063,10,21,21,1,44,201,100
3064,10,17,17,1,44,201,100
3065,10,22,22,1,44,201,100
3066,5,16,16,1,44,201,100
3067,5,23,23,1,44,201,100
3068,4,15,15,1,44,201,100
3069,4,24,24,1,44,201,100
3070,1,14,14,1,44,201,100
3071,1,25,25,1,44,201,100
3072,20,19,19,1,44,201,100
3073,20,20,20,1,44,201,100
3074,10,18,18,1,44,201,100
3075,10,21,21,1,44,201,100
3076,10,17,17,1,44,201,100
3077,10,22,22,1,44,201,100
3078,5,16,16,1,44,201,100
3079,5,23,23,1,44,201,100
3080,4,15,15,1,44,201,100
3081,4,24,24,1,44,201,100
3082,1,14,14,1,44,201,100
3083,1,25,25,1,44,201,100
3084,20,20,20,1,44,201,100
3085,20,21,21,1,44,201,100
3086,10,22,22,1,44,201,100
3087,10,23,23,1,44,201,100
3088,10,24,24,1,44,201,100
3089,10,25,25,1,44,201,100
3090,5,26,26,1,44,201,100
3091,5,27,27,1,44,201,100
3092,4,28,28,1,44,201,100
3093,4,29,29,1,44,201,100
3094,1,30,30,1,44,201,100
3095,1,30,30,1,44,201,100
3096,20,19,19,1,45,201,100
3097,20,20,20,1,45,201,100
3098,10,18,18,1,45,201,100
3099,10,21,21,1,45,201,100
3100,10,17,17,1,45,201,100
3101,10,22,22,1,45,201,100
3102,5,16,16,1,45,201,100
3103,5,23,23,1,45,201,100
3104,4,15,15,1,45,201,100
3105,4,24,24,1,45,201,100
3106,1,14,14,1,45,201,100
3107,1,25,25,1,45,201,100
3108,20,19,19,1,45,201,100
3109,20,20,20,1,45,201,100
3110,10,18,18,1,45,201,100
3111,10,21,21,1,45,201,100
3112,10,17,17,1,45,201,100
3113,10,22,22,1,45,201,100
3114,5,16,16,1,45,201,100
3115,5,23,23,1,45,201,100
3116,4,15,15,1,45,201,100
3117,4,24,24,1,45,201,100
3118,1,14,14,1,45,201,100
3119,1,25,25,1,45,201,100
3120,20,20,20,1,45,201,100
3121,20,21,21,1,45,201,100
3122,10,22,22,1,45,201,100
3123,10,23,23,1,45,201,100
3124,10,24,24,1,45,201,100
3125,10,25,25,1,45,201,100
3126,5,26,26,1,45,201,100
3127,5,27,27,1,45,201,100
3128,4,28,28,1,45,201,100
3129,4,29,29,1,45,201,100
3130,1,30,30,1,45,201,100
3131,1,30,30,1,45,201,100
3132,20,19,19,1,46,201,100
3133,20,20,20,1,46,201,100
3134,10,18,18,1,46,201,100
3135,10,21,21,1,46,201,100
3136,10,17,17,1,46,201,100
3137,10,22,22,1,46,201,100
3138,5,16,16,1,46,201,100
3139,5,23,23,1,46,201,100
3140,4,15,15,1,46,201,100
3141,4,24,24,1,46,201,100
3142,1,14,14,1,46,201,100
3143,1,25,25,1,46,201,100
3144,20,19,19,1,46,201,100
3145,20,20,20,1,46,201,100
3146,10,18,18,1,46,201,100
3147,10,21,21,1,46,201,100
3148,10,17,17,1,46,201,100
3149,10,22,22,1,46,201,100
3150,5,16,16,1,46,201,100
3151,5,23,23,1,46,201,100
3152,4,15,15,1,46,201,100
3153,4,24,24,1,46,201,100
3154,1,14,14,1,46,201,100
3155,1,25,25,1,46,201,100
3156,20,20,20,1,46,201,100
3157,20,21,21,1,46,201,100
3158,10,22,22,1,46,201,100
3159,10,23,23,1,46,201,100
3160,10,24,24,1,46,201,100
3161,10,25,25,1,46,201,100
3162,5,26,26,1,46,201,100
3163,5,27,27,1,46,201,100
3164,4,28,28,1,46,201,100
3165,4,29,29,1,46,201,100
3166,1,30,30,1,46,201,100
3167,1,30,30,1,46,201,100
3168,20,19,19,1,47,201,100
3169,20,20,20,1,47,201,100
3170,10,18,18,1,47,201,100
3171,10,21,21,1,47,201,100
3172,10,17,17,1,47,201,100
3173,10,22,22,1,47,201,100
3174,5,16,16,1,47,201,100
3175,5,23,23,1,47,201,100
3176,4,15,15,1,47,201,100
3177,4,24,24,1,47,201,100
3178,1,14,14,1,47,201,100
3179,1,25,25,1,47,201,100
3180,20,19,19,1,47,201,100
3181,20,20,20,1,47,201,100
3182,10,18,18,1,47,201,100
3183,10,21,21,1,47,201,100
3184,10,17,17,1,47,201,100
3185,10,22,22,1,47,201,100
3186,5,16,16,1,47,201,100
3187,5,23,23,1,47,201,100
3188,4,15,15,1,47,201,100
3189,4,24,24,1,47,201,100
3190,1,14,14,1,47,201,100
3191,1,25,25,1,47,201,100
3192,20,20,20,1,47,201,100
3193,20,21,21,1,47,201,100
3194,10,22,22,1,47,201,100
3195,10,23,23,1,47,201,100
3196,10,24,24,1,47,201,100
3197,10,25,25,1,47,201,100
3198,5,26,26,1,47,201,100
3199,5,27,27,1,47,201,100
3200,4,28,28,1,47,201,100
3201,4,29,29,1,47,201,100
3202,1,30,30,1,47,201,100
3203,1,30,30,1,47,201,100
3204,10,45,45,1,48,42,20
3205,5,46,46,1,48,42,20
3206,5,44,44,1,48,42,20
3207,10,45,45,1,48,42,20
3208,5,46,46,1,48,42,20
3209,5,44,44,1,48,42,20
3210,10,42,42,1,48,42,15
3211,5,43,43,1,48,42,15
3212,20,45,45,1,48,67,25
3213,4,46,46,1,48,67,25
3214,1,44,44,1,48,67,25
3215,20,45,45,1,48,67,25
3216,4,46,46,1,48,67,25
3217,1,44,44,1,48,67,25
3218,20,45,45,1,48,75,20
3219,20,45,45,1,48,75,20
3220,20,40,40,1,48,75,40
3221,10,42,42,1,48,75,40
3222,10,42,42,1,48,75,40
3223,10,44,44,1,48,95,10
3224,10,44,44,1,48,95,10
3225,10,41,41,1,48,95,20
3226,10,42,42,1,48,95,20
3227,20,41,41,1,48,111,20
3228,10,41,41,1,48,112,15
3229,5,43,43,1,48,112,15
3230,10,46,46,1,48,208,10
3231,10,46,46,1,48,208,10
3232,4,42,42,1,48,208,5
3233,1,42,42,1,48,208,5
3234,10,45,45,1,48,308,15
3235,4,46,46,1,48,308,15
3236,1,44,44,1,48,308,15
3237,10,45,45,1,48,308,15
3238,4,46,46,1,48,308,15
3239,1,44,44,1,48,308,15
3240,4,41,41,1,48,444,5
3241,1,41,41,1,48,444,5
3242,10,46,46,1,49,42,20
3243,5,47,47,1,49,42,20
3244,5,45,45,1,49,42,20
3245,10,46,46,1,49,42,20
3246,5,47,47,1,49,42,20
3247,5,45,45,1,49,42,20
3248,10,41,41,1,49,42,15
3249,5,44,44,1,49,42,15
3250,20,46,46,1,49,64,25
3251,4,47,47,1,49,64,25
3252,1,45,45,1,49,64,25
3253,20,46,46,1,49,64,25
3254,4,47,47,1,49,64,25
3255,1,45,45,1,49,64,25
3256,20,46,46,1,49,75,20
3257,20,46,46,1,49,75,20
3258,10,41,41,1,49,75,25
3259,10,41,41,1,49,75,25
3260,5,43,43,1,49,75,25
3261,20,41,41,1,49,82,30
3262,10,43,43,1,49,82,30
3263,10,45,45,1,49,95,10
3264,10,45,45,1,49,95,10
3265,4,42,42,1,49,95,5
3266,1,42,42,1,49,95,5
3267,10,47,47,1,49,208,10
3268,10,47,47,1,49,208,10
3269,20,42,42,1,49,208,40
3270,10,42,42,1,49,208,40
3271,10,44,44,1,49,208,40
3272,10,46,46,1,49,308,15
3273,4,47,47,1,49,308,15
3274,1,45,45,1,49,308,15
3275,10,46,46,1,49,308,15
3276,4,47,47,1,49,308,15
3277,1,45,45,1,49,308,15
3278,4,43,43,1,49,444,5
3279,1,43,43,1,49,444,5
3280,10,45,45,1,50,42,120
3281,5,46,46,1,50,42,120
3282,5,44,44,1,50,42,120
3283,60,45,35,5,50,42,120
3284,30,45,35,5,50,42,120
3285,5,50,40,5,50,42,120
3286,4,50,40,5,50,42,120
3287,1,50,40,5,50,42,120
3288,10,45,45,1,50,42,120
3289,5,46,46,1,50,42,120
3290,5,44,44,1,50,42,120
3291,60,45,35,5,50,42,120
3292,30,45,35,5,50,42,120
3293,5,50,40,5,50,42,120
3294,4,50,40,5,50,42,120
3295,1,50,40,5,50,42,120
3296,10,41,41,1,50,42,25
3297,5,44,44,1,50,42,25
3298,5,50,30,5,50,42,25
3299,4,50,30,5,50,42,25
3300,1,50,30,5,50,42,25
3301,20,45,45,1,50,67,25
3302,4,46,46,1,50,67,25
3303,1,44,44,1,50,67,25
3304,20,45,45,1,50,67,25
3305,4,46,46,1,50,67,25
3306,1,44,44,1,50,67,25
3307,10,41,41,1,50,75,25
3308,10,41,41,1,50,75,25
3309,5,43,43,1,50,75,25
3310,10,42,42,1,50,95,10
3311,60,6,4,2,50,129,200
3312,30,7,3,2,50,129,200
3313,5,10,5,2,50,129,200
3314,4,10,5,2,50,129,200
3315,1,10,5,2,50,129,200
3316,40,20,15,3,50,129,200
3317,40,20,15,3,50,129,200
3318,15,25,10,3,50,129,200
3319,4,25,10,3,50,129,200
3320,1,25,10,3,50,129,200
3321,60,6,4,2,50,129,200
3322,30,7,3,2,50,129,200
3323,5,10,5,2,50,129,200
3324,4,10,5,2,50,129,200
3325,1,10,5,2,50,129,200
3326,40,20,15,3,50,129,200
3327,40,20,15,3,50,129,200
3328,15,25,10,3,50,129,200
3329,4,25,10,3,50,129,200
3330,1,25,10,3,50,129,200
3331,60,6,4,2,50,129,200
3332,30,7,3,2,50,129,200
3333,5,10,5,2,50,129,200
3334,4,10,5,2,50,129,200
3335,1,15,5,2,50,129,200
3336,40,20,15,3,50,129,200
3337,40,20,15,3,50,129,200
3338,15,25,10,3,50,129,200
3339,4,25,10,3,50,129,200
3340,1,25,10,3,50,129,200
3341,40,40,30,4,50,130,100
3342,40,40,30,4,50,130,100
3343,15,55,40,4,50,130,100
3344,4,50,20,4,50,130,100
3345,1,50,20,4,50,130,100
3346,40,40,30,4,50,130,100
3347,40,40,30,4,50,130,100
3348,15,55,40,4,50,130,100
3349,4,50,20,4,50,130,100
3350,1,50,20,4,50,130,100
3351,40,40,30,4,50,130,100
3352,40,40,30,4,50,130,100
3353,15,55,40,4,50,130,100
3354,4,55,40,4,50,130,100
3355,1,55,40,4,50,130,100
3356,20,41,41,1,50,184,30
3357,10,43,43,1,50,184,30
3358,10,46,46,1,50,208,10
3359,10,46,46,1,50,208,10
3360,4,44,44,1,50,208,5
3361,1,44,44,1,50,208,5
3362,10,45,45,1,50,308,15
3363,4,46,46,1,50,308,15
3364,1,44,44,1,50,308,15
3365,10,45,45,1,50,308,15
3366,4,46,46,1,50,308,15
3367,1,44,44,1,50,308,15
3368,20,45,45,1,50,419,30
3369,10,44,44,1,50,419,30
3370,20,45,45,1,50,419,30
3371,10,44,44,1,50,419,30
3372,20,42,42,1,50,419,120
3373,10,44,44,1,50,419,120
3374,60,50,30,5,50,419,120
3375,30,50,30,5,50,419,120
3376,4,43,43,1,50,444,5
3377,1,43,43,1,50,444,5
3378,10,51,51,1,51,42,110
3379,5,52,52,1,51,42,110
3380,5,50,50,1,51,42,110
3381,60,50,40,5,51,42,110
3382,30,55,45,5,51,42,110
3383,10,51,51,1,51,42,110
3384,5,52,52,1,51,42,110
3385,5,50,50,1,51,42,110
3386,60,50,40,5,51,42,110
3387,30,55,45,5,51,42,110
3388,10,47,47,1,51,42,15
3389,5,50,50,1,51,42,15
3390,20,51,51,1,51,67,25
3391,4,52,52,1,51,67,25
3392,1,50,50,1,51,67,25
3393,20,51,51,1,51,67,25
3394,4,52,52,1,51,67,25
3395,1,50,50,1,51,67,25
3396,10,47,47,1,51,75,25
3397,10,47,47,1,51,75,25
3398,5,49,49,1,51,75,25
3399,10,48,48,1,51,87,45
3400,4,50,50,1,51,87,45
3401,1,50,50,1,51,87,45
3402,30,55,35,5,51,87,45
3403,60,6,4,2,51,129,200
3404,30,7,3,2,51,129,200
3405,5,10,5,2,51,129,200
3406,4,10,5,2,51,129,200
3407,1,10,5,2,51,129,200
3408,40,20,15,3,51,129,200
3409,40,20,15,3,51,129,200
3410,15,25,10,3,51,129,200
3411,4,25,10,3,51,129,200
3412,1,25,10,3,51,129,200
3413,60,6,4,2,51,129,200
3414,30,7,3,2,51,129,200
3415,5,10,5,2,51,129,200
3416,4,10,5,2,51,129,200
3417,1,10,5,2,51,129,200
3418,40,20,15,3,51,129,200
3419,40,20,15,3,51,129,200
3420,15,25,10,3,51,129,200
3421,4,25,10,3,51,129,200
3422,1,25,10,3,51,129,200
3423,60,6,4,2,51,129,200
3424,30,7,3,2,51,129,200
3425,5,10,5,2,51,129,200
3426,4,10,5,2,51,129,200
3427,1,15,5,2,51,129,200
3428,40,20,15,3,51,129,200
3429,40,20,15,3,51,129,200
3430,15,25,10,3,51,129,200
3431,4,25,10,3,51,129,200
3432,1,25,10,3,51,129,200
3433,40,40,30,4,51,130,100
3434,40,40,30,4,51,130,100
3435,15,55,40,4,51,130,100
3436,4,50,20,4,51,130,100
3437,1,50,20,4,51,130,100
3438,40,40,30,4,51,130,100
3439,40,40,30,4,51,130,100
3440,15,55,40,4,51,130,100
3441,4,50,20,4,51,130,100
3442,1,50,20,4,51,130,100
3443,40,40,30,4,51,130,100
3444,40,40,30,4,51,130,100
3445,15,55,40,4,51,130,100
3446,4,55,40,4,51,130,100
3447,1,55,40,4,51,130,100
3448,5,50,40,5,51,131,10
3449,4,55,45,5,51,131,10
3450,1,60,50,5,51,131,10
3451,5,50,40,5,51,131,10
3452,4,55,45,5,51,131,10
3453,1,60,50,5,51,131,10
3454,5,55,35,5,51,131,10
3455,4,55,35,5,51,131,10
3456,1,55,35,5,51,131,10
3457,20,47,47,1,51,184,30
3458,10,49,49,1,51,184,30
3459,10,52,52,1,51,208,10
3460,10,52,52,1,51,208,10
3461,10,51,51,1,51,308,15
3462,4,52,52,1,51,308,15
3463,1,50,50,1,51,308,15
3464,10,51,51,1,51,308,15
3465,4,52,52,1,51,308,15
3466,1,50,50,1,51,308,15
3467,20,51,51,1,51,419,30
3468,10,50,50,1,51,419,30
3469,20,51,51,1,51,419,30
3470,10,50,50,1,51,419,30
3471,20,48,48,1,51,419,90
3472,10,50,50,1,51,419,90
3473,60,55,35,5,51,419,90
3474,4,49,49,1,51,444,5
3475,1,49,49,1,51,444,5
3476,10,51,51,1,52,42,20
3477,5,52,52,1,52,42,20
3478,5,50,50,1,52,42,20
3479,10,51,51,1,52,42,20
3480,5,52,52,1,52,42,20
3481,5,50,50,1,52,42,20
3482,10,49,49,1,52,42,15
3483,5,50,50,1,52,42,15
3484,20,51,51,1,52,67,25
3485,4,52,52,1,52,67,25
3486,1,50,50,1,52,67,25
3487,20,51,51,1,52,67,25
3488,4,52,52,1,52,67,25
3489,1,50,50,1,52,67,25
3490,20,51,51,1,52,75,20
3491,20,51,51,1,52,75,20
3492,20,47,47,1,52,75,40
3493,10,49,49,1,52,75,40
3494,10,49,49,1,52,75,40
3495,10,50,50,1,52,95,10
3496,10,50,50,1,52,95,10
3497,10,48,48,1,52,95,20
3498,10,50,50,1,52,95,20
3499,10,52,52,1,52,208,10
3500,10,52,52,1,52,208,10
3501,4,50,50,1,52,208,5
3502,1,50,50,1,52,208,5
3503,10,51,51,1,52,308,15
3504,4,52,52,1,52,308,15
3505,1,50,50,1,52,308,15
3506,10,51,51,1,52,308,15
3507,4,52,52,1,52,308,15
3508,1,50,50,1,52,308,15
3509,20,47,47,1,52,419,35
3510,10,48,48,1,52,419,35
3511,5,49,49,1,52,419,35
3512,4,50,50,1,52,444,5
3513,1,50,50,1,52,444,5
3514,10,51,51,1,53,42,20
3515,5,52,52,1,53,42,20
3516,5,50,50,1,53,42,20
3517,10,51,51,1,53,42,20
3518,5,52,52,1,53,42,20
3519,5,50,50,1,53,42,20
3520,10,49,49,1,53,42,15
3521,5,49,49,1,53,42,15
3522,20,51,51,1,53,67,25
3523,4,52,52,1,53,67,25
3524,1,50,50,1,53,67,25
3525,20,51,51,1,53,67,25
3526,4,52,52,1,53,67,25
3527,1,50,50,1,53,67,25
3528,20,51,51,1,53,75,20
3529,20,51,51,1,53,75,20
3530,20,47,47,1,53,75,40
3531,10,49,49,1,53,75,40
3532,10,49,49,1,53,75,40
3533,10,50,50,1,53,95,10
3534,10,50,50,1,53,95,10
3535,10,48,48,1,53,95,20
3536,10,50,50,1,53,95,20
3537,10,52,52,1,53,208,10
3538,10,52,52,1,53,208,10
3539,4,50,50,1,53,208,5
3540,1,50,50,1,53,208,5
3541,10,51,51,1,53,308,15
3542,4,52,52,1,53,308,15
3543,1,50,50,1,53,308,15
3544,10,51,51,1,53,308,15
3545,4,52,52,1,53,308,15
3546,1,50,50,1,53,308,15
3547,20,47,47,1,53,419,35
3548,10,48,48,1,53,419,35
3549,5,49,49,1,53,419,35
3550,4,50,50,1,53,444,5
3551,1,50,50,1,53,444,5
3552,20,4,4,1,54,41,138
3553,20,4,4,1,54,41,138
3554,10,5,5,1,54,41,138
3555,10,5,5,1,54,41,138
3556,5,6,6,1,54,41,138
3557,5,6,6,1,54,41,138
3558,4,6,6,1,54,41,138
3559,4,6,6,1,54,41,138
3560,60,30,20,5,54,41,138
3561,20,4,4,1,54,41,138
3562,20,4,4,1,54,41,138
3563,10,5,5,1,54,41,138
3564,10,5,5,1,54,41,138
3565,5,6,6,1,54,41,138
3566,5,6,6,1,54,41,138
3567,4,6,6,1,54,41,138
3568,4,6,6,1,54,41,138
3569,60,30,20,5,54,41,138
3570,20,4,4,1,54,41,95
3571,10,5,5,1,54,41,95
3572,10,3,3,1,54,41,95
3573,10,3,3,1,54,41,95
3574,5,6,6,1,54,41,95
3575,4,6,6,1,54,41,95
3576,4,6,6,1,54,41,95
3577,1,6,6,1,54,41,95
3578,1,6,6,1,54,41,95
3579,30,30,20,5,54,41,95
3580,5,40,20,5,54,42,5
3581,5,40,20,5,54,42,5
3582,4,40,20,5,54,42,5
3583,1,40,20,5,54,42,5
3584,1,5,5,1,54,54,32
3585,1,5,5,1,54,54,32
3586,30,30,20,5,54,54,32
3587,1,5,5,1,54,54,32
3588,1,5,5,1,54,54,32
3589,30,30,20,5,54,54,32
3590,20,4,4,1,54,54,95
3591,10,5,5,1,54,54,95
3592,5,6,6,1,54,54,95
3593,60,30,20,5,54,54,95
3594,4,40,20,5,54,55,5
3595,1,40,20,5,54,55,5
3596,4,40,20,5,54,55,5
3597,1,40,20,5,54,55,5
3598,5,40,20,5,54,55,5
3599,10,5,5,1,54,74,20
3600,10,5,5,1,54,74,20
3601,10,5,5,1,54,74,20
3602,10,5,5,1,54,74,20
3603,60,6,4,2,54,129,155
3604,30,7,3,2,54,129,155
3605,5,10,5,2,54,129,155
3606,4,10,5,2,54,129,155
3607,1,10,5,2,54,129,155
3608,40,20,15,3,54,129,155
3609,15,25,10,3,54,129,155
3610,60,6,4,2,54,129,155
3611,30,7,3,2,54,129,155
3612,5,10,5,2,54,129,155
3613,4,10,5,2,54,129,155
3614,1,10,5,2,54,129,155
3615,40,20,15,3,54,129,155
3616,15,25,10,3,54,129,155
3617,60,6,4,2,54,129,155
3618,30,7,3,2,54,129,155
3619,5,10,5,2,54,129,155
3620,4,10,5,2,54,129,155
3621,1,15,5,2,54,129,155
3622,40,20,15,3,54,129,155
3623,15,25,10,3,54,129,155
3624,40,40,30,4,54,130,55
3625,15,55,40,4,54,130,55
3626,40,40,30,4,54,130,55
3627,15,55,40,4,54,130,55
3628,40,55,30,4,54,130,55
3629,15,55,40,4,54,130,55
3630,40,20,15,3,54,339,45
3631,4,25,10,3,54,339,45
3632,1,25,10,3,54,339,45
3633,40,20,15,3,54,339,45
3634,4,25,10,3,54,339,45
3635,1,25,10,3,54,339,45
3636,40,20,15,3,54,339,45
3637,4,25,10,3,54,339,45
3638,1,25,10,3,54,339,45
3639,40,40,30,4,54,340,45
3640,4,50,20,4,54,340,45
3641,1,50,20,4,54,340,45
3642,40,40,30,4,54,340,45
3643,4,50,20,4,54,340,45
3644,1,50,20,4,54,340,45
3645,40,40,30,4,54,340,45
3646,4,55,40,4,54,340,45
3647,1,55,40,4,54,340,45
3648,10,6,6,1,55,41,20
3649,10,6,6,1,55,41,20
3650,10,6,6,1,55,41,20
3651,10,6,6,1,55,41,20
3652,20,5,5,1,55,41,50
3653,10,6,6,1,55,41,50
3654,10,5,5,1,55,41,50
3655,4,7,7,1,55,41,50
3656,4,8,8,1,55,41,50
3657,1,7,7,1,55,41,50
3658,1,8,8,1,55,41,50
3659,20,5,5,1,55,54,35
3660,10,6,6,1,55,54,35
3661,5,7,7,1,55,54,35
3662,20,5,5,1,55,74,80
3663,20,5,5,1,55,74,80
3664,10,6,6,1,55,74,80
3665,10,6,6,1,55,74,80
3666,5,7,7,1,55,74,80
3667,5,7,7,1,55,74,80
3668,4,8,8,1,55,74,80
3669,4,8,8,1,55,74,80
3670,1,4,4,1,55,74,80
3671,1,4,4,1,55,74,80
3672,20,5,5,1,55,74,80
3673,20,5,5,1,55,74,80
3674,10,6,6,1,55,74,80
3675,10,6,6,1,55,74,80
3676,5,7,7,1,55,74,80
3677,5,7,7,1,55,74,80
3678,4,8,8,1,55,74,80
3679,4,8,8,1,55,74,80
3680,1,4,4,1,55,74,80
3681,1,4,4,1,55,74,80
3682,10,5,5,1,55,74,15
3683,5,7,7,1,55,74,15
3684,20,8,8,1,56,41,120
3685,20,8,8,1,56,41,120
3686,10,9,9,1,56,41,120
3687,4,10,10,1,56,41,120
3688,4,10,10,1,56,41,120
3689,1,10,10,1,56,41,120
3690,1,10,10,1,56,41,120
3691,60,30,20,5,56,41,120
3692,20,8,8,1,56,41,120
3693,20,8,8,1,56,41,120
3694,10,9,9,1,56,41,120
3695,4,10,10,1,56,41,120
3696,4,10,10,1,56,41,120
3697,1,10,10,1,56,41,120
3698,1,10,10,1,56,41,120
3699,60,30,20,5,56,41,120
3700,20,6,6,1,56,41,75
3701,10,7,7,1,56,41,75
3702,10,8,8,1,56,41,75
3703,4,9,9,1,56,41,75
3704,1,9,9,1,56,41,75
3705,30,30,20,5,56,41,75
3706,5,40,20,5,56,42,5
3707,5,40,20,5,56,42,5
3708,4,10,10,1,56,42,10
3709,1,10,10,1,56,42,10
3710,4,40,20,5,56,42,10
3711,1,40,20,5,56,42,10
3712,10,8,8,1,56,54,60
3713,10,9,9,1,56,54,60
3714,5,8,8,1,56,54,60
3715,5,10,10,1,56,54,60
3716,30,30,20,5,56,54,60
3717,10,8,8,1,56,54,60
3718,10,9,9,1,56,54,60
3719,5,8,8,1,56,54,60
3720,5,10,10,1,56,54,60
3721,30,30,20,5,56,54,60
3722,20,8,8,1,56,54,95
3723,10,9,9,1,56,54,95
3724,5,10,10,1,56,54,95
3725,60,30,20,5,56,54,95
3726,4,40,20,5,56,55,5
3727,1,40,20,5,56,55,5
3728,4,40,20,5,56,55,5
3729,1,40,20,5,56,55,5
3730,5,40,20,5,56,55,5
3731,10,9,9,1,56,74,10
3732,10,9,9,1,56,74,10
3733,10,6,6,1,56,74,15
3734,5,8,8,1,56,74,15
3735,60,6,4,2,56,129,155
3736,30,7,3,2,56,129,155
3737,5,10,5,2,56,129,155
3738,4,10,5,2,56,129,155
3739,1,10,5,2,56,129,155
3740,40,20,15,3,56,129,155
3741,15,25,10,3,56,129,155
3742,60,6,4,2,56,129,155
3743,30,7,3,2,56,129,155
3744,5,10,5,2,56,129,155
3745,4,10,5,2,56,129,155
3746,1,10,5,2,56,129,155
3747,40,20,15,3,56,129,155
3748,15,25,10,3,56,129,155
3749,60,6,4,2,56,129,155
3750,30,7,3,2,56,129,155
3751,5,10,5,2,56,129,155
3752,4,10,5,2,56,129,155
3753,1,15,5,2,56,129,155
3754,40,20,15,3,56,129,155
3755,15,25,10,3,56,129,155
3756,40,40,30,4,56,130,55
3757,15,55,40,4,56,130,55
3758,40,40,30,4,56,130,55
3759,15,55,40,4,56,130,55
3760,40,55,30,4,56,130,55
3761,15,55,40,4,56,130,55
3762,40,20,15,3,56,339,45
3763,4,25,10,3,56,339,45
3764,1,25,10,3,56,339,45
3765,40,20,15,3,56,339,45
3766,4,25,10,3,56,339,45
3767,1,25,10,3,56,339,45
3768,40,20,15,3,56,339,45
3769,4,25,10,3,56,339,45
3770,1,25,10,3,56,339,45
3771,40,40,30,4,56,340,45
3772,4,50,20,4,56,340,45
3773,1,50,20,4,56,340,45
3774,40,40,30,4,56,340,45
3775,4,50,20,4,56,340,45
3776,1,50,20,4,56,340,45
3777,40,40,30,4,56,340,45
3778,4,55,40,4,56,340,45
3779,1,55,40,4,56,340,45
3780,10,54,54,1,57,22,30
3781,10,54,54,1,57,22,30
3782,10,55,55,1,57,22,30
3783,10,54,54,1,57,22,30
3784,10,54,54,1,57,22,30
3785,10,55,55,1,57,22,30
3786,10,51,51,1,57,22,30
3787,10,51,51,1,57,22,30
3788,10,53,53,1,57,22,30
3789,10,54,54,1,57,42,10
3790,10,54,54,1,57,42,10
3791,10,51,51,1,57,42,10
3792,10,54,54,1,57,75,25
3793,10,54,54,1,57,75,25
3794,5,56,56,1,57,75,25
3795,10,54,54,1,57,75,25
3796,10,54,54,1,57,75,25
3797,5,56,56,1,57,75,25
3798,10,51,51,1,57,75,15
3799,5,53,53,1,57,75,15
3800,10,55,55,1,57,110,10
3801,10,55,55,1,57,110,10
3802,10,52,52,1,57,110,10
3803,4,22,22,1,57,111,17
3804,4,22,22,1,57,111,17
3805,4,22,22,1,57,111,17
3806,4,22,22,1,57,111,17
3807,1,24,24,1,57,111,17
3808,4,22,22,1,57,111,17
3809,4,22,22,1,57,111,17
3810,4,22,22,1,57,111,17
3811,4,22,22,1,57,111,17
3812,1,24,24,1,57,111,17
3813,4,52,52,1,57,111,5
3814,1,52,52,1,57,111,5
3815,20,55,55,1,57,112,20
3816,20,55,55,1,57,112,20
3817,20,54,54,1,57,112,20
3818,4,22,22,1,57,207,8
3819,4,22,22,1,57,207,8
3820,4,22,22,1,57,207,8
3821,4,22,22,1,57,207,8
3822,5,56,56,1,57,227,5
3823,5,56,56,1,57,227,5
3824,5,53,53,1,57,227,5
3825,4,22,22,1,57,240,8
3826,4,22,22,1,57,240,8
3827,4,22,22,1,57,240,8
3828,4,22,22,1,57,240,8
3829,4,22,22,1,57,322,17
3830,4,22,22,1,57,322,17
3831,4,22,22,1,57,322,17
3832,4,22,22,1,57,322,17
3833,1,24,24,1,57,322,17
3834,4,22,22,1,57,322,17
3835,4,22,22,1,57,322,17
3836,4,22,22,1,57,322,17
3837,4,22,22,1,57,322,17
3838,1,24,24,1,57,322,17
3839,4,51,51,1,57,322,5
3840,1,51,51,1,57,322,5
3841,20,55,55,1,57,323,20
3842,20,55,55,1,57,323,20
3843,20,53,53,1,57,323,20
3844,10,55,55,1,57,324,22
3845,10,55,55,1,57,324,22
3846,1,24,24,1,57,324,22
3847,1,24,24,1,57,324,22
3848,10,55,55,1,57,324,22
3849,10,55,55,1,57,324,22
3850,1,24,24,1,57,324,22
3851,1,24,24,1,57,324,22
3852,10,53,53,1,57,324,22
3853,10,52,52,1,57,324,22
3854,1,51,51,1,57,324,22
3855,1,52,52,1,57,324,22
3856,10,54,54,1,57,354,10
3857,10,54,54,1,57,354,10
3858,10,54,54,1,58,42,10
3859,10,54,54,1,58,42,10
3860,10,52,52,1,58,42,20
3861,10,52,52,1,58,42,20
3862,10,56,56,1,58,67,10
3863,10,56,56,1,58,67,10
3864,4,25,25,1,58,74,21
3865,4,25,25,1,58,74,21
3866,4,25,25,1,58,74,21
3867,4,25,25,1,58,74,21
3868,4,25,25,1,58,74,21
