id,code,name,species_id,inherits_from_creature_id,height,weight,base_experience,sort_order,default_form,enabled
489,phione,霏欧纳,489,,4,31,216,603,true,true
490,manaphy,玛纳霏,490,,3,14,270,604,true,true
491,darkrai,达克莱伊,491,,15,505,270,605,true,true
492,shaymin-land,谢米,492,,2,21,270,606,true,true
493,arceus,阿尔宙斯,493,,32,3200,324,608,true,true
494,victini,比克提尼,494,,4,40,270,609,true,true
495,snivy,藤藤蛇,495,,6,81,62,610,true,true
496,servine,青藤蛇,496,,8,160,145,611,true,true
497,serperior,君主蛇,497,,33,630,238,612,true,true
498,tepig,暖暖猪,498,,5,99,62,613,true,true
499,pignite,炒炒猪,499,,10,555,146,614,true,true
500,emboar,炎武王,500,,16,1500,238,615,true,true
501,oshawott,水水獭,501,,5,59,62,616,true,true
502,dewott,双刃丸,502,,8,245,145,617,true,true
503,samurott,大剑鬼,503,,15,946,238,618,true,true
504,patrat,探探鼠,504,,5,116,51,619,true,true
505,watchog,步哨鼠,505,,11,270,147,620,true,true
506,lillipup,小约克,506,,4,41,55,621,true,true
507,herdier,哈约克,507,,9,147,130,622,true,true
508,stoutland,长毛狗,508,,12,610,225,623,true,true
509,purrloin,扒手猫,509,,4,101,56,624,true,true
510,liepard,酷豹,510,,11,375,156,625,true,true
511,pansage,花椰猴,511,,6,105,63,626,true,true
512,simisage,花椰猿,512,,11,305,174,627,true,true
513,pansear,爆香猴,513,,6,110,63,628,true,true
514,simisear,爆香猿,514,,10,280,174,629,true,true
515,panpour,冷水猴,515,,6,135,63,630,true,true
516,simipour,冷水猿,516,,10,290,174,631,true,true
517,munna,食梦梦,517,,6,233,58,632,true,true
518,musharna,梦梦蚀,518,,11,605,170,633,true,true
519,pidove,豆豆鸽,519,,3,21,53,634,true,true
520,tranquill,咕咕鸽,520,,6,150,125,635,true,true
521,unfezant,高傲雉鸡,521,,12,290,220,636,true,true
522,blitzle,斑斑马,522,,8,298,59,637,true,true
523,zebstrika,雷电斑马,523,,16,795,174,638,true,true
524,roggenrola,石丸子,524,,4,180,56,639,true,true
525,boldore,地幔岩,525,,9,1020,137,640,true,true
526,gigalith,庞岩怪,526,,17,2600,232,641,true,true
527,woobat,滚滚蝙蝠,527,,4,21,65,642,true,true
528,swoobat,心蝙蝠,528,,9,105,149,643,true,true
529,drilbur,螺钉地鼠,529,,3,85,66,644,true,true
530,excadrill,龙头地鼠,530,,7,404,178,645,true,true
531,audino,差不多娃娃,531,,11,310,390,646,true,true
532,timburr,搬运小匠,532,,6,125,61,648,true,true
533,gurdurr,铁骨土人,533,,12,400,142,649,true,true
534,conkeldurr,修建老匠,534,,14,870,227,650,true,true
535,tympole,圆蝌蚪,535,,5,45,59,651,true,true
536,palpitoad,蓝蟾蜍,536,,8,170,134,652,true,true
537,seismitoad,蟾蜍王,537,,15,620,229,653,true,true
538,throh,投摔鬼,538,,13,555,163,654,true,true
539,sawk,打击鬼,539,,14,510,163,655,true,true
540,sewaddle,虫宝包,540,,3,25,62,656,true,true
541,swadloon,宝包茧,541,,5,73,133,657,true,true
542,leavanny,保姆虫,542,,12,205,225,658,true,true
543,venipede,百足蜈蚣,543,,4,53,52,659,true,true
544,whirlipede,车轮球,544,,12,585,126,660,true,true
545,scolipede,蜈蚣王,545,,25,2005,218,661,true,true
546,cottonee,木棉球,546,,3,6,56,662,true,true
547,whimsicott,风妖精,547,,7,66,168,663,true,true
548,petilil,百合根娃娃,548,,5,66,56,664,true,true
549,lilligant,裙儿小姐,549,,11,163,168,665,true,true
550,basculin-red-striped,野蛮鲈鱼,550,,10,180,161,666,true,true
551,sandile,黑眼鳄,551,,7,152,58,668,true,true
552,krokorok,混混鳄,552,,10,334,123,669,true,true
553,krookodile,流氓鳄,553,,15,963,234,670,true,true
554,darumaka,火红不倒翁,554,,6,375,63,671,true,true
555,darmanitan-standard,达摩狒狒,555,,13,929,168,673,true,true
556,maractus,沙铃仙人掌,556,,10,280,161,677,true,true
557,dwebble,石居蟹,557,,3,145,65,678,true,true
558,crustle,岩殿居蟹,558,,14,2000,170,679,true,true
559,scraggy,滑滑小子,559,,6,118,70,680,true,true
560,scrafty,头巾混混,560,,11,300,171,681,true,true
561,sigilyph,象征鸟,561,,14,140,172,682,true,true
562,yamask,哭哭面具,562,,5,15,61,683,true,true
563,cofagrigus,迭失棺,563,,17,765,169,685,true,true
564,tirtouga,原盖海龟,564,,7,165,71,686,true,true
565,carracosta,肋骨海龟,565,,12,810,173,687,true,true
566,archen,始祖小鸟,566,,5,95,71,688,true,true
567,archeops,始祖大鸟,567,,14,320,177,689,true,true
568,trubbish,破破袋,568,,6,310,66,690,true,true
569,garbodor,灰尘山,569,,19,1073,166,691,true,true
570,zorua,索罗亚,570,,7,125,66,692,true,true
571,zoroark,索罗亚克,571,,16,811,179,693,true,true
572,minccino,泡沫栗鼠,572,,4,58,60,694,true,true
573,cinccino,奇诺栗鼠,573,,5,75,165,695,true,true
574,gothita,哥德宝宝,574,,4,58,58,696,true,true
575,gothorita,哥德小童,575,,7,180,137,697,true,true
576,gothitelle,哥德小姐,576,,15,440,221,698,true,true
577,solosis,单卵细胞球,577,,3,10,58,699,true,true
578,duosion,双卵细胞球,578,,6,80,130,700,true,true
579,reuniclus,人造细胞卵,579,,10,201,221,701,true,true
580,ducklett,鸭宝宝,580,,5,55,61,702,true,true
581,swanna,舞天鹅,581,,13,242,166,703,true,true
582,vanillite,迷你冰,582,,4,57,61,704,true,true
583,vanillish,多多冰,583,,11,410,138,705,true,true
584,vanilluxe,双倍多多冰,584,,13,575,241,706,true,true
585,deerling,四季鹿,585,,6,195,67,707,true,true
586,sawsbuck,萌芽鹿,586,,19,925,166,708,true,true
587,emolga,电飞鼠,587,,4,50,150,709,true,true
588,karrablast,盖盖虫,588,,5,59,63,710,true,true
589,escavalier,骑士蜗牛,589,,10,330,173,711,true,true
590,foongus,哎呀球菇,590,,2,10,59,712,true,true
591,amoonguss,败露球菇,591,,6,105,162,713,true,true
592,frillish-male,轻飘飘,592,,12,330,67,714,true,true
593,jellicent-male,胖嘟嘟,593,,22,1350,168,715,true,true
594,alomomola,保姆曼波,594,,12,316,165,716,true,true
595,joltik,电电虫,595,,1,6,64,717,true,true
596,galvantula,电蜘蛛,596,,8,143,165,718,true,true
597,ferroseed,种子铁球,597,,6,188,61,719,true,true
598,ferrothorn,坚果哑铃,598,,10,1100,171,720,true,true
599,klink,齿轮儿,599,,3,210,60,721,true,true
600,klang,齿轮组,600,,6,510,154,722,true,true
601,klinklang,齿轮怪,601,,6,810,234,723,true,true
602,tynamo,麻麻小鱼,602,,2,3,55,724,true,true
603,eelektrik,麻麻鳗,603,,12,220,142,725,true,true
604,eelektross,麻麻鳗鱼王,604,,21,805,232,726,true,true
605,elgyem,小灰怪,605,,5,90,67,727,true,true
606,beheeyem,大宇怪,606,,10,345,170,728,true,true
607,litwick,烛光灵,607,,3,31,55,729,true,true
608,lampent,灯火幽灵,608,,6,130,130,730,true,true
609,chandelure,水晶灯火灵,609,,10,343,234,731,true,true
610,axew,牙牙,610,,6,180,64,732,true,true
611,fraxure,斧牙龙,611,,10,360,144,733,true,true
612,haxorus,双斧战龙,612,,18,1055,243,734,true,true
613,cubchoo,喷嚏熊,613,,5,85,61,735,true,true
614,beartic,冻原熊,614,,26,2600,177,736,true,true
615,cryogonal,几何雪花,615,,11,1480,180,737,true,true
616,shelmet,小嘴蜗,616,,4,77,61,738,true,true
617,accelgor,敏捷虫,617,,8,253,173,739,true,true
618,stunfisk,泥巴鱼,618,,7,110,165,740,true,true
619,mienfoo,功夫鼬,619,,9,200,70,742,true,true
620,mienshao,师父鼬,620,,14,355,179,743,true,true
621,druddigon,赤面龙,621,,16,1390,170,744,true,true
622,golett,泥偶小人,622,,10,920,61,745,true,true
623,golurk,泥偶巨人,623,,28,3300,169,746,true,true
624,pawniard,驹刀小兵,624,,5,102,68,747,true,true
625,bisharp,劈斩司令,625,,16,700,172,748,true,true
626,bouffalant,爆炸头水牛,626,,16,946,172,749,true,true
627,rufflet,毛头小鹰,627,,5,105,70,750,true,true
628,braviary,勇士雄鹰,628,,15,410,179,751,true,true
629,vullaby,秃鹰丫头,629,,5,90,74,752,true,true
630,mandibuzz,秃鹰娜,630,,12,395,179,753,true,true
631,heatmor,熔蚁兽,631,,14,580,169,754,true,true
632,durant,铁蚁,632,,3,330,169,755,true,true
633,deino,单首龙,633,,8,173,60,756,true,true
634,zweilous,双首暴龙,634,,14,500,147,757,true,true
635,hydreigon,三首恶龙,635,,18,1600,270,758,true,true
636,larvesta,灼伤虫,636,,11,288,72,759,true,true
637,volcarona,火神蛾,637,,16,460,248,760,true,true
638,cobalion,勾帕路翁,638,,21,2500,261,761,true,true
639,terrakion,代拉基翁,639,,19,2600,261,762,true,true
640,virizion,毕力吉翁,640,,20,2000,261,763,true,true
641,tornadus-incarnate,龙卷云,641,,15,630,261,764,true,true
642,thundurus-incarnate,雷电云,642,,15,610,261,766,true,true
643,reshiram,莱希拉姆,643,,32,3300,306,768,true,true
644,zekrom,捷克罗姆,644,,29,3450,306,769,true,true
645,landorus-incarnate,土地云,645,,15,680,270,770,true,true
646,kyurem,酋雷姆,646,,30,3250,297,772,true,true
647,keldeo-ordinary,凯路迪欧,647,,14,485,261,775,true,true
648,meloetta-aria,美洛耶塔,648,,6,65,270,777,true,true
649,genesect,盖诺赛克特,649,,15,825,270,779,true,true
650,chespin,哈力栗,650,,4,90,63,780,true,true
651,quilladin,胖胖哈力,651,,7,290,142,781,true,true
652,chesnaught,布里卡隆,652,,16,900,239,782,true,true
653,fennekin,火狐狸,653,,4,94,61,783,true,true
654,braixen,长尾火狐,654,,10,145,143,784,true,true
655,delphox,妖火红狐,655,,15,390,240,785,true,true
656,froakie,呱呱泡蛙,656,,3,70,63,786,true,true
657,frogadier,呱头蛙,657,,6,109,142,787,true,true
658,greninja,甲贺忍蛙,658,,15,400,239,788,true,true
659,bunnelby,掘掘兔,659,,4,50,47,791,true,true
660,diggersby,掘地兔,660,,10,424,148,792,true,true
661,fletchling,小箭雀,661,,3,17,56,793,true,true
662,fletchinder,火箭雀,662,,7,160,134,794,true,true
663,talonflame,烈箭鹰,663,,12,245,175,795,true,true
664,scatterbug,粉蝶虫,664,,3,25,40,796,true,true
665,spewpa,粉蝶蛹,665,,3,84,75,797,true,true
666,vivillon,彩粉蝶,666,,12,170,185,798,true,true
667,litleo,小狮狮,667,,6,135,74,799,true,true
668,pyroar-male,火炎狮,668,,15,815,177,800,true,true
669,flabebe,花蓓蓓,669,,1,1,61,801,true,true
670,floette,花叶蒂,670,,2,9,130,802,true,true
671,florges,花洁夫人,671,,11,100,248,804,true,true
672,skiddo,坐骑小羊,672,,9,310,70,805,true,true
673,gogoat,坐骑山羊,673,,17,910,186,806,true,true
674,pancham,顽皮熊猫,674,,6,80,70,807,true,true
675,pangoro,霸道熊猫,675,,21,1360,173,808,true,true
676,furfrou,多丽米亚,676,,12,280,165,809,true,true
677,espurr,妙喵,677,,3,35,71,810,true,true
678,meowstic-male,超能妙喵,678,,6,85,163,811,true,true
679,honedge,独剑鞘,679,,8,20,65,813,true,true
680,doublade,双剑鞘,680,,8,45,157,814,true,true
681,aegislash-shield,坚盾剑怪,681,,17,530,234,815,true,true
682,spritzee,粉香香,682,,2,5,68,817,true,true
683,aromatisse,芳香精,683,,8,155,162,818,true,true
684,swirlix,绵绵泡芙,684,,4,35,68,819,true,true
685,slurpuff,胖甜妮,685,,8,50,168,820,true,true
686,inkay,好啦鱿,686,,4,35,58,821,true,true
687,malamar,乌贼王,687,,15,470,169,822,true,true
688,binacle,龟脚脚,688,,5,310,61,823,true,true
689,barbaracle,龟足巨铠,689,,13,960,175,824,true,true
690,skrelp,垃垃藻,690,,5,73,64,825,true,true
691,dragalge,毒藻龙,691,,18,815,173,826,true,true
692,clauncher,铁臂枪虾,692,,5,83,66,827,true,true
693,clawitzer,钢炮臂虾,693,,13,353,100,828,true,true
694,helioptile,伞电蜥,694,,5,60,58,829,true,true
695,heliolisk,光电伞蜥,695,,10,210,168,830,true,true
696,tyrunt,宝宝暴龙,696,,8,260,72,831,true,true
697,tyrantrum,怪颚龙,697,,25,2700,182,832,true,true
698,amaura,冰雪龙,698,,13,252,72,833,true,true
699,aurorus,冰雪巨龙,699,,27,2250,104,834,true,true
700,sylveon,仙子伊布,700,,10,235,184,224,true,true
701,hawlucha,摔角鹰人,701,,8,215,175,835,true,true
702,dedenne,咚咚鼠,702,,2,22,151,836,true,true
703,carbink,小碎钻,703,,3,57,100,837,true,true
704,goomy,黏黏宝,704,,3,28,60,838,true,true
705,sliggoo,黏美儿,705,,8,175,158,839,true,true
706,goodra,黏美龙,706,,20,1505,270,840,true,true
707,klefki,钥圈儿,707,,2,30,165,841,true,true
708,phantump,小木灵,708,,4,70,62,842,true,true
709,trevenant,朽木妖,709,,15,710,166,843,true,true
710,pumpkaboo-average,南瓜精,710,,4,50,67,844,true,true
711,gourgeist-average,南瓜怪人,711,,9,125,173,848,true,true
712,bergmite,冰宝,712,,10,995,61,852,true,true
713,avalugg,冰岩怪,713,,20,5050,180,853,true,true
714,noibat,嗡蝠,714,,5,80,49,854,true,true
715,noivern,音波龙,715,,15,850,187,855,true,true
716,xerneas,哲尔尼亚斯,716,,30,2150,306,856,true,true
717,yveltal,伊裴尔塔尔,717,,58,2030,306,857,true,true
718,zygarde-50,基格尔德,718,,50,3050,270,858,true,true
719,diancie,蒂安希,719,,7,88,270,863,true,true
720,hoopa,胡帕,720,,5,90,270,865,true,true
721,volcanion,波尔凯尼恩,721,,17,1950,270,867,true,true
722,rowlet,木木枭,722,,3,15,64,868,true,true
723,dartrix,投羽枭,723,,7,160,147,869,true,true
724,decidueye,狙射树枭,724,,16,366,239,870,true,true
725,litten,火斑喵,725,,4,43,64,871,true,true
726,torracat,炎热喵,726,,7,250,147,872,true,true
727,incineroar,炽焰咆哮虎,727,,18,830,239,873,true,true
728,popplio,球球海狮,728,,4,75,64,874,true,true
729,brionne,花漾海狮,729,,6,175,147,875,true,true
730,primarina,西狮海壬,730,,18,440,239,876,true,true
731,pikipek,小笃儿,731,,3,12,53,877,true,true
732,trumbeak,喇叭啄鸟,732,,6,148,124,878,true,true
733,toucannon,铳嘴大鸟,733,,11,260,218,879,true,true
734,yungoos,猫鼬少,734,,4,60,51,880,true,true
735,gumshoos,猫鼬探长,735,,7,142,146,881,true,true
736,grubbin,强颚鸡母虫,736,,4,44,60,883,true,true
737,charjabug,虫电宝,737,,5,105,140,884,true,true
738,vikavolt,锹农炮虫,738,,15,450,225,885,true,true
739,crabrawler,好胜蟹,739,,6,70,68,887,true,true
740,crabominable,好胜毛蟹,740,,17,1800,167,888,true,true
741,oricorio-baile,花舞鸟,741,,6,34,167,889,true,true
742,cutiefly,萌虻,742,,1,2,61,893,true,true
743,ribombee,蝶结萌虻,743,,2,5,162,894,true,true
744,rockruff,岩狗狗,744,,5,92,56,896,true,true
745,lycanroc-midday,鬃岩狼人,745,,8,250,170,898,true,true
746,wishiwashi-solo,弱丁鱼,746,,2,3,61,901,true,true
747,mareanie,好坏星,747,,4,80,61,903,true,true
748,toxapex,超坏星,748,,7,145,173,904,true,true
749,mudbray,泥驴仔,749,,10,1100,77,905,true,true
750,mudsdale,重泥挽马,750,,25,9200,175,906,true,true
751,dewpider,滴蛛,751,,3,40,54,907,true,true
752,araquanid,滴蛛霸,752,,18,820,159,908,true,true
753,fomantis,伪螳草,753,,3,15,50,910,true,true
754,lurantis,兰螳花,754,,9,185,168,911,true,true
755,morelull,睡睡菇,755,,2,15,57,913,true,true
756,shiinotic,灯罩夜菇,756,,10,115,142,914,true,true
757,salandit,夜盗火蜥,757,,6,48,64,915,true,true
758,salazzle,焰后蜥,758,,12,222,168,916,true,true
759,stufful,童偶熊,759,,5,68,68,918,true,true
760,bewear,穿着熊,760,,21,1350,175,919,true,true
761,bounsweet,甜竹竹,761,,3,32,42,920,true,true
762,steenee,甜舞妮,762,,7,82,102,921,true,true
763,tsareena,甜冷美后,763,,12,214,230,922,true,true
764,comfey,花疗环环,764,,1,3,170,923,true,true
765,oranguru,智挥猩,765,,15,760,172,924,true,true
766,passimian,投掷猴,766,,20,828,172,925,true,true
767,wimpod,胆小虫,767,,5,120,46,926,true,true
768,golisopod,具甲武者,768,,20,1080,186,927,true,true
769,sandygast,沙丘娃,769,,5,700,64,928,true,true
770,palossand,噬沙堡爷,770,,13,2500,168,929,true,true
771,pyukumuku,拳海参,771,,3,12,144,930,true,true
772,type-null,属性：空,772,,19,1205,107,931,true,true
773,silvally,银伴战兽,773,,23,1005,257,932,true,true
774,minior-red-meteor,小陨星,774,,3,400,154,933,true,true
775,komala,树枕尾熊,775,,4,199,168,947,true,true
776,turtonator,爆焰龟兽,776,,20,2120,170,948,true,true
777,togedemaru,托戈德玛尔,777,,3,33,152,949,true,true
778,mimikyu-disguised,谜拟丘,778,,2,7,167,951,true,true
779,bruxish,磨牙彩皮鱼,779,,9,190,166,955,true,true
780,drampa,老翁龙,780,,30,1850,170,956,true,true
781,dhelmise,破破舵轮,781,,39,2100,181,957,true,true
782,jangmo-o,心鳞宝,782,,6,297,60,958,true,true
783,hakamo-o,鳞甲龙,783,,12,470,147,959,true,true
784,kommo-o,杖尾鳞甲龙,784,,16,782,270,960,true,true
785,tapu-koko,卡璞・鸣鸣,785,,18,205,257,962,true,true
786,tapu-lele,卡璞・蝶蝶,786,,12,186,257,963,true,true
787,tapu-bulu,卡璞・哞哞,787,,19,455,257,964,true,true
788,tapu-fini,卡璞・鳍鳍,788,,13,212,257,965,true,true
789,cosmog,科斯莫古,789,,2,1,40,966,true,true
790,cosmoem,科斯莫姆,790,,1,9999,140,967,true,true
791,solgaleo,索尔迦雷欧,791,,34,2300,306,968,true,true
792,lunala,露奈雅拉,792,,40,1200,306,969,true,true
793,nihilego,虚吾伊德,793,,12,555,257,970,true,true
794,buzzwole,爆肌蚊,794,,24,3336,257,971,true,true
795,pheromosa,费洛美螂,795,,18,250,257,972,true,true
796,xurkitree,电束木,796,,38,1000,257,973,true,true
797,celesteela,铁火辉夜,797,,92,9999,257,974,true,true
798,kartana,纸御剑,798,,3,1,257,975,true,true
799,guzzlord,恶食大王,799,,55,8880,257,976,true,true
800,necrozma,奈克洛兹玛,800,,24,2300,270,977,true,true
801,magearna,玛机雅娜,801,,10,805,270,981,true,true
802,marshadow,玛夏多,802,,7,222,270,983,true,true
803,poipole,毒贝比,803,,6,18,189,984,true,true
804,naganadel,四颚针龙,804,,36,1500,243,985,true,true
805,stakataka,垒磊石,805,,55,8200,257,986,true,true
806,blacephalon,砰头小丑,806,,18,130,257,987,true,true
807,zeraora,捷拉奥拉,807,,15,445,270,988,true,true
808,meltan,美录坦,808,,2,80,135,989,true,true
809,melmetal,美录梅塔,809,,25,8000,270,990,true,true
810,grookey,敲音猴,810,,3,50,62,991,true,true
811,thwackey,啪咚猴,811,,7,140,147,992,true,true
812,rillaboom,轰擂金刚猩,812,,21,900,265,993,true,true
813,scorbunny,炎兔儿,813,,3,45,62,994,true,true
814,raboot,腾蹴小将,814,,6,90,147,995,true,true
815,cinderace,闪焰王牌,815,,14,330,265,996,true,true
816,sobble,泪眼蜥,816,,3,40,62,997,true,true
817,drizzile,变涩蜥,817,,7,115,147,998,true,true
818,inteleon,千面避役,818,,19,452,265,999,true,true
819,skwovet,贪心栗鼠,819,,3,25,55,1000,true,true
820,greedent,藏饱栗鼠,820,,6,60,161,1001,true,true
821,rookidee,稚山雀,821,,2,18,49,1002,true,true
822,corvisquire,蓝鸦,822,,8,160,128,1003,true,true
823,corviknight,钢铠鸦,823,,22,750,248,1004,true,true
824,blipbug,索侦虫,824,,4,80,36,1005,true,true
825,dottler,天罩虫,825,,4,195,117,1006,true,true
826,orbeetle,以欧路普,826,,4,408,253,1007,true,true
827,nickit,狡小狐,827,,6,89,49,1008,true,true
828,thievul,猾大狐,828,,12,199,159,1009,true,true
829,gossifleur,幼棉棉,829,,4,22,50,1010,true,true
830,eldegoss,白蓬蓬,830,,5,25,161,1011,true,true
831,wooloo,毛辫羊,831,,6,60,122,1012,true,true
832,dubwool,毛毛角羊,832,,13,430,172,1013,true,true
833,chewtle,咬咬龟,833,,3,85,57,1014,true,true
834,drednaw,暴噬龟,834,,10,1155,170,1015,true,true
835,yamper,来电汪,835,,3,135,54,1016,true,true
836,boltund,逐电犬,836,,10,340,172,1017,true,true
837,rolycoly,小炭仔,837,,3,120,48,1018,true,true
838,carkol,大炭车,838,,11,780,144,1019,true,true
839,coalossal,巨炭山,839,,28,3105,255,1020,true,true
840,applin,啃果虫,840,,2,5,52,1021,true,true
841,flapple,苹裹龙,841,,3,10,170,1022,true,true
842,appletun,丰蜜龙,842,,4,130,170,1023,true,true
843,silicobra,沙包蛇,843,,22,76,63,1024,true,true
844,sandaconda,沙螺蟒,844,,38,655,179,1025,true,true
845,cramorant,古月鸟,845,,8,180,166,1026,true,true
846,arrokuda,刺梭鱼,846,,5,10,56,1029,true,true
847,barraskewda,戽斗尖梭,847,,13,300,172,1030,true,true
848,toxel,电音婴,848,,4,110,48,1031,true,true
849,toxtricity-amped,颤弦蝾螈,849,,16,400,176,1032,true,true
850,sizzlipede,烧火蚣,850,,7,10,61,1034,true,true
851,centiskorch,焚焰蚣,851,,30,1200,184,1035,true,true
852,clobbopus,拳拳蛸,852,,6,40,62,1036,true,true
853,grapploct,八爪武师,853,,16,390,168,1037,true,true
854,sinistea,来悲茶,854,,1,2,62,1038,true,true
855,polteageist,怖思壶,855,,2,4,178,1039,true,true
856,hatenna,迷布莉姆,856,,4,34,53,1040,true,true
857,hattrem,提布莉姆,857,,6,48,130,1041,true,true
858,hatterene,布莉姆温,858,,21,51,255,1042,true,true
859,impidimp,捣蛋小妖,859,,4,55,53,1043,true,true
860,morgrem,诈唬魔,860,,8,125,130,1044,true,true
861,grimmsnarl,长毛巨魔,861,,15,610,255,1045,true,true
862,obstagoon,堵拦熊,862,,16,460,260,1046,true,true
863,perrserker,喵头目,863,,8,280,154,1047,true,true
864,cursola,魔灵珊瑚,864,,10,4,179,1048,true,true
865,sirfetchd,葱游兵,865,,8,1170,177,1049,true,true
866,mr-rime,踏冰人偶,866,,15,582,182,1050,true,true
867,runerigus,迭失板,867,,16,666,169,1051,true,true
868,milcery,小仙奶,868,,2,3,54,1052,true,true
869,alcremie,霜奶仙,869,,3,5,173,1053,true,true
870,falinks,列阵兵,870,,30,620,165,1054,true,true
871,pincurchin,啪嚓海胆,871,,3,10,152,1055,true,true
872,snom,雪吞虫,872,,3,38,37,1056,true,true
873,frosmoth,雪绒蛾,873,,13,420,166,1057,true,true
874,stonjourner,巨石丁,874,,25,5200,165,1058,true,true
875,eiscue-ice,冰砌鹅,875,,14,890,165,1059,true,true
876,indeedee-male,爱管侍,876,,9,280,166,1061,true,true
877,morpeko-full-belly,莫鲁贝可,877,,3,30,153,1063,true,true
878,cufant,铜象,878,,12,1000,66,1065,true,true
879,copperajah,大王铜象,879,,30,6500,175,1066,true,true
880,dracozolt,雷鸟龙,880,,18,1900,177,1067,true,true
881,arctozolt,雷鸟海兽,881,,23,1500,177,1068,true,true
882,dracovish,鳃鱼龙,882,,23,2150,177,1069,true,true
883,arctovish,鳃鱼海兽,883,,20,1750,177,1070,true,true
884,duraludon,铝钢龙,884,,18,400,187,1071,true,true
885,dreepy,多龙梅西亚,885,,5,20,54,1072,true,true
886,drakloak,多龙奇,886,,14,110,144,1073,true,true
887,dragapult,多龙巴鲁托,887,,30,500,300,1074,true,true
888,zacian,苍响,888,,28,1100,335,1075,true,true
889,zamazenta,藏玛然特,889,,29,2100,335,1077,true,true
890,eternatus,无极汰那,890,,200,9500,345,1079,true,true
891,kubfu,熊徒弟,891,,6,120,77,1081,true,true
892,urshifu-single-strike,武道熊师,892,,19,1050,275,1082,true,true
893,zarude,萨戮德,893,,18,700,300,1084,true,true
894,regieleki,雷吉艾勒奇,894,,12,1450,290,1086,true,true
895,regidrago,雷吉铎拉戈,895,,21,2000,290,1087,true,true
896,glastrier,雪暴马,896,,22,8000,290,1088,true,true
897,spectrier,灵幽马,897,,20,445,290,1089,true,true
898,calyrex,蕾冠王,898,,11,77,250,1090,true,true
899,wyrdeer,诡角鹿,899,,18,951,263,-1,true,true
900,kleavor,劈斧螳螂,900,,18,890,175,-1,true,true
901,ursaluna,月月熊,901,,24,2900,275,-1,true,true
902,basculegion-male,幽尾玄鱼,902,,30,1100,265,-1,true,true
903,sneasler,大狃拉,903,,13,430,102,-1,true,true
904,overqwil,万针鱼,904,,25,605,179,-1,true,true
905,enamorus-incarnate,眷恋云,905,,16,480,116,-1,true,true
906,sprigatito,新叶喵,906,,4,41,62,906,true,true
907,floragato,蒂蕾喵,907,,9,122,144,907,true,true
908,meowscarada,魔幻假面喵,908,,15,312,265,908,true,true
909,fuecoco,呆火鳄,909,,4,98,62,909,true,true
910,crocalor,炙烫鳄,910,,10,307,144,910,true,true
911,skeledirge,骨纹巨声鳄,911,,16,3265,265,911,true,true
912,quaxly,润水鸭,912,,5,61,62,912,true,true
913,quaxwell,涌跃鸭,913,,12,215,144,913,true,true
914,quaquaval,狂欢浪舞鸭,914,,18,619,265,914,true,true
915,lechonk,爱吃豚,915,,5,102,51,915,true,true
916,oinkologne-male,飘香豚,916,,10,1200,171,916,true,true
917,tarountula,团珠蛛,917,,3,40,42,918,true,true
918,spidops,操陷蛛,918,,10,165,141,919,true,true
919,nymble,豆蟋蟀,919,,2,10,42,920,true,true
920,lokix,烈腿蝗,920,,10,175,158,921,true,true
921,pawmi,布拨,921,,3,25,48,954,true,true
922,pawmo,布土拨,922,,4,65,123,955,true,true
923,pawmot,巴布土拨,923,,9,410,245,956,true,true
924,tandemaus,一对鼠,924,,3,18,61,945,true,true
925,maushold-family-of-four,一家鼠,925,,3,28,165,946,true,true
926,fidough,狗仔包,926,,3,109,62,970,true,true
927,dachsbun,麻花犬,927,,5,149,167,971,true,true
928,smoliv,迷你芙,928,,3,65,52,935,true,true
929,dolliv,奥利纽,929,,6,119,124,936,true,true
930,arboliva,奥利瓦,930,,14,482,255,937,true,true
931,squawkabilly-green-plumage,怒鹦哥,931,,6,24,146,960,true,true
932,nacli,盐石宝,932,,4,160,56,963,true,true
933,naclstack,盐石垒,933,,6,1050,124,964,true,true
934,garganacl,盐石巨灵,934,,23,2400,250,965,true,true
935,charcadet,炭小侍,935,,6,105,51,1003,true,true
936,armarouge,红莲铠骑,936,,15,850,263,1004,true,true
937,ceruledge,苍炎刃鬼,937,,16,620,263,1005,true,true
938,tadbulb,光蚪仔,938,,3,4,54,940,true,true
939,bellibolt,电肚蛙,939,,12,1130,173,941,true,true
940,wattrel,电海燕,940,,4,36,56,957,true,true
941,kilowattrel,大电海燕,941,,14,386,172,958,true,true
942,maschiff,偶叫獒,942,,5,160,68,972,true,true
943,mabosstiff,獒教父,943,,11,610,177,973,true,true
944,shroodle,滋汁鼹,944,,2,7,58,968,true,true
945,grafaiai,涂标客,945,,7,272,170,969,true,true
946,bramblin,纳噬草,946,,6,6,55,974,true,true
947,brambleghast,怖纳噬草,947,,12,60,168,975,true,true
948,toedscool,原野水母,948,,9,330,67,1006,true,true
949,toedscruel,陆地水母,949,,19,580,180,1007,true,true
950,klawf,毛崖蟹,950,,13,790,158,962,true,true
951,capsakid,热辣娃,951,,3,30,61,938,true,true
952,scovillain,狠辣椒,952,,9,150,170,939,true,true
953,rellor,虫滚泥,953,,2,10,54,922,true,true
954,rabsca,虫甲圣,954,,3,35,165,923,true,true
955,flittle,飘飘雏,955,,2,15,51,926,true,true
956,espathra,超能艳鸵,956,,19,900,168,927,true,true
957,tinkatink,小锻匠,957,,4,89,59,1000,true,true
