id,creature_id,stat_id,base_value,effort
1361,227,5,70,0
1362,227,6,70,0
1363,228,1,45,0
1364,228,2,60,0
1365,228,3,30,0
1366,228,4,80,1
1367,228,5,50,0
1368,228,6,65,0
1369,229,1,75,0
1370,229,2,90,0
1371,229,3,50,0
1372,229,4,110,2
1373,229,5,80,0
1374,229,6,95,0
1375,230,1,75,0
1376,230,2,95,1
1377,230,3,95,0
1378,230,4,95,1
1379,230,5,95,1
1380,230,6,85,0
1381,231,1,90,1
1382,231,2,60,0
1383,231,3,60,0
1384,231,4,40,0
1385,231,5,40,0
1386,231,6,40,0
1387,232,1,90,0
1388,232,2,120,1
1389,232,3,120,1
1390,232,4,60,0
1391,232,5,60,0
1392,232,6,50,0
1393,233,1,85,0
1394,233,2,80,0
1395,233,3,90,0
1396,233,4,105,2
1397,233,5,95,0
1398,233,6,60,0
1399,234,1,73,0
1400,234,2,95,1
1401,234,3,62,0
1402,234,4,85,0
1403,234,5,65,0
1404,234,6,85,0
1405,235,1,55,0
1406,235,2,20,0
1407,235,3,35,0
1408,235,4,20,0
1409,235,5,45,0
1410,235,6,75,1
1411,236,1,35,0
1412,236,2,35,1
1413,236,3,35,0
1414,236,4,35,0
1415,236,5,35,0
1416,236,6,35,0
1417,237,1,50,0
1418,237,2,95,0
1419,237,3,95,0
1420,237,4,35,0
1421,237,5,110,2
1422,237,6,70,0
1423,238,1,45,0
1424,238,2,30,0
1425,238,3,15,0
1426,238,4,85,1
1427,238,5,65,0
1428,238,6,65,0
1429,239,1,45,0
1430,239,2,63,0
1431,239,3,37,0
1432,239,4,65,0
1433,239,5,55,0
1434,239,6,95,1
1435,240,1,45,0
1436,240,2,75,0
1437,240,3,37,0
1438,240,4,70,0
1439,240,5,55,0
1440,240,6,83,1
1441,241,1,95,0
1442,241,2,80,0
1443,241,3,105,2
1444,241,4,40,0
1445,241,5,70,0
1446,241,6,100,0
1447,242,1,255,3
1448,242,2,10,0
1449,242,3,10,0
1450,242,4,75,0
1451,242,5,135,0
1452,242,6,55,0
1453,243,1,90,0
1454,243,2,85,0
1455,243,3,75,0
1456,243,4,115,1
1457,243,5,100,0
1458,243,6,115,2
1459,244,1,115,1
1460,244,2,115,2
1461,244,3,85,0
1462,244,4,90,0
1463,244,5,75,0
1464,244,6,100,0
1465,245,1,100,0
1466,245,2,75,0
1467,245,3,115,1
1468,245,4,90,0
1469,245,5,115,2
1470,245,6,85,0
1471,246,1,50,0
1472,246,2,64,1
1473,246,3,50,0
1474,246,4,45,0
1475,246,5,50,0
1476,246,6,41,0
1477,247,1,70,0
1478,247,2,84,2
1479,247,3,70,0
1480,247,4,65,0
1481,247,5,70,0
1482,247,6,51,0
1483,248,1,100,0
1484,248,2,134,3
1485,248,3,110,0
1486,248,4,95,0
1487,248,5,100,0
1488,248,6,61,0
1489,249,1,106,0
1490,249,2,90,0
1491,249,3,130,0
1492,249,4,90,0
1493,249,5,154,3
1494,249,6,110,0
1495,250,1,106,0
1496,250,2,130,0
1497,250,3,90,0
1498,250,4,110,0
1499,250,5,154,3
1500,250,6,90,0
1501,251,1,100,3
1502,251,2,100,0
1503,251,3,100,0
1504,251,4,100,0
1505,251,5,100,0
1506,251,6,100,0
1507,252,1,40,0
1508,252,2,45,0
1509,252,3,35,0
1510,252,4,65,0
1511,252,5,55,0
1512,252,6,70,1
1513,253,1,50,0
1514,253,2,65,0
1515,253,3,45,0
1516,253,4,85,0
1517,253,5,65,0
1518,253,6,95,2
1519,254,1,70,0
1520,254,2,85,0
1521,254,3,65,0
1522,254,4,105,0
1523,254,5,85,0
1524,254,6,120,3
1525,255,1,45,0
1526,255,2,60,0
1527,255,3,40,0
1528,255,4,70,1
1529,255,5,50,0
1530,255,6,45,0
1531,256,1,60,0
1532,256,2,85,1
1533,256,3,60,0
1534,256,4,85,1
1535,256,5,60,0
1536,256,6,55,0
1537,257,1,80,0
1538,257,2,120,3
1539,257,3,70,0
1540,257,4,110,0
1541,257,5,70,0
1542,257,6,80,0
1543,258,1,50,0
1544,258,2,70,1
1545,258,3,50,0
1546,258,4,50,0
1547,258,5,50,0
1548,258,6,40,0
1549,259,1,70,0
1550,259,2,85,2
1551,259,3,70,0
1552,259,4,60,0
1553,259,5,70,0
1554,259,6,50,0
1555,260,1,100,0
1556,260,2,110,3
1557,260,3,90,0
1558,260,4,85,0
1559,260,5,90,0
1560,260,6,60,0
1561,261,1,35,0
1562,261,2,55,1
1563,261,3,35,0
1564,261,4,30,0
1565,261,5,30,0
1566,261,6,35,0
1567,262,1,70,0
1568,262,2,90,2
1569,262,3,70,0
1570,262,4,60,0
1571,262,5,60,0
1572,262,6,70,0
1573,263,1,38,0
1574,263,2,30,0
1575,263,3,41,0
1576,263,4,30,0
1577,263,5,41,0
1578,263,6,60,1
1579,264,1,78,0
1580,264,2,70,0
1581,264,3,61,0
1582,264,4,50,0
1583,264,5,61,0
1584,264,6,100,2
1585,265,1,45,1
1586,265,2,45,0
1587,265,3,35,0
1588,265,4,20,0
1589,265,5,30,0
1590,265,6,20,0
1591,266,1,50,0
1592,266,2,35,0
1593,266,3,55,2
1594,266,4,25,0
1595,266,5,25,0
1596,266,6,15,0
1597,267,1,60,0
1598,267,2,70,0
1599,267,3,50,0
1600,267,4,100,3
1601,267,5,50,0
1602,267,6,65,0
1603,268,1,50,0
1604,268,2,35,0
1605,268,3,55,2
1606,268,4,25,0
1607,268,5,25,0
1608,268,6,15,0
1609,269,1,60,0
1610,269,2,50,0
1611,269,3,70,0
1612,269,4,50,0
1613,269,5,90,3
1614,269,6,65,0
1615,270,1,40,0
1616,270,2,30,0
1617,270,3,30,0
1618,270,4,40,0
1619,270,5,50,1
1620,270,6,30,0
1621,271,1,60,0
1622,271,2,50,0
1623,271,3,50,0
1624,271,4,60,0
1625,271,5,70,2
1626,271,6,50,0
1627,272,1,80,0
1628,272,2,70,0
1629,272,3,70,0
1630,272,4,90,0
1631,272,5,100,3
1632,272,6,70,0
1633,273,1,40,0
1634,273,2,40,0
1635,273,3,50,1
1636,273,4,30,0
1637,273,5,30,0
1638,273,6,30,0
1639,274,1,70,0
1640,274,2,70,2
1641,274,3,40,0
1642,274,4,60,0
1643,274,5,40,0
1644,274,6,60,0
1645,275,1,90,0
1646,275,2,100,3
1647,275,3,60,0
1648,275,4,90,0
1649,275,5,60,0
1650,275,6,80,0
1651,276,1,40,0
1652,276,2,55,0
1653,276,3,30,0
1654,276,4,30,0
1655,276,5,30,0
1656,276,6,85,1
1657,277,1,60,0
1658,277,2,85,0
1659,277,3,60,0
1660,277,4,75,0
1661,277,5,50,0
1662,277,6,125,2
1663,278,1,40,0
1664,278,2,30,0
1665,278,3,30,0
1666,278,4,55,0
1667,278,5,30,0
1668,278,6,85,1
1669,279,1,60,0
1670,279,2,50,0
1671,279,3,100,2
1672,279,4,95,0
1673,279,5,70,0
1674,279,6,65,0
1675,280,1,28,0
1676,280,2,25,0
1677,280,3,25,0
1678,280,4,45,1
1679,280,5,35,0
1680,280,6,40,0
1681,281,1,38,0
1682,281,2,35,0
1683,281,3,35,0
1684,281,4,65,2
1685,281,5,55,0
1686,281,6,50,0
1687,282,1,68,0
1688,282,2,65,0
1689,282,3,65,0
1690,282,4,125,3
1691,282,5,115,0
1692,282,6,80,0
1693,283,1,40,0
1694,283,2,30,0
1695,283,3,32,0
1696,283,4,50,0
1697,283,5,52,0
1698,283,6,65,1
1699,284,1,70,0
1700,284,2,60,0
1701,284,3,62,0
1702,284,4,100,1
1703,284,5,82,1
1704,284,6,80,0
1705,285,1,60,1
1706,285,2,40,0
1707,285,3,60,0
1708,285,4,40,0
1709,285,5,60,0
1710,285,6,35,0
1711,286,1,60,0
1712,286,2,130,2
1713,286,3,80,0
1714,286,4,60,0
1715,286,5,60,0
1716,286,6,70,0
1717,287,1,60,1
1718,287,2,60,0
1719,287,3,60,0
1720,287,4,35,0
1721,287,5,35,0
1722,287,6,30,0
1723,288,1,80,0
1724,288,2,80,0
1725,288,3,80,0
1726,288,4,55,0
1727,288,5,55,0
1728,288,6,90,2
1729,289,1,150,3
1730,289,2,160,0
1731,289,3,100,0
1732,289,4,95,0
1733,289,5,65,0
1734,289,6,100,0
1735,290,1,31,0
1736,290,2,45,0
1737,290,3,90,1
1738,290,4,30,0
1739,290,5,30,0
1740,290,6,40,0
1741,291,1,61,0
1742,291,2,90,0
1743,291,3,45,0
1744,291,4,50,0
1745,291,5,50,0
1746,291,6,160,2
1747,292,1,1,2
1748,292,2,90,0
1749,292,3,45,0
1750,292,4,30,0
1751,292,5,30,0
1752,292,6,40,0
1753,293,1,64,1
1754,293,2,51,0
1755,293,3,23,0
1756,293,4,51,0
1757,293,5,23,0
1758,293,6,28,0
1759,294,1,84,2
1760,294,2,71,0
1761,294,3,43,0
1762,294,4,71,0
1763,294,5,43,0
1764,294,6,48,0
1765,295,1,104,3
1766,295,2,91,0
1767,295,3,63,0
1768,295,4,91,0
1769,295,5,73,0
1770,295,6,68,0
1771,296,1,72,1
1772,296,2,60,0
1773,296,3,30,0
1774,296,4,20,0
1775,296,5,30,0
1776,296,6,25,0
1777,297,1,144,2
1778,297,2,120,0
1779,297,3,60,0
1780,297,4,40,0
1781,297,5,60,0
1782,297,6,50,0
1783,298,1,50,1
1784,298,2,20,0
1785,298,3,40,0
1786,298,4,20,0
1787,298,5,40,0
1788,298,6,20,0
1789,299,1,30,0
1790,299,2,45,0
1791,299,3,135,1
1792,299,4,45,0
1793,299,5,90,0
1794,299,6,30,0
1795,300,1,50,0
1796,300,2,45,0
1797,300,3,45,0
1798,300,4,35,0
1799,300,5,35,0
1800,300,6,50,1
1801,301,1,70,1
1802,301,2,65,0
1803,301,3,65,0
1804,301,4,55,0
1805,301,5,55,0
1806,301,6,90,1
1807,302,1,50,0
1808,302,2,75,1
1809,302,3,75,1
1810,302,4,65,0
1811,302,5,65,0
1812,302,6,50,0
1813,303,1,50,0
1814,303,2,85,1
1815,303,3,85,1
1816,303,4,55,0
1817,303,5,55,0
1818,303,6,50,0
1819,304,1,50,0
1820,304,2,70,0
1821,304,3,100,1
1822,304,4,40,0
1823,304,5,40,0
1824,304,6,30,0
1825,305,1,60,0
1826,305,2,90,0
1827,305,3,140,2
1828,305,4,50,0
1829,305,5,50,0
1830,305,6,40,0
1831,306,1,70,0
1832,306,2,110,0
1833,306,3,180,3
1834,306,4,60,0
1835,306,5,60,0
1836,306,6,50,0
1837,307,1,30,0
1838,307,2,40,0
1839,307,3,55,0
1840,307,4,40,0
1841,307,5,55,0
1842,307,6,60,1
1843,308,1,60,0
1844,308,2,60,0
1845,308,3,75,0
1846,308,4,60,0
1847,308,5,75,0
1848,308,6,80,2
1849,309,1,40,0
1850,309,2,45,0
1851,309,3,40,0
1852,309,4,65,0
1853,309,5,40,0
1854,309,6,65,1
1855,310,1,70,0
1856,310,2,75,0
1857,310,3,60,0
1858,310,4,105,0
1859,310,5,60,0
1860,310,6,105,2
1861,311,1,60,0
1862,311,2,50,0
1863,311,3,40,0
1864,311,4,85,0
1865,311,5,75,0
1866,311,6,95,1
1867,312,1,60,0
1868,312,2,40,0
1869,312,3,50,0
1870,312,4,75,0
1871,312,5,85,0
1872,312,6,95,1
1873,313,1,65,0
1874,313,2,73,0
1875,313,3,75,0
1876,313,4,47,0
1877,313,5,85,0
1878,313,6,85,1
1879,314,1,65,0
1880,314,2,47,0
1881,314,3,75,0
1882,314,4,73,0
1883,314,5,85,0
1884,314,6,85,1
1885,315,1,50,0
1886,315,2,60,0
1887,315,3,45,0
1888,315,4,100,2
1889,315,5,80,0
1890,315,6,65,0
1891,316,1,70,1
1892,316,2,43,0
1893,316,3,53,0
1894,316,4,43,0
1895,316,5,53,0
1896,316,6,40,0
1897,317,1,100,2
1898,317,2,73,0
1899,317,3,83,0
1900,317,4,73,0
1901,317,5,83,0
1902,317,6,55,0
1903,318,1,45,0
1904,318,2,90,1
1905,318,3,20,0
1906,318,4,65,0
1907,318,5,20,0
1908,318,6,65,0
1909,319,1,70,0
1910,319,2,120,2
1911,319,3,40,0
1912,319,4,95,0
1913,319,5,40,0
1914,319,6,95,0
1915,320,1,130,1
1916,320,2,70,0
1917,320,3,35,0
1918,320,4,70,0
1919,320,5,35,0
1920,320,6,60,0
1921,321,1,170,2
1922,321,2,90,0
1923,321,3,45,0
1924,321,4,90,0
1925,321,5,45,0
1926,321,6,60,0
1927,322,1,60,0
1928,322,2,60,0
1929,322,3,40,0
1930,322,4,65,1
1931,322,5,45,0
1932,322,6,35,0
1933,323,1,70,0
1934,323,2,100,1
1935,323,3,70,0
1936,323,4,105,1
1937,323,5,75,0
1938,323,6,40,0
1939,324,1,70,0
1940,324,2,85,0
1941,324,3,140,2
1942,324,4,85,0
1943,324,5,70,0
1944,324,6,20,0
1945,325,1,60,0
1946,325,2,25,0
1947,325,3,35,0
1948,325,4,70,0
1949,325,5,80,1
1950,325,6,60,0
1951,326,1,80,0
1952,326,2,45,0
1953,326,3,65,0
1954,326,4,90,0
1955,326,5,110,2
1956,326,6,80,0
1957,327,1,60,0
1958,327,2,60,0
1959,327,3,60,0
1960,327,4,60,1
1961,327,5,60,0
1962,327,6,60,0
1963,328,1,45,0
1964,328,2,100,1
1965,328,3,45,0
1966,328,4,45,0
1967,328,5,45,0
1968,328,6,10,0
1969,329,1,50,0
1970,329,2,70,1
1971,329,3,50,0
1972,329,4,50,0
1973,329,5,50,0
1974,329,6,70,1
1975,330,1,80,0
1976,330,2,100,1
1977,330,3,80,0
1978,330,4,80,0
1979,330,5,80,0
1980,330,6,100,2
1981,331,1,50,0
1982,331,2,85,0
1983,331,3,40,0
1984,331,4,85,1
1985,331,5,40,0
1986,331,6,35,0
1987,332,1,70,0
1988,332,2,115,1
1989,332,3,60,0
1990,332,4,115,1
1991,332,5,60,0
1992,332,6,55,0
1993,333,1,45,0
1994,333,2,40,0
1995,333,3,60,0
1996,333,4,40,0
1997,333,5,75,1
1998,333,6,50,0
1999,334,1,75,0
2000,334,2,70,0
2001,334,3,90,0
2002,334,4,70,0
2003,334,5,105,2
2004,334,6,80,0
2005,335,1,73,0
2006,335,2,115,2
2007,335,3,60,0
2008,335,4,60,0
2009,335,5,60,0
2010,335,6,90,0
2011,336,1,73,0
2012,336,2,100,1
2013,336,3,60,0
2014,336,4,100,1
2015,336,5,60,0
2016,336,6,65,0
2017,337,1,90,0
2018,337,2,55,0
2019,337,3,65,0
2020,337,4,95,2
2021,337,5,85,0
2022,337,6,70,0
2023,338,1,90,0
2024,338,2,95,2
2025,338,3,85,0
2026,338,4,55,0
2027,338,5,65,0
2028,338,6,70,0
2029,339,1,50,1
2030,339,2,48,0
2031,339,3,43,0
2032,339,4,46,0
2033,339,5,41,0
2034,339,6,60,0
2035,340,1,110,2
2036,340,2,78,0
2037,340,3,73,0
2038,340,4,76,0
2039,340,5,71,0
2040,340,6,60,0
2041,341,1,43,0
2042,341,2,80,1
2043,341,3,65,0
2044,341,4,50,0
2045,341,5,35,0
2046,341,6,35,0
2047,342,1,63,0
2048,342,2,120,2
2049,342,3,85,0
2050,342,4,90,0
2051,342,5,55,0
2052,342,6,55,0
2053,343,1,40,0
2054,343,2,40,0
2055,343,3,55,0
2056,343,4,40,0
2057,343,5,70,1
2058,343,6,55,0
2059,344,1,60,0
2060,344,2,70,0
2061,344,3,105,0
2062,344,4,70,0
2063,344,5,120,2
2064,344,6,75,0
2065,345,1,66,0
2066,345,2,41,0
2067,345,3,77,0
2068,345,4,61,0
2069,345,5,87,1
2070,345,6,23,0
2071,346,1,86,0
2072,346,2,81,0
2073,346,3,97,0
2074,346,4,81,0
2075,346,5,107,2
2076,346,6,43,0
2077,347,1,45,0
2078,347,2,95,1
2079,347,3,50,0
2080,347,4,40,0
2081,347,5,50,0
2082,347,6,75,0
2083,348,1,75,0
2084,348,2,125,2
2085,348,3,100,0
2086,348,4,70,0
2087,348,5,80,0
2088,348,6,45,0
2089,349,1,20,0
2090,349,2,15,0
2091,349,3,20,0
2092,349,4,10,0
2093,349,5,55,0
2094,349,6,80,1
2095,350,1,95,0
2096,350,2,60,0
2097,350,3,79,0
2098,350,4,100,0
2099,350,5,125,2
2100,350,6,81,0
2101,351,1,70,1
2102,351,2,70,0
2103,351,3,70,0
2104,351,4,70,0
2105,351,5,70,0
2106,351,6,70,0
2107,352,1,60,0
2108,352,2,90,0
2109,352,3,70,0
2110,352,4,60,0
2111,352,5,120,1
2112,352,6,40,0
2113,353,1,44,0
2114,353,2,75,1
2115,353,3,35,0
2116,353,4,63,0
2117,353,5,33,0
2118,353,6,45,0
2119,354,1,64,0
2120,354,2,115,2
2121,354,3,65,0
2122,354,4,83,0
2123,354,5,63,0
2124,354,6,65,0
2125,355,1,20,0
2126,355,2,40,0
2127,355,3,90,0
2128,355,4,30,0
2129,355,5,90,1
2130,355,6,25,0
2131,356,1,40,0
2132,356,2,70,0
2133,356,3,130,1
2134,356,4,60,0
2135,356,5,130,1
2136,356,6,25,0
2137,357,1,99,2
2138,357,2,68,0
2139,357,3,83,0
2140,357,4,72,0
2141,357,5,87,0
2142,357,6,51,0
2143,358,1,75,0
2144,358,2,50,0
2145,358,3,80,0
2146,358,4,95,1
2147,358,5,90,1
2148,358,6,65,0
2149,359,1,65,0
2150,359,2,130,2
2151,359,3,60,0
2152,359,4,75,0
2153,359,5,60,0
2154,359,6,75,0
2155,360,1,95,1
2156,360,2,23,0
2157,360,3,48,0
2158,360,4,23,0
2159,360,5,48,0
2160,360,6,23,0
2161,361,1,50,1
2162,361,2,50,0
2163,361,3,50,0
2164,361,4,50,0
2165,361,5,50,0
2166,361,6,50,0
2167,362,1,80,2
2168,362,2,80,0
2169,362,3,80,0
2170,362,4,80,0
2171,362,5,80,0
2172,362,6,80,0
2173,363,1,70,1
2174,363,2,40,0
2175,363,3,50,0
2176,363,4,55,0
2177,363,5,50,0
2178,363,6,25,0
2179,364,1,90,2
2180,364,2,60,0
2181,364,3,70,0
2182,364,4,75,0
2183,364,5,70,0
2184,364,6,45,0
2185,365,1,110,3
2186,365,2,80,0
2187,365,3,90,0
2188,365,4,95,0
2189,365,5,90,0
2190,365,6,65,0
2191,366,1,35,0
2192,366,2,64,0
2193,366,3,85,1
2194,366,4,74,0
2195,366,5,55,0
2196,366,6,32,0
2197,367,1,55,0
2198,367,2,104,1
2199,367,3,105,1
2200,367,4,94,0
2201,367,5,75,0
2202,367,6,52,0
2203,368,1,55,0
2204,368,2,84,0
2205,368,3,105,0
2206,368,4,114,2
2207,368,5,75,0
2208,368,6,52,0
2209,369,1,100,1
2210,369,2,90,0
2211,369,3,130,1
2212,369,4,45,0
2213,369,5,65,0
2214,369,6,55,0
2215,370,1,43,0
2216,370,2,30,0
2217,370,3,55,0
2218,370,4,40,0
2219,370,5,65,0
2220,370,6,97,1
2221,371,1,45,0
2222,371,2,75,1
2223,371,3,60,0
2224,371,4,40,0
2225,371,5,30,0
2226,371,6,50,0
2227,372,1,65,0
2228,372,2,95,0
2229,372,3,100,2
2230,372,4,60,0
2231,372,5,50,0
2232,372,6,50,0
2233,373,1,95,0
2234,373,2,135,3
2235,373,3,80,0
2236,373,4,110,0
2237,373,5,80,0
2238,373,6,100,0
2239,374,1,40,0
2240,374,2,55,0
2241,374,3,80,1
2242,374,4,35,0
2243,374,5,60,0
2244,374,6,30,0
2245,375,1,60,0
2246,375,2,75,0
2247,375,3,100,2
2248,375,4,55,0
2249,375,5,80,0
2250,375,6,50,0
2251,376,1,80,0
2252,376,2,135,0
2253,376,3,130,3
2254,376,4,95,0
2255,376,5,90,0
2256,376,6,70,0
2257,377,1,80,0
2258,377,2,100,0
2259,377,3,200,3
2260,377,4,50,0
2261,377,5,100,0
2262,377,6,50,0
2263,378,1,80,0
2264,378,2,50,0
2265,378,3,100,0
2266,378,4,100,0
2267,378,5,200,3
2268,378,6,50,0
2269,379,1,80,0
2270,379,2,75,0
2271,379,3,150,2
2272,379,4,75,0
2273,379,5,150,1
2274,379,6,50,0
2275,380,1,80,0
2276,380,2,80,0
2277,380,3,90,0
2278,380,4,110,0
2279,380,5,130,3
2280,380,6,110,0
2281,381,1,80,0
2282,381,2,90,0
2283,381,3,80,0
2284,381,4,130,3
2285,381,5,110,0
2286,381,6,110,0
2287,382,1,100,0
2288,382,2,100,0
2289,382,3,90,0
2290,382,4,150,3
2291,382,5,140,0
2292,382,6,90,0
2293,383,1,100,0
2294,383,2,150,3
2295,383,3,140,0
2296,383,4,100,0
2297,383,5,90,0
2298,383,6,90,0
2299,384,1,105,0
2300,384,2,150,2
2301,384,3,90,0
2302,384,4,150,1
2303,384,5,90,0
2304,384,6,95,0
2305,385,1,100,3
2306,385,2,100,0
2307,385,3,100,0
2308,385,4,100,0
2309,385,5,100,0
2310,385,6,100,0
2311,386,1,50,0
2312,386,2,150,1
2313,386,3,50,0
2314,386,4,150,1
2315,386,5,50,0
2316,386,6,150,1
2317,387,1,55,0
2318,387,2,68,1
2319,387,3,64,0
2320,387,4,45,0
2321,387,5,55,0
2322,387,6,31,0
2323,388,1,75,0
2324,388,2,89,1
2325,388,3,85,1
2326,388,4,55,0
2327,388,5,65,0
2328,388,6,36,0
2329,389,1,95,0
2330,389,2,109,2
2331,389,3,105,1
2332,389,4,75,0
2333,389,5,85,0
2334,389,6,56,0
2335,390,1,44,0
2336,390,2,58,0
2337,390,3,44,0
2338,390,4,58,0
2339,390,5,44,0
2340,390,6,61,1
2341,391,1,64,0
2342,391,2,78,0
2343,391,3,52,0
2344,391,4,78,1
2345,391,5,52,0
2346,391,6,81,1
2347,392,1,76,0
2348,392,2,104,1
2349,392,3,71,0
2350,392,4,104,1
2351,392,5,71,0
2352,392,6,108,1
2353,393,1,53,0
2354,393,2,51,0
2355,393,3,53,0
2356,393,4,61,1
2357,393,5,56,0
2358,393,6,40,0
2359,394,1,64,0
2360,394,2,66,0
2361,394,3,68,0
2362,394,4,81,2
2363,394,5,76,0
2364,394,6,50,0
2365,395,1,84,0
2366,395,2,86,0
2367,395,3,88,0
2368,395,4,111,3
2369,395,5,101,0
2370,395,6,60,0
2371,396,1,40,0
2372,396,2,55,0
2373,396,3,30,0
2374,396,4,30,0
2375,396,5,30,0
2376,396,6,60,1
2377,397,1,55,0
2378,397,2,75,0
2379,397,3,50,0
2380,397,4,40,0
2381,397,5,40,0
2382,397,6,80,2
2383,398,1,85,0
2384,398,2,120,3
2385,398,3,70,0
2386,398,4,50,0
2387,398,5,60,0
2388,398,6,100,0
2389,399,1,59,1
2390,399,2,45,0
2391,399,3,40,0
2392,399,4,35,0
2393,399,5,40,0
2394,399,6,31,0
2395,400,1,79,0
2396,400,2,85,2
2397,400,3,60,0
2398,400,4,55,0
2399,400,5,60,0
2400,400,6,71,0
2401,401,1,37,0
2402,401,2,25,0
2403,401,3,41,1
2404,401,4,25,0
2405,401,5,41,0
2406,401,6,25,0
2407,402,1,77,0
2408,402,2,85,2
2409,402,3,51,0
2410,402,4,55,0
2411,402,5,51,0
2412,402,6,65,0
2413,403,1,45,0
2414,403,2,65,1
2415,403,3,34,0
2416,403,4,40,0
2417,403,5,34,0
2418,403,6,45,0
2419,404,1,60,0
2420,404,2,85,2
2421,404,3,49,0
2422,404,4,60,0
2423,404,5,49,0
2424,404,6,60,0
2425,405,1,80,0
2426,405,2,120,3
2427,405,3,79,0
2428,405,4,95,0
2429,405,5,79,0
2430,405,6,70,0
2431,406,1,40,0
2432,406,2,30,0
2433,406,3,35,0
2434,406,4,50,1
2435,406,5,70,0
2436,406,6,55,0
2437,407,1,60,0
2438,407,2,70,0
2439,407,3,65,0
2440,407,4,125,3
2441,407,5,105,0
2442,407,6,90,0
2443,408,1,67,0
2444,408,2,125,1
2445,408,3,40,0
2446,408,4,30,0
2447,408,5,30,0
2448,408,6,58,0
2449,409,1,97,0
2450,409,2,165,2
2451,409,3,60,0
2452,409,4,65,0
2453,409,5,50,0
2454,409,6,58,0
2455,410,1,30,0
2456,410,2,42,0
2457,410,3,118,1
2458,410,4,42,0
2459,410,5,88,0
2460,410,6,30,0
2461,411,1,60,0
2462,411,2,52,0
2463,411,3,168,2
2464,411,4,47,0
2465,411,5,138,0
2466,411,6,30,0
2467,412,1,40,0
2468,412,2,29,0
2469,412,3,45,0
2470,412,4,29,0
2471,412,5,45,1
2472,412,6,36,0
2473,413,1,60,0
2474,413,2,59,0
2475,413,3,85,0
2476,413,4,79,0
2477,413,5,105,2
2478,413,6,36,0
2479,414,1,70,0
2480,414,2,94,1
2481,414,3,50,0
2482,414,4,94,1
2483,414,5,50,0
2484,414,6,66,0
2485,415,1,30,0
2486,415,2,30,0
2487,415,3,42,0
2488,415,4,30,0
2489,415,5,42,0
2490,415,6,70,1
2491,416,1,70,0
2492,416,2,80,0
2493,416,3,102,1
2494,416,4,80,0
2495,416,5,102,1
2496,416,6,40,0
2497,417,1,60,0
2498,417,2,45,0
2499,417,3,70,0
2500,417,4,45,0
2501,417,5,90,0
2502,417,6,95,1
2503,418,1,55,0
2504,418,2,65,0
2505,418,3,35,0
2506,418,4,60,0
2507,418,5,30,0
2508,418,6,85,1
2509,419,1,85,0
2510,419,2,105,0
2511,419,3,55,0
2512,419,4,85,0
2513,419,5,50,0
2514,419,6,115,2
2515,420,1,45,0
2516,420,2,35,0
2517,420,3,45,0
2518,420,4,62,1
2519,420,5,53,0
2520,420,6,35,0
2521,421,1,70,0
2522,421,2,60,0
2523,421,3,70,0
2524,421,4,87,2
2525,421,5,78,0
2526,421,6,85,0
2527,422,1,76,1
2528,422,2,48,0
2529,422,3,48,0
2530,422,4,57,0
2531,422,5,62,0
2532,422,6,34,0
2533,423,1,111,2
2534,423,2,83,0
2535,423,3,68,0
2536,423,4,92,0
2537,423,5,82,0
2538,423,6,39,0
2539,424,1,75,0
2540,424,2,100,0
2541,424,3,66,0
2542,424,4,60,0
2543,424,5,66,0
2544,424,6,115,2
2545,425,1,90,1
2546,425,2,50,0
2547,425,3,34,0
2548,425,4,60,0
2549,425,5,44,0
2550,425,6,70,0
2551,426,1,150,2
2552,426,2,80,0
2553,426,3,44,0
2554,426,4,90,0
2555,426,5,54,0
2556,426,6,80,0
2557,427,1,55,0
2558,427,2,66,0
2559,427,3,44,0
2560,427,4,44,0
2561,427,5,56,0
2562,427,6,85,1
2563,428,1,65,0
2564,428,2,76,0
2565,428,3,84,0
2566,428,4,54,0
2567,428,5,96,0
2568,428,6,105,2
2569,429,1,60,0
2570,429,2,60,0
2571,429,3,60,0
2572,429,4,105,1
2573,429,5,105,1
2574,429,6,105,0
2575,430,1,100,0
2576,430,2,125,2
2577,430,3,52,0
2578,430,4,105,0
2579,430,5,52,0
2580,430,6,71,0
2581,431,1,49,0
2582,431,2,55,0
2583,431,3,42,0
2584,431,4,42,0
2585,431,5,37,0
2586,431,6,85,1
2587,432,1,71,0
2588,432,2,82,0
2589,432,3,64,0
2590,432,4,64,0
2591,432,5,59,0
2592,432,6,112,2
2593,433,1,45,0
2594,433,2,30,0
2595,433,3,50,0
2596,433,4,65,1
2597,433,5,50,0
2598,433,6,45,0
2599,434,1,63,0
2600,434,2,63,0
2601,434,3,47,0
2602,434,4,41,0
2603,434,5,41,0
2604,434,6,74,1
2605,435,1,103,2
2606,435,2,93,0
2607,435,3,67,0
2608,435,4,71,0
2609,435,5,61,0
2610,435,6,84,0
2611,436,1,57,0
2612,436,2,24,0
2613,436,3,86,1
2614,436,4,24,0
2615,436,5,86,0
2616,436,6,23,0
2617,437,1,67,0
2618,437,2,89,0
2619,437,3,116,1
2620,437,4,79,0
2621,437,5,116,1
2622,437,6,33,0
2623,438,1,50,0
2624,438,2,80,0
2625,438,3,95,1
2626,438,4,10,0
2627,438,5,45,0
2628,438,6,10,0
2629,439,1,20,0
2630,439,2,25,0
2631,439,3,45,0
