id,area_id,method_id,version_id,rate
1361,243,5,15,10
1362,243,5,16,10
1363,244,1,15,5
1364,244,1,16,5
1365,245,1,15,5
1366,245,1,16,5
1367,246,1,15,5
1368,246,1,16,5
1369,247,1,15,5
1370,247,1,16,5
1371,249,2,15,25
1372,249,2,16,25
1373,249,3,15,50
1374,249,3,16,50
1375,249,4,15,75
1376,249,4,16,75
1377,249,5,15,10
1378,249,5,16,10
1379,250,2,15,25
1380,250,2,16,25
1381,250,3,15,50
1382,250,3,16,50
1383,250,4,15,75
1384,250,4,16,75
1385,250,5,15,10
1386,250,5,16,10
1387,251,1,15,25
1388,251,1,16,25
1389,251,2,15,25
1390,251,2,16,25
1391,251,3,15,50
1392,251,3,16,50
1393,251,4,15,75
1394,251,4,16,75
1395,251,5,15,10
1396,251,5,16,10
1397,252,1,15,25
1398,252,1,16,25
1399,253,1,15,10
1400,253,1,16,10
1401,253,2,15,25
1402,253,2,16,25
1403,253,3,15,50
1404,253,3,16,50
1405,253,4,15,75
1406,253,4,16,75
1407,253,5,15,10
1408,253,5,16,10
1409,253,6,15,50
1410,253,6,16,50
1411,254,1,15,10
1412,254,1,16,10
1413,254,2,15,25
1414,254,2,16,25
1415,254,3,15,50
1416,254,3,16,50
1417,254,4,15,75
1418,254,4,16,75
1419,254,5,15,10
1420,254,5,16,10
1421,255,1,15,25
1422,255,1,16,25
1423,255,2,15,25
1424,255,2,16,25
1425,255,3,15,50
1426,255,3,16,50
1427,255,4,15,75
1428,255,4,16,75
1429,255,5,15,15
1430,255,5,16,15
1431,256,2,15,25
1432,256,2,16,25
1433,256,3,15,50
1434,256,3,16,50
1435,256,4,15,75
1436,256,4,16,75
1437,256,5,15,15
1438,256,5,16,15
1439,257,2,15,25
1440,257,2,16,25
1441,257,3,15,50
1442,257,3,16,50
1443,257,4,15,75
1444,257,4,16,75
1445,257,5,15,15
1446,257,5,16,15
1447,258,1,10,7
1448,258,1,11,7
1449,258,1,15,5
1450,258,1,16,5
1451,259,1,10,7
1452,259,1,11,7
1453,259,1,15,5
1454,259,1,16,5
1455,260,1,10,7
1456,260,1,11,7
1457,260,1,15,5
1458,260,1,16,5
1459,261,1,10,7
1460,261,1,11,7
1461,261,1,15,10
1462,261,1,16,10
1463,261,2,10,20
1464,261,2,11,20
1465,261,3,10,20
1466,261,3,11,20
1467,261,4,10,20
1468,261,4,11,20
1469,261,5,10,2
1470,261,5,11,2
1471,262,1,10,7
1472,262,1,11,7
1473,262,1,15,10
1474,262,1,16,10
1475,262,2,10,20
1476,262,2,11,20
1477,262,2,15,25
1478,262,2,16,25
1479,262,3,10,20
1480,262,3,11,20
1481,262,3,15,50
1482,262,3,16,50
1483,262,4,10,20
1484,262,4,11,20
1485,262,4,15,75
1486,262,4,16,75
1487,262,5,10,2
1488,262,5,11,2
1489,262,5,15,5
1490,262,5,16,5
1491,263,1,15,5
1492,263,1,16,5
1493,263,2,15,25
1494,263,2,16,25
1495,263,3,15,50
1496,263,3,16,50
1497,263,4,15,75
1498,263,4,16,75
1499,263,5,15,10
1500,263,5,16,10
1501,264,1,15,10
1502,264,1,16,10
1503,264,2,15,25
1504,264,2,16,25
1505,264,3,15,50
1506,264,3,16,50
1507,264,4,15,75
1508,264,4,16,75
1509,264,5,15,10
1510,264,5,16,10
1511,265,1,15,10
1512,265,1,16,10
1513,265,2,15,25
1514,265,2,16,25
1515,265,3,15,50
1516,265,3,16,50
1517,265,4,15,75
1518,265,4,16,75
1519,265,5,15,10
1520,265,5,16,10
1521,266,2,15,25
1522,266,2,16,25
1523,266,3,15,50
1524,266,3,16,50
1525,266,4,15,75
1526,266,4,16,75
1527,266,5,15,15
1528,266,5,16,15
1529,267,1,15,10
1530,267,1,16,10
1531,267,6,15,30
1532,267,6,16,30
1533,268,1,15,5
1534,268,1,16,5
1535,269,1,15,25
1536,269,1,16,25
1537,269,2,15,25
1538,269,2,16,25
1539,269,3,15,50
1540,269,3,16,50
1541,269,4,15,75
1542,269,4,16,75
1543,269,5,15,10
1544,269,5,16,10
1545,270,1,15,10
1546,270,1,16,10
1547,270,2,15,25
1548,270,2,16,25
1549,270,3,15,50
1550,270,3,16,50
1551,270,4,15,75
1552,270,4,16,75
1553,270,5,15,10
1554,270,5,16,10
1555,271,1,15,20
1556,271,1,16,20
1557,272,1,15,10
1558,272,1,16,10
1559,273,1,15,20
1560,273,1,16,20
1561,273,2,15,25
1562,273,2,16,25
1563,273,3,15,50
1564,273,3,16,50
1565,273,4,15,75
1566,273,4,16,75
1567,273,5,15,10
1568,273,5,16,10
1569,275,1,15,20
1570,275,1,16,20
1571,275,2,15,100
1572,275,2,16,100
1573,275,3,15,100
1574,275,3,16,100
1575,275,4,15,100
1576,275,4,16,100
1577,275,5,15,15
1578,275,5,16,15
1579,276,1,10,21
1580,276,1,11,21
1581,276,2,10,60
1582,276,2,11,60
1583,276,2,15,25
1584,276,2,16,25
1585,276,3,10,60
1586,276,3,11,60
1587,276,3,15,50
1588,276,3,16,50
1589,276,4,10,60
1590,276,4,11,60
1591,276,4,15,75
1592,276,4,16,75
1593,276,5,10,2
1594,276,5,11,2
1595,276,5,15,15
1596,276,5,16,15
1597,277,2,10,20
1598,277,2,11,20
1599,277,2,15,25
1600,277,2,16,25
1601,277,3,10,20
1602,277,3,11,20
1603,277,3,15,50
1604,277,3,16,50
1605,277,4,10,20
1606,277,4,11,20
1607,277,4,15,75
1608,277,4,16,75
1609,277,5,10,2
1610,277,5,11,2
1611,277,5,15,10
1612,277,5,16,10
1613,277,6,15,30
1614,277,6,16,30
1615,278,2,10,20
1616,278,2,11,20
1617,278,2,15,25
1618,278,2,16,25
1619,278,3,10,20
1620,278,3,11,20
1621,278,3,15,50
1622,278,3,16,50
1623,278,4,10,20
1624,278,4,11,20
1625,278,4,15,75
1626,278,4,16,75
1627,278,5,10,2
1628,278,5,11,2
1629,278,5,15,10
1630,278,5,16,10
1631,279,2,10,10
1632,279,2,11,10
1633,279,2,15,25
1634,279,2,16,25
1635,279,3,10,10
1636,279,3,11,10
1637,279,3,15,50
1638,279,3,16,50
1639,279,4,10,10
1640,279,4,11,10
1641,279,4,15,75
1642,279,4,16,75
1643,279,5,10,1
1644,279,5,11,1
1645,279,5,15,15
1646,279,5,16,15
1647,280,2,10,10
1648,280,2,11,10
1649,280,2,15,25
1650,280,2,16,25
1651,280,3,10,10
1652,280,3,11,10
1653,280,3,15,50
1654,280,3,16,50
1655,280,4,10,10
1656,280,4,11,10
1657,280,4,15,75
1658,280,4,16,75
1659,280,5,10,1
1660,280,5,11,1
1661,280,5,15,15
1662,280,5,16,15
1663,281,2,10,10
1664,281,2,11,10
1665,281,2,15,25
1666,281,2,16,25
1667,281,3,10,10
1668,281,3,11,10
1669,281,3,15,50
1670,281,3,16,50
1671,281,4,10,10
1672,281,4,11,10
1673,281,4,15,75
1674,281,4,16,75
1675,281,5,10,1
1676,281,5,11,1
1677,281,5,15,10
1678,281,5,16,10
1679,282,2,10,10
1680,282,2,11,10
1681,282,2,15,25
1682,282,2,16,25
1683,282,3,10,10
1684,282,3,11,10
1685,282,3,15,50
1686,282,3,16,50
1687,282,4,10,10
1688,282,4,11,10
1689,282,4,15,75
1690,282,4,16,75
1691,282,5,10,1
1692,282,5,11,1
1693,282,5,15,15
1694,282,5,16,15
1695,282,6,15,40
1696,282,6,16,40
1697,283,2,10,10
1698,283,2,11,10
1699,283,3,10,10
1700,283,3,11,10
1701,283,4,10,10
1702,283,4,11,10
1703,283,5,10,1
1704,283,5,11,1
1705,283,5,15,15
1706,283,5,16,15
1707,284,2,10,10
1708,284,2,11,10
1709,284,2,15,25
1710,284,2,16,25
1711,284,3,10,10
1712,284,3,11,10
1713,284,3,15,50
1714,284,3,16,50
1715,284,4,10,10
1716,284,4,11,10
1717,284,4,15,75
1718,284,4,16,75
1719,284,5,10,1
1720,284,5,11,1
1721,284,5,15,15
1722,284,5,16,15
1723,285,2,10,10
1724,285,2,11,10
1725,285,2,15,25
1726,285,2,16,25
1727,285,3,10,10
1728,285,3,11,10
1729,285,3,15,50
1730,285,3,16,50
1731,285,4,10,10
1732,285,4,11,10
1733,285,4,15,75
1734,285,4,16,75
1735,285,5,10,1
1736,285,5,11,1
1737,285,5,15,15
1738,285,5,16,15
1739,286,1,15,25
1740,286,1,16,25
1741,287,1,15,25
1742,287,1,16,25
1743,287,2,15,25
1744,287,2,16,25
1745,287,3,15,50
1746,287,3,16,50
1747,287,4,15,75
1748,287,4,16,75
1749,287,5,15,10
1750,287,5,16,10
1751,288,1,15,25
1752,288,1,16,25
1753,288,2,15,25
1754,288,2,16,25
1755,288,3,15,50
1756,288,3,16,50
1757,288,4,15,75
1758,288,4,16,75
1759,288,5,15,10
1760,288,5,16,10
1761,289,1,15,25
1762,289,1,16,25
1763,289,2,15,25
1764,289,2,16,25
1765,289,3,15,50
1766,289,3,16,50
1767,289,4,15,75
1768,289,4,16,75
1769,289,5,15,10
1770,289,5,16,10
1771,290,1,10,7
1772,290,1,11,7
1773,290,1,15,15
1774,290,1,16,15
1775,291,1,15,15
1776,291,1,16,15
1777,292,1,10,7
1778,292,1,11,7
1779,292,1,15,15
1780,292,1,16,15
1781,293,1,10,7
1782,293,1,11,7
1783,293,1,15,15
1784,293,1,16,15
1785,293,6,10,50
1786,293,6,11,50
1787,293,6,15,20
1788,293,6,16,20
1789,294,1,15,10
1790,294,1,16,10
1791,295,1,10,21
1792,295,1,11,21
1793,295,1,15,20
1794,295,1,16,20
1795,296,1,10,21
1796,296,1,11,21
1797,296,1,15,20
1798,296,1,16,20
1799,297,1,10,21
1800,297,1,11,21
1801,297,1,15,20
1802,297,1,16,20
1803,298,1,10,21
1804,298,1,11,21
1805,298,1,15,20
1806,298,1,16,20
1807,298,2,10,20
1808,298,2,11,20
1809,298,2,15,25
1810,298,2,16,25
1811,298,3,10,20
1812,298,3,11,20
1813,298,3,15,50
1814,298,3,16,50
1815,298,4,10,20
1816,298,4,11,20
1817,298,4,15,75
1818,298,4,16,75
1819,298,5,10,2
1820,298,5,11,2
1821,298,5,15,15
1822,298,5,16,15
1823,299,1,10,21
1824,299,1,11,21
1825,299,1,15,20
1826,299,1,16,20
1827,300,1,10,21
1828,300,1,11,21
1829,300,1,15,20
1830,300,1,16,20
1831,300,2,10,20
1832,300,2,11,20
1833,300,2,15,25
1834,300,2,16,25
1835,300,3,10,20
1836,300,3,11,20
1837,300,3,15,50
1838,300,3,16,50
1839,300,4,10,20
1840,300,4,11,20
1841,300,4,15,75
1842,300,4,16,75
1843,300,5,10,2
1844,300,5,11,2
1845,300,5,15,15
1846,300,5,16,15
1847,301,1,10,21
1848,301,1,11,21
1849,301,1,15,20
1850,301,1,16,20
1851,302,1,10,21
1852,302,1,11,21
1853,302,1,15,20
1854,302,1,16,20
1855,303,1,10,21
1856,303,1,11,21
1857,303,1,15,20
1858,303,1,16,20
1859,303,2,15,25
1860,303,2,16,25
1861,303,3,15,50
1862,303,3,16,50
1863,303,4,15,75
1864,303,4,16,75
1865,303,5,15,15
1866,303,5,16,15
1867,304,1,10,21
1868,304,1,11,21
1869,304,1,15,20
1870,304,1,16,20
1871,304,2,10,20
1872,304,2,11,20
1873,304,2,15,25
1874,304,2,16,25
1875,304,3,10,20
1876,304,3,11,20
1877,304,3,15,50
1878,304,3,16,50
1879,304,4,10,20
1880,304,4,11,20
1881,304,4,15,75
1882,304,4,16,75
1883,304,5,10,2
1884,304,5,11,2
1885,304,5,15,15
1886,304,5,16,15
1887,305,1,10,21
1888,305,1,11,21
1889,305,1,15,20
1890,305,1,16,20
1891,305,2,10,20
1892,305,2,11,20
1893,305,3,10,20
1894,305,3,11,20
1895,305,4,10,20
1896,305,4,11,20
1897,305,5,10,2
1898,305,5,11,2
1899,306,1,10,21
1900,306,1,11,21
1901,306,1,15,20
1902,306,1,16,20
1903,306,2,10,20
1904,306,2,11,20
1905,306,2,15,25
1906,306,2,16,25
1907,306,3,10,20
1908,306,3,11,20
1909,306,3,15,50
1910,306,3,16,50
1911,306,4,10,20
1912,306,4,11,20
1913,306,4,15,75
1914,306,4,16,75
1915,306,5,10,2
1916,306,5,11,2
1917,306,5,15,15
1918,306,5,16,15
1919,307,1,10,21
1920,307,1,11,21
1921,307,1,15,20
1922,307,1,16,20
1923,308,1,10,21
1924,308,1,11,21
1925,308,1,15,20
1926,308,1,16,20
1927,309,1,10,21
1928,309,1,11,21
1929,309,1,15,20
1930,309,1,16,20
1931,310,1,10,21
1932,310,1,11,21
1933,310,1,15,20
1934,310,1,16,20
1935,311,1,10,21
1936,311,1,11,21
1937,311,1,15,20
1938,311,1,16,20
1939,312,1,10,14
1940,312,1,11,14
1941,312,1,15,20
1942,312,1,16,20
1943,312,2,10,20
1944,312,2,11,20
1945,312,2,15,25
1946,312,2,16,25
1947,312,3,10,20
1948,312,3,11,20
1949,312,3,15,50
1950,312,3,16,50
1951,312,4,10,20
1952,312,4,11,20
1953,312,4,15,75
1954,312,4,16,75
1955,312,5,10,2
1956,312,5,11,2
1957,312,5,15,10
1958,312,5,16,10
1959,313,1,10,21
1960,313,1,11,21
1961,313,1,15,20
1962,313,1,16,20
1963,313,2,10,20
1964,313,2,11,20
1965,313,2,15,25
1966,313,2,16,25
1967,313,3,10,20
1968,313,3,11,20
1969,313,3,15,50
1970,313,3,16,50
1971,313,4,10,20
1972,313,4,11,20
1973,313,4,15,75
1974,313,4,16,75
1975,313,5,10,2
1976,313,5,11,2
1977,313,5,15,10
1978,313,5,16,10
1979,314,1,10,21
1980,314,1,11,21
1981,314,1,15,20
1982,314,1,16,20
1983,314,2,10,20
1984,314,2,11,20
1985,314,2,15,25
1986,314,2,16,25
1987,314,3,10,20
1988,314,3,11,20
1989,314,3,15,50
1990,314,3,16,50
1991,314,4,10,20
1992,314,4,11,20
1993,314,4,15,75
1994,314,4,16,75
1995,314,5,10,2
1996,314,5,11,2
1997,314,5,15,10
1998,314,5,16,10
1999,315,1,10,21
2000,315,1,11,21
2001,315,1,15,20
2002,315,1,16,20
2003,315,2,10,20
2004,315,2,11,20
2005,315,2,15,25
2006,315,2,16,25
2007,315,3,10,20
2008,315,3,11,20
2009,315,3,15,50
2010,315,3,16,50
2011,315,4,10,20
2012,315,4,11,20
2013,315,4,15,75
2014,315,4,16,75
2015,315,5,10,2
2016,315,5,11,2
2017,315,5,15,10
2018,315,5,16,10
2019,316,1,15,15
2020,316,1,16,15
2021,316,2,15,25
2022,316,2,16,25
2023,316,3,15,50
2024,316,3,16,50
2025,316,4,15,75
2026,316,4,16,75
2027,316,5,15,10
2028,316,5,16,10
2029,317,1,10,5
2030,317,1,11,5
2031,317,1,15,10
2032,317,1,16,10
2033,318,1,15,10
2034,318,1,16,10
2035,319,1,15,10
2036,319,1,16,10
2037,319,6,15,40
2038,319,6,16,40
2039,320,1,15,20
2040,320,1,16,20
2041,321,1,10,14
2042,321,1,11,14
2043,321,1,15,15
2044,321,1,16,15
2045,323,1,10,7
2046,323,1,11,7
2047,323,1,15,10
2048,323,1,16,10
2049,323,2,10,20
2050,323,2,11,20
2051,323,2,15,25
2052,323,2,16,25
2053,323,3,10,20
2054,323,3,11,20
2055,323,3,15,50
2056,323,3,16,50
2057,323,4,10,20
2058,323,4,11,20
2059,323,4,15,75
2060,323,4,16,75
2061,323,5,10,2
2062,323,5,11,2
2063,323,5,15,10
2064,323,5,16,10
2065,323,6,10,50
2066,323,6,11,50
2067,323,6,15,5
2068,323,6,16,5
2069,324,1,10,7
2070,324,1,11,7
2071,324,1,15,10
2072,324,1,16,10
2073,324,2,15,25
2074,324,2,16,25
2075,324,3,15,50
2076,324,3,16,50
2077,324,4,15,75
2078,324,4,16,75
2079,324,5,15,10
2080,324,5,16,10
2081,324,6,10,50
2082,324,6,11,50
2083,325,1,10,7
2084,325,1,11,7
2085,325,1,15,10
2086,325,1,16,10
2087,325,2,10,20
2088,325,2,11,20
2089,325,2,15,25
2090,325,2,16,25
2091,325,3,10,20
2092,325,3,11,20
2093,325,3,15,50
2094,325,3,16,50
2095,325,4,10,20
2096,325,4,11,20
2097,325,4,15,75
2098,325,4,16,75
2099,325,5,10,2
2100,325,5,11,2
2101,325,5,15,10
2102,325,5,16,10
2103,325,6,10,50
2104,325,6,11,50
2105,325,6,15,5
2106,325,6,16,5
2107,326,1,10,5
2108,326,1,11,5
2109,327,1,10,7
2110,327,1,11,7
2111,329,1,10,21
2112,329,1,11,21
2113,329,2,10,20
2114,329,2,11,20
2115,329,3,10,20
2116,329,3,11,20
2117,329,4,10,20
2118,329,4,11,20
2119,329,5,10,2
2120,329,5,11,2
2121,330,1,10,7
2122,330,1,11,7
2123,331,1,10,7
2124,331,1,11,7
2125,332,1,10,7
2126,332,1,11,7
2127,333,1,10,7
2128,333,1,11,7
2129,336,1,10,2
2130,336,1,11,2
2131,337,1,10,4
2132,337,1,11,4
2133,338,1,10,6
2134,338,1,11,6
2135,339,1,10,8
2136,339,1,11,8
2137,340,1,10,10
2138,340,1,11,10
2139,341,1,10,7
2140,341,1,11,7
2141,342,1,10,7
2142,342,1,11,7
2143,343,1,10,7
2144,343,1,11,7
2145,344,1,10,5
2146,344,1,11,5
2147,345,1,10,21
2148,345,1,11,21
2149,345,2,10,20
2150,345,2,11,20
2151,345,3,10,20
2152,345,3,11,20
2153,345,4,10,20
2154,345,4,11,20
2155,345,5,10,2
2156,345,5,11,2
2157,346,1,10,21
2158,346,1,11,21
2159,346,2,10,20
2160,346,2,11,20
2161,346,3,10,20
2162,346,3,11,20
2163,346,4,10,20
2164,346,4,11,20
2165,346,5,10,2
2166,346,5,11,2
2167,347,1,10,21
2168,347,1,11,21
2169,347,2,10,20
2170,347,2,11,20
2171,347,3,10,20
2172,347,3,11,20
2173,347,4,10,20
2174,347,4,11,20
2175,347,5,10,2
2176,347,5,11,2
2177,348,1,10,21
2178,348,1,11,21
2179,348,2,10,20
2180,348,2,11,20
2181,348,3,10,20
2182,348,3,11,20
2183,348,4,10,20
2184,348,4,11,20
2185,348,5,10,2
2186,348,5,11,2
2187,350,2,7,10
2188,350,2,8,10
2189,350,2,9,10
2190,350,3,7,10
2191,350,3,8,10
2192,350,3,9,10
2193,350,4,7,10
2194,350,4,8,10
2195,350,4,9,10
2196,350,5,7,1
2197,350,5,8,1
2198,350,5,9,1
2199,351,2,7,10
2200,351,2,8,10
2201,351,2,9,10
2202,351,3,7,10
2203,351,3,8,10
2204,351,3,9,10
2205,351,4,7,10
2206,351,4,8,10
2207,351,4,9,10
2208,351,5,7,4
2209,351,5,8,4
2210,351,5,9,4
2211,352,2,7,10
2212,352,2,8,10
2213,352,2,9,10
2214,352,3,7,10
2215,352,3,8,10
2216,352,3,9,10
2217,352,4,7,10
2218,352,4,8,10
2219,352,4,9,10
2220,352,5,7,4
2221,352,5,8,4
2222,352,5,9,4
2223,353,2,7,10
2224,353,2,8,10
2225,353,2,9,10
2226,353,3,7,10
2227,353,3,8,10
2228,353,3,9,10
2229,353,4,7,10
2230,353,4,8,10
2231,353,4,9,10
2232,353,5,7,4
2233,353,5,8,4
2234,353,5,9,4
2235,354,2,7,10
2236,354,2,8,10
2237,354,2,9,10
2238,354,3,7,10
2239,354,3,8,10
2240,354,3,9,10
2241,354,4,7,10
2242,354,4,8,10
2243,354,4,9,10
2244,354,5,7,1
2245,354,5,8,1
2246,354,5,9,1
2247,355,2,7,10
2248,355,2,8,10
2249,355,2,9,10
2250,355,3,7,10
2251,355,3,8,10
2252,355,3,9,10
2253,355,4,7,10
2254,355,4,8,10
2255,355,4,9,10
2256,355,5,7,4
2257,355,5,8,4
2258,355,5,9,4
2259,356,1,7,10
2260,356,1,8,10
2261,356,1,9,10
2262,356,2,7,30
2263,356,2,8,30
2264,356,2,9,30
2265,356,3,7,30
2266,356,3,8,30
2267,356,3,9,30
2268,356,4,7,30
2269,356,4,8,30
2270,356,4,9,30
2271,356,5,7,4
2272,356,5,8,4
2273,356,5,9,4
2274,357,1,7,10
2275,357,1,8,10
2276,357,1,9,10
2277,357,2,7,30
2278,357,2,8,30
2279,357,2,9,30
2280,357,3,7,30
2281,357,3,8,30
2282,357,3,9,30
2283,357,4,7,30
2284,357,4,8,30
2285,357,4,9,30
2286,357,5,7,4
2287,357,5,8,4
2288,357,5,9,4
2289,358,1,7,10
2290,358,1,8,10
2291,358,1,9,10
2292,358,2,7,30
2293,358,2,8,30
2294,358,2,9,30
2295,358,3,7,30
2296,358,3,8,30
2297,358,3,9,30
2298,358,4,7,30
2299,358,4,8,30
2300,358,4,9,30
2301,358,5,7,4
2302,358,5,8,4
2303,358,5,9,4
2304,359,1,7,10
2305,359,1,8,10
2306,359,1,9,10
2307,359,2,7,30
2308,359,2,8,30
2309,359,2,9,30
2310,359,3,7,30
2311,359,3,8,30
2312,359,3,9,30
2313,359,4,7,30
2314,359,4,8,30
2315,359,4,9,30
2316,359,5,7,4
2317,359,5,8,4
2318,359,5,9,4
2319,360,1,7,10
2320,360,1,8,10
2321,360,1,9,10
2322,361,1,7,10
2323,361,1,8,10
2324,361,1,9,10
2325,362,1,7,10
2326,362,1,8,10
2327,362,1,9,10
2328,363,1,7,10
2329,363,1,8,10
2330,363,1,9,10
2331,363,6,7,20
2332,363,6,8,20
2333,363,6,9,20
2334,364,1,7,10
2335,364,1,8,10
2336,364,1,9,10
2337,365,1,7,20
2338,365,1,8,20
2339,365,1,9,20
2340,366,1,7,20
2341,366,1,8,20
2342,366,1,9,20
2343,367,1,7,10
2344,367,1,8,10
2345,367,1,9,10
2346,368,1,7,10
2347,368,1,8,10
2348,368,1,9,10
2349,369,1,7,10
2350,369,1,8,10
2351,369,1,9,10
2352,370,1,7,10
2353,370,1,8,10
2354,370,1,9,10
2355,371,1,7,10
2356,371,1,8,10
2357,371,1,9,10
2358,372,1,7,10
2359,372,1,8,10
2360,372,1,9,10
2361,373,1,7,10
2362,373,1,8,10
2363,373,1,9,10
2364,374,1,7,10
2365,374,1,8,10
2366,374,1,9,10
2367,375,1,7,10
2368,375,1,8,10
2369,375,1,9,10
2370,376,1,7,4
2371,376,1,8,4
2372,376,1,9,4
2373,376,2,7,10
2374,376,2,8,10
2375,376,2,9,10
2376,376,3,7,10
2377,376,3,8,10
2378,376,3,9,10
2379,376,4,7,10
2380,376,4,8,10
2381,376,4,9,10
2382,376,5,7,4
2383,376,5,8,4
2384,376,5,9,4
2385,377,1,7,4
2386,377,1,8,4
2387,377,1,9,4
2388,378,1,7,4
2389,378,1,8,4
2390,378,1,9,4
2391,379,1,7,4
2392,379,1,8,4
2393,379,1,9,4
2394,380,1,7,4
2395,380,1,8,4
2396,380,1,9,4
2397,381,1,7,4
2398,381,1,8,4
2399,381,1,9,4
2400,382,1,7,10
2401,382,1,8,10
2402,382,1,9,10
2403,383,1,7,10
2404,383,1,8,10
2405,383,1,9,10
2406,383,6,7,20
2407,383,6,8,20
2408,383,6,9,20
2409,384,1,7,10
2410,384,1,8,10
2411,384,1,9,10
2412,384,2,7,30
2413,384,2,8,30
2414,384,2,9,30
2415,384,3,7,30
2416,384,3,8,30
2417,384,3,9,30
2418,384,4,7,30
2419,384,4,8,30
2420,384,4,9,30
2421,384,5,7,4
2422,384,5,8,4
2423,384,5,9,4
2424,385,1,7,10
2425,385,1,8,10
2426,385,1,9,10
2427,385,2,7,10
2428,385,2,8,10
2429,385,2,9,10
2430,385,3,7,10
2431,385,3,8,10
2432,385,3,9,10
2433,385,4,7,10
2434,385,4,8,10
2435,385,4,9,10
2436,385,5,7,4
2437,385,5,8,4
2438,385,5,9,4
2439,386,1,7,10
2440,386,1,8,10
2441,386,1,9,10
2442,387,1,7,10
2443,387,1,8,10
2444,387,1,9,10
2445,388,1,7,10
2446,388,1,8,10
2447,388,1,9,10
2448,389,2,7,20
2449,389,2,8,20
2450,389,2,9,20
2451,389,3,7,20
2452,389,3,8,20
2453,389,3,9,20
2454,389,4,7,20
2455,389,4,8,20
2456,389,4,9,20
2457,389,5,7,4
2458,389,5,8,4
2459,389,5,9,4
2460,390,1,7,10
2461,390,1,8,10
2462,390,1,9,10
2463,391,1,7,10
2464,391,1,8,10
2465,391,1,9,10
2466,392,1,7,10
2467,392,1,8,10
2468,392,1,9,10
2469,393,1,7,20
2470,393,1,8,20
2471,393,1,9,20
2472,394,1,7,20
2473,394,1,8,20
2474,394,1,9,20
2475,394,2,7,30
2476,394,2,8,30
2477,394,2,9,30
2478,394,3,7,30
2479,394,3,8,30
2480,394,3,9,30
2481,394,4,7,30
2482,394,4,8,30
2483,394,4,9,30
2484,394,5,7,4
2485,394,5,8,4
2486,394,5,9,4
2487,395,1,7,20
2488,395,1,8,20
2489,395,1,9,20
2490,395,2,7,30
2491,395,2,8,30
2492,395,2,9,30
2493,395,3,7,30
2494,395,3,8,30
2495,395,3,9,30
2496,395,4,7,30
2497,395,4,8,30
2498,395,4,9,30
2499,395,5,7,4
2500,395,5,8,4
2501,395,5,9,4
2502,396,1,7,20
2503,396,1,8,20
2504,396,1,9,20
2505,396,2,7,30
2506,396,2,8,30
2507,396,2,9,30
2508,396,3,7,30
2509,396,3,8,30
2510,396,3,9,30
2511,396,4,7,30
2512,396,4,8,30
2513,396,4,9,30
2514,396,5,7,4
2515,396,5,8,4
2516,396,5,9,4
2517,397,2,7,30
2518,397,2,8,30
2519,397,2,9,30
2520,397,3,7,30
2521,397,3,8,30
2522,397,3,9,30
2523,397,4,7,30
2524,397,4,8,30
2525,397,4,9,30
2526,397,5,7,4
2527,397,5,8,4
2528,397,5,9,4
2529,398,2,7,30
2530,398,2,8,30
2531,398,2,9,30
2532,398,3,7,30
2533,398,3,8,30
2534,398,3,9,30
2535,398,4,7,30
2536,398,4,8,30
2537,398,4,9,30
2538,398,5,7,4
2539,398,5,8,4
2540,398,5,9,4
2541,399,2,7,30
2542,399,2,8,30
2543,399,2,9,30
2544,399,3,7,30
2545,399,3,8,30
2546,399,3,9,30
2547,399,4,7,30
2548,399,4,8,30
2549,399,4,9,30
2550,399,5,7,4
2551,399,5,8,4
2552,399,5,9,4
2553,400,2,7,30
2554,400,2,8,30
2555,400,2,9,30
2556,400,3,7,30
2557,400,3,8,30
2558,400,3,9,30
2559,400,4,7,30
2560,400,4,8,30
2561,400,4,9,30
2562,400,5,7,4
2563,400,5,8,4
2564,400,5,9,4
2565,401,2,7,30
2566,401,2,8,30
2567,401,2,9,30
2568,401,3,7,30
2569,401,3,8,30
2570,401,3,9,30
2571,401,4,7,30
2572,401,4,8,30
2573,401,4,9,30
2574,401,5,7,4
2575,401,5,8,4
2576,401,5,9,4
2577,402,1,7,20
2578,402,1,8,20
2579,402,1,9,20
2580,402,2,7,30
2581,402,2,8,30
2582,402,2,9,30
2583,402,3,7,30
2584,402,3,8,30
2585,402,3,9,30
2586,402,4,7,30
2587,402,4,8,30
2588,402,4,9,30
2589,402,5,7,4
2590,402,5,8,4
2591,402,5,9,4
2592,403,1,7,10
2593,403,1,8,10
2594,403,1,9,10
2595,403,2,7,30
2596,403,2,8,30
2597,403,2,9,30
2598,403,3,7,30
2599,403,3,8,30
2600,403,3,9,30
2601,403,4,7,30
2602,403,4,8,30
2603,403,4,9,30
2604,403,5,7,4
2605,403,5,8,4
2606,403,5,9,4
2607,403,6,7,20
2608,403,6,8,20
2609,403,6,9,20
2610,404,1,7,20
2611,404,1,8,20
2612,404,1,9,20
2613,405,1,7,20
2614,405,1,8,20
2615,405,1,9,20
2616,406,1,7,20
2617,406,1,8,20
2618,406,1,9,20
2619,406,2,7,30
2620,406,2,8,30
2621,406,2,9,30
2622,406,3,7,30
2623,406,3,8,30
2624,406,3,9,30
2625,406,4,7,30
2626,406,4,8,30
2627,406,4,9,30
2628,406,5,7,4
2629,406,5,8,4
2630,406,5,9,4
2631,406,6,7,20
