id,gender_id,species_id,rate
1663,2,729,1
1664,2,768,4
1665,2,770,4
1666,2,826,4
1667,2,842,4
1668,2,861,0
1669,2,901,4
1670,2,920,4
1671,2,930,4
1672,2,966,4
1673,2,997,4
1674,2,998,4
1675,2,1011,4
1676,2,1018,4
1677,2,1019,4
1678,3,81,-1
1679,3,100,-1
1680,3,120,-1
1681,3,132,-1
1682,3,137,-1
1683,3,144,-1
1684,3,145,-1
1685,3,146,-1
1686,3,150,-1
1687,3,82,-1
1688,3,101,-1
1689,3,121,-1
1690,3,151,-1
1691,3,201,-1
1692,3,243,-1
1693,3,244,-1
1694,3,245,-1
1695,3,249,-1
1696,3,250,-1
1697,3,251,-1
1698,3,233,-1
1699,3,292,-1
1700,3,337,-1
1701,3,338,-1
1702,3,343,-1
1703,3,374,-1
1704,3,344,-1
1705,3,375,-1
1706,3,377,-1
1707,3,378,-1
1708,3,379,-1
1709,3,382,-1
1710,3,383,-1
1711,3,384,-1
1712,3,385,-1
1713,3,386,-1
1714,3,436,-1
1715,3,437,-1
1716,3,479,-1
1717,3,480,-1
1718,3,481,-1
1719,3,482,-1
1720,3,483,-1
1721,3,484,-1
1722,3,486,-1
1723,3,487,-1
1724,3,489,-1
1725,3,490,-1
1726,3,491,-1
1727,3,492,-1
1728,3,493,-1
1729,3,494,-1
1730,3,462,-1
1731,3,474,-1
1732,3,599,-1
1733,3,600,-1
1734,3,615,-1
1735,3,622,-1
1736,3,638,-1
1737,3,639,-1
1738,3,640,-1
1739,3,643,-1
1740,3,644,-1
1741,3,646,-1
1742,3,647,-1
1743,3,648,-1
1744,3,649,-1
1745,3,623,-1
1746,3,703,-1
1747,3,716,-1
1748,3,717,-1
1749,3,718,-1
1750,3,719,-1
1751,3,720,-1
1752,3,721,-1
1753,3,772,-1
1754,3,774,-1
1755,3,781,-1
1756,3,785,-1
1757,3,786,-1
1758,3,787,-1
1759,3,788,-1
1760,3,789,-1
1761,3,793,-1
1762,3,794,-1
1763,3,795,-1
1764,3,796,-1
1765,3,797,-1
1766,3,798,-1
1767,3,799,-1
1768,3,800,-1
1769,3,801,-1
1770,3,802,-1
1771,3,803,-1
1772,3,805,-1
1773,3,806,-1
1774,3,807,-1
1775,3,808,-1
1776,3,773,-1
1777,3,790,-1
1778,3,791,-1
1779,3,792,-1
1780,3,804,-1
1781,3,809,-1
1782,3,854,-1
1783,3,870,-1
1784,3,880,-1
1785,3,881,-1
1786,3,882,-1
1787,3,883,-1
1788,3,888,-1
1789,3,889,-1
1790,3,890,-1
1791,3,893,-1
1792,3,894,-1
1793,3,895,-1
1794,3,896,-1
1795,3,897,-1
1796,3,898,-1
1797,3,855,-1
1798,3,924,-1
1799,3,984,-1
1800,3,985,-1
1801,3,986,-1
1802,3,987,-1
1803,3,988,-1
1804,3,989,-1
1805,3,990,-1
1806,3,991,-1
1807,3,992,-1
1808,3,993,-1
1809,3,994,-1
1810,3,995,-1
1811,3,925,-1
1812,3,999,-1
1813,3,1001,-1
1814,3,1002,-1
1815,3,1003,-1
1816,3,1004,-1
1817,3,1005,-1
1818,3,1006,-1
1819,3,1007,-1
1820,3,1008,-1
1821,3,1009,-1
1822,3,1010,-1
1823,3,1012,-1
1824,3,1020,-1
1825,3,1021,-1
1826,3,1022,-1
1827,3,1023,-1
1828,3,1025,-1
1829,3,376,-1
1830,3,601,-1
1831,3,1000,-1
1832,3,1013,-1
