id,code,name,creature_id,version_group_id,form_name,sort_order,form_order,battle_only,default_form,enhanced_form,enabled
489,phione,phione,489,8,,654,1,false,true,false,true
490,manaphy,manaphy,490,8,,655,1,false,true,false,true
491,darkrai,darkrai,491,8,,656,1,false,true,false,true
492,shaymin-land,Land Shaymin,492,8,land,658,1,false,true,false,true
493,arceus-normal,Normal Arceus,493,8,normal,660,1,false,true,false,true
494,victini,victini,494,11,,679,1,false,true,false,true
495,snivy,snivy,495,11,,680,1,false,true,false,true
496,servine,servine,496,11,,681,1,false,true,false,true
497,serperior,serperior,497,11,,682,1,false,true,false,true
498,tepig,tepig,498,11,,683,1,false,true,false,true
499,pignite,pignite,499,11,,684,1,false,true,false,true
500,emboar,emboar,500,11,,685,1,false,true,false,true
501,oshawott,oshawott,501,11,,687,1,false,true,false,true
502,dewott,dewott,502,11,,688,1,false,true,false,true
503,samurott,samurott,503,11,,689,1,false,true,false,true
504,patrat,patrat,504,11,,690,1,false,true,false,true
505,watchog,watchog,505,11,,691,1,false,true,false,true
506,lillipup,lillipup,506,11,,692,1,false,true,false,true
507,herdier,herdier,507,11,,693,1,false,true,false,true
508,stoutland,stoutland,508,11,,694,1,false,true,false,true
509,purrloin,purrloin,509,11,,695,1,false,true,false,true
510,liepard,liepard,510,11,,696,1,false,true,false,true
511,pansage,pansage,511,11,,697,1,false,true,false,true
512,simisage,simisage,512,11,,698,1,false,true,false,true
513,pansear,pansear,513,11,,699,1,false,true,false,true
514,simisear,simisear,514,11,,700,1,false,true,false,true
515,panpour,panpour,515,11,,701,1,false,true,false,true
516,simipour,simipour,516,11,,702,1,false,true,false,true
517,munna,munna,517,11,,703,1,false,true,false,true
518,musharna,musharna,518,11,,704,1,false,true,false,true
519,pidove,pidove,519,11,,705,1,false,true,false,true
520,tranquill,tranquill,520,11,,706,1,false,true,false,true
521,unfezant,unfezant,521,11,,707,1,false,true,false,true
522,blitzle,blitzle,522,11,,708,1,false,true,false,true
523,zebstrika,zebstrika,523,11,,709,1,false,true,false,true
524,roggenrola,roggenrola,524,11,,710,1,false,true,false,true
525,boldore,boldore,525,11,,711,1,false,true,false,true
526,gigalith,gigalith,526,11,,712,1,false,true,false,true
527,woobat,woobat,527,11,,713,1,false,true,false,true
528,swoobat,swoobat,528,11,,714,1,false,true,false,true
529,drilbur,drilbur,529,11,,715,1,false,true,false,true
530,excadrill,excadrill,530,11,,716,1,false,true,false,true
531,audino,audino,531,11,,718,1,false,true,false,true
532,timburr,timburr,532,11,,720,1,false,true,false,true
533,gurdurr,gurdurr,533,11,,721,1,false,true,false,true
534,conkeldurr,conkeldurr,534,11,,722,1,false,true,false,true
535,tympole,tympole,535,11,,723,1,false,true,false,true
536,palpitoad,palpitoad,536,11,,724,1,false,true,false,true
537,seismitoad,seismitoad,537,11,,725,1,false,true,false,true
538,throh,throh,538,11,,726,1,false,true,false,true
539,sawk,sawk,539,11,,727,1,false,true,false,true
540,sewaddle,sewaddle,540,11,,728,1,false,true,false,true
541,swadloon,swadloon,541,11,,729,1,false,true,false,true
542,leavanny,leavanny,542,11,,730,1,false,true,false,true
543,venipede,venipede,543,11,,731,1,false,true,false,true
544,whirlipede,whirlipede,544,11,,732,1,false,true,false,true
545,scolipede,scolipede,545,11,,733,1,false,true,false,true
546,cottonee,cottonee,546,11,,735,1,false,true,false,true
547,whimsicott,whimsicott,547,11,,736,1,false,true,false,true
548,petilil,petilil,548,11,,737,1,false,true,false,true
549,lilligant,lilligant,549,11,,738,1,false,true,false,true
550,basculin-red-striped,Red-Striped Basculin,550,11,red-striped,739,1,false,true,false,true
551,sandile,sandile,551,11,,741,1,false,true,false,true
552,krokorok,krokorok,552,11,,742,1,false,true,false,true
553,krookodile,krookodile,553,11,,743,1,false,true,false,true
554,darumaka,darumaka,554,11,,744,1,false,true,false,true
555,darmanitan-standard,Standard Darmanitan,555,11,standard,746,1,false,true,false,true
556,maractus,maractus,556,11,,750,1,false,true,false,true
557,dwebble,dwebble,557,11,,751,1,false,true,false,true
558,crustle,crustle,558,11,,752,1,false,true,false,true
559,scraggy,scraggy,559,11,,753,1,false,true,false,true
560,scrafty,scrafty,560,11,,754,1,false,true,false,true
561,sigilyph,sigilyph,561,11,,756,1,false,true,false,true
562,yamask,yamask,562,11,,757,1,false,true,false,true
563,cofagrigus,cofagrigus,563,11,,759,1,false,true,false,true
564,tirtouga,tirtouga,564,11,,760,1,false,true,false,true
565,carracosta,carracosta,565,11,,761,1,false,true,false,true
566,archen,archen,566,11,,762,1,false,true,false,true
567,archeops,archeops,567,11,,763,1,false,true,false,true
568,trubbish,trubbish,568,11,,764,1,false,true,false,true
569,garbodor,garbodor,569,11,,765,1,false,true,false,true
570,zorua,zorua,570,11,,766,1,false,true,false,true
571,zoroark,zoroark,571,11,,767,1,false,true,false,true
572,minccino,minccino,572,11,,768,1,false,true,false,true
573,cinccino,cinccino,573,11,,769,1,false,true,false,true
574,gothita,gothita,574,11,,770,1,false,true,false,true
575,gothorita,gothorita,575,11,,771,1,false,true,false,true
576,gothitelle,gothitelle,576,11,,772,1,false,true,false,true
577,solosis,solosis,577,11,,773,1,false,true,false,true
578,duosion,duosion,578,11,,774,1,false,true,false,true
579,reuniclus,reuniclus,579,11,,775,1,false,true,false,true
580,ducklett,ducklett,580,11,,776,1,false,true,false,true
581,swanna,swanna,581,11,,777,1,false,true,false,true
582,vanillite,vanillite,582,11,,778,1,false,true,false,true
583,vanillish,vanillish,583,11,,779,1,false,true,false,true
584,vanilluxe,vanilluxe,584,11,,780,1,false,true,false,true
585,deerling-spring,Spring Deerling,585,11,spring,781,1,false,true,false,true
586,sawsbuck-spring,Spring Sawsbuck,586,11,spring,785,1,false,true,false,true
587,emolga,emolga,587,11,,789,1,false,true,false,true
588,karrablast,karrablast,588,11,,790,1,false,true,false,true
589,escavalier,escavalier,589,11,,791,1,false,true,false,true
590,foongus,foongus,590,11,,792,1,false,true,false,true
591,amoonguss,amoonguss,591,11,,793,1,false,true,false,true
592,frillish-male,Male Frillish,592,11,male,794,1,false,true,false,true
593,jellicent-male,Male Jellicent,593,11,male,795,1,false,true,false,true
594,alomomola,alomomola,594,11,,796,1,false,true,false,true
595,joltik,joltik,595,11,,797,1,false,true,false,true
596,galvantula,galvantula,596,11,,798,1,false,true,false,true
597,ferroseed,ferroseed,597,11,,799,1,false,true,false,true
598,ferrothorn,ferrothorn,598,11,,800,1,false,true,false,true
599,klink,klink,599,11,,801,1,false,true,false,true
600,klang,klang,600,11,,802,1,false,true,false,true
601,klinklang,klinklang,601,11,,803,1,false,true,false,true
602,tynamo,tynamo,602,11,,804,1,false,true,false,true
603,eelektrik,eelektrik,603,11,,805,1,false,true,false,true
604,eelektross,eelektross,604,11,,806,1,false,true,false,true
605,elgyem,elgyem,605,11,,808,1,false,true,false,true
606,beheeyem,beheeyem,606,11,,809,1,false,true,false,true
607,litwick,litwick,607,11,,810,1,false,true,false,true
608,lampent,lampent,608,11,,811,1,false,true,false,true
609,chandelure,chandelure,609,11,,812,1,false,true,false,true
610,axew,axew,610,11,,814,1,false,true,false,true
611,fraxure,fraxure,611,11,,815,1,false,true,false,true
612,haxorus,haxorus,612,11,,816,1,false,true,false,true
613,cubchoo,cubchoo,613,11,,817,1,false,true,false,true
614,beartic,beartic,614,11,,818,1,false,true,false,true
615,cryogonal,cryogonal,615,11,,819,1,false,true,false,true
616,shelmet,shelmet,616,11,,820,1,false,true,false,true
617,accelgor,accelgor,617,11,,821,1,false,true,false,true
618,stunfisk,stunfisk,618,11,,822,1,false,true,false,true
619,mienfoo,mienfoo,619,11,,824,1,false,true,false,true
620,mienshao,mienshao,620,11,,825,1,false,true,false,true
621,druddigon,druddigon,621,11,,826,1,false,true,false,true
622,golett,golett,622,11,,827,1,false,true,false,true
623,golurk,golurk,623,11,,828,1,false,true,false,true
624,pawniard,pawniard,624,11,,830,1,false,true,false,true
625,bisharp,bisharp,625,11,,831,1,false,true,false,true
626,bouffalant,bouffalant,626,11,,832,1,false,true,false,true
627,rufflet,rufflet,627,11,,833,1,false,true,false,true
628,braviary,braviary,628,11,,834,1,false,true,false,true
629,vullaby,vullaby,629,11,,835,1,false,true,false,true
630,mandibuzz,mandibuzz,630,11,,836,1,false,true,false,true
631,heatmor,heatmor,631,11,,837,1,false,true,false,true
632,durant,durant,632,11,,838,1,false,true,false,true
633,deino,deino,633,11,,839,1,false,true,false,true
634,zweilous,zweilous,634,11,,840,1,false,true,false,true
635,hydreigon,hydreigon,635,11,,841,1,false,true,false,true
636,larvesta,larvesta,636,11,,842,1,false,true,false,true
637,volcarona,volcarona,637,11,,843,1,false,true,false,true
638,cobalion,cobalion,638,11,,844,1,false,true,false,true
639,terrakion,terrakion,639,11,,845,1,false,true,false,true
640,virizion,virizion,640,11,,846,1,false,true,false,true
641,tornadus-incarnate,Incarnate Tornadus,641,11,incarnate,847,1,false,true,false,true
642,thundurus-incarnate,Incarnate Thundurus,642,11,incarnate,849,1,false,true,false,true
643,reshiram,reshiram,643,11,,851,1,false,true,false,true
644,zekrom,zekrom,644,11,,852,1,false,true,false,true
645,landorus-incarnate,Incarnate Landorus,645,11,incarnate,853,1,false,true,false,true
646,kyurem,Kyurem,646,11,,855,1,false,true,false,true
647,keldeo-ordinary,Ordinary Keldeo,647,11,ordinary,858,1,false,true,false,true
648,meloetta-aria,Aria Meloetta,648,11,aria,860,1,false,true,false,true
649,genesect,genesect,649,11,,862,1,false,true,false,true
650,chespin,chespin,650,15,,867,1,false,true,false,true
651,quilladin,quilladin,651,15,,868,1,false,true,false,true
652,chesnaught,chesnaught,652,15,,869,1,false,true,false,true
653,fennekin,fennekin,653,15,,871,1,false,true,false,true
654,braixen,braixen,654,15,,872,1,false,true,false,true
655,delphox,delphox,655,15,,873,1,false,true,false,true
656,froakie,froakie,656,15,,875,1,false,true,false,true
657,frogadier,frogadier,657,15,,876,1,false,true,false,true
658,greninja,greninja,658,15,,877,1,false,true,false,true
659,bunnelby,bunnelby,659,15,,881,1,false,true,false,true
660,diggersby,diggersby,660,15,,882,1,false,true,false,true
661,fletchling,fletchling,661,15,,883,1,false,true,false,true
662,fletchinder,fletchinder,662,15,,884,1,false,true,false,true
663,talonflame,talonflame,663,15,,885,1,false,true,false,true
664,scatterbug-icy-snow,icy-snow,664,15,icy-snow,886,1,false,true,false,true
665,spewpa-icy-snow,icy-snow,665,15,icy-snow,906,1,false,true,false,true
666,vivillon-meadow,Meadow Vivillon,666,15,meadow,932,7,false,true,false,true
667,litleo,litleo,667,15,,946,1,false,true,false,true
668,pyroar-male,Male Pyroar,668,15,male,947,1,false,true,false,true
669,flabebe-red,Red Flabébé,669,15,red,949,1,false,true,false,true
670,floette-red,Red Floette,670,15,red,954,1,false,true,false,true
671,florges-red,Red Florges,671,15,red,961,1,false,true,false,true
672,skiddo,skiddo,672,15,,966,1,false,true,false,true
673,gogoat,gogoat,673,15,,967,1,false,true,false,true
674,pancham,pancham,674,15,,968,1,false,true,false,true
675,pangoro,pangoro,675,15,,969,1,false,true,false,true
676,furfrou-natural,Natural Furfrou,676,15,natural,970,1,false,true,false,true
677,espurr,espurr,677,15,,980,1,false,true,false,true
678,meowstic-male,Male Meowstic,678,15,male,981,1,false,true,false,true
679,honedge,honedge,679,15,,985,1,false,true,false,true
680,doublade,doublade,680,15,,986,1,false,true,false,true
681,aegislash-shield,Shield Aegislash,681,15,shield,987,1,false,true,false,true
682,spritzee,spritzee,682,15,,989,1,false,true,false,true
683,aromatisse,aromatisse,683,15,,990,1,false,true,false,true
684,swirlix,swirlix,684,15,,991,1,false,true,false,true
685,slurpuff,slurpuff,685,15,,992,1,false,true,false,true
686,inkay,inkay,686,15,,993,1,false,true,false,true
687,malamar,malamar,687,15,,994,1,false,true,false,true
688,binacle,binacle,688,15,,996,1,false,true,false,true
689,barbaracle,barbaracle,689,15,,997,1,false,true,false,true
690,skrelp,skrelp,690,15,,999,1,false,true,false,true
691,dragalge,dragalge,691,15,,1000,1,false,true,false,true
692,clauncher,clauncher,692,15,,1002,1,false,true,false,true
693,clawitzer,clawitzer,693,15,,1003,1,false,true,false,true
694,helioptile,helioptile,694,15,,1004,1,false,true,false,true
695,heliolisk,heliolisk,695,15,,1005,1,false,true,false,true
696,tyrunt,tyrunt,696,15,,1006,1,false,true,false,true
697,tyrantrum,tyrantrum,697,15,,1007,1,false,true,false,true
698,amaura,amaura,698,15,,1008,1,false,true,false,true
699,aurorus,aurorus,699,15,,1009,1,false,true,false,true
700,sylveon,sylveon,700,15,,230,1,false,true,false,true
701,hawlucha,hawlucha,701,15,,1010,1,false,true,false,true
702,dedenne,dedenne,702,15,,1012,1,false,true,false,true
703,carbink,carbink,703,15,,1013,1,false,true,false,true
704,goomy,goomy,704,15,,1014,1,false,true,false,true
705,sliggoo,sliggoo,705,15,,1015,1,false,true,false,true
706,goodra,goodra,706,15,,1016,1,false,true,false,true
707,klefki,klefki,707,15,,1017,1,false,true,false,true
708,phantump,phantump,708,15,,1018,1,false,true,false,true
709,trevenant,trevenant,709,15,,1019,1,false,true,false,true
710,pumpkaboo-average,Average Pumpkaboo,710,15,average,1020,1,false,true,false,true
711,gourgeist-average,Average Gourgeist,711,15,average,1024,1,false,true,false,true
712,bergmite,bergmite,712,15,,1028,1,false,true,false,true
713,avalugg,avalugg,713,15,,1029,1,false,true,false,true
714,noibat,noibat,714,15,,1030,1,false,true,false,true
715,noivern,noivern,715,15,,1031,1,false,true,false,true
716,xerneas-active,Active Xerneas,716,15,active,1033,2,true,false,false,true
717,yveltal,yveltal,717,15,,1034,1,false,true,false,true
718,zygarde-50,Zygarde Forme 50 %,718,15,50,1035,1,false,true,false,true
719,diancie,diancie,719,15,,1041,1,false,true,false,true
720,hoopa,Confined Hoopa,720,15,confined,1043,1,false,true,false,true
721,volcanion,volcanion,721,15,,1045,1,false,true,false,true
722,rowlet,rowlet,722,17,,1046,1,false,true,false,true
723,dartrix,dartrix,723,17,,1047,1,false,true,false,true
724,decidueye,decidueye,724,17,,1048,1,false,true,false,true
725,litten,litten,725,17,,1049,1,false,true,false,true
726,torracat,torracat,726,17,,1050,1,false,true,false,true
727,incineroar,incineroar,727,17,,1051,1,false,true,false,true
728,popplio,popplio,728,17,,1052,1,false,true,false,true
729,brionne,brionne,729,17,,1053,1,false,true,false,true
730,primarina,primarina,730,17,,1054,1,false,true,false,true
731,pikipek,pikipek,731,17,,1055,1,false,true,false,true
732,trumbeak,trumbeak,732,17,,1056,1,false,true,false,true
733,toucannon,toucannon,733,17,,1057,1,false,true,false,true
734,yungoos,yungoos,734,17,,1058,1,false,true,false,true
735,gumshoos,gumshoos,735,17,,1059,1,false,true,false,true
736,grubbin,grubbin,736,17,,1061,1,false,true,false,true
737,charjabug,charjabug,737,17,,1062,1,false,true,false,true
738,vikavolt,vikavolt,738,17,,1063,1,false,true,false,true
739,crabrawler,crabrawler,739,17,,1065,1,false,true,false,true
740,crabominable,crabominable,740,17,,1066,1,false,true,false,true
741,oricorio-baile,Baile Oricorio,741,17,baile,1068,1,false,true,false,true
742,cutiefly,cutiefly,742,17,,1072,1,false,true,false,true
743,ribombee,ribombee,743,17,,1073,1,false,true,false,true
744,rockruff,rockruff,744,17,,1075,1,false,true,false,true
745,lycanroc-midday,Midday Lycanroc,745,17,midday,1077,1,false,true,false,true
746,wishiwashi-solo,Solo Wishiwashi,746,17,solo,1080,1,false,true,false,true
747,mareanie,mareanie,747,17,,1082,1,false,true,false,true
748,toxapex,toxapex,748,17,,1083,1,false,true,false,true
749,mudbray,mudbray,749,17,,1084,1,false,true,false,true
750,mudsdale,mudsdale,750,17,,1085,1,false,true,false,true
751,dewpider,dewpider,751,17,,1086,1,false,true,false,true
752,araquanid,araquanid,752,17,,1087,1,false,true,false,true
753,fomantis,fomantis,753,17,,1089,1,false,true,false,true
754,lurantis,lurantis,754,17,,1090,1,false,true,false,true
755,morelull,morelull,755,17,,1092,1,false,true,false,true
756,shiinotic,shiinotic,756,17,,1093,1,false,true,false,true
757,salandit,salandit,757,17,,1094,1,false,true,false,true
758,salazzle,salazzle,758,17,,1095,1,false,true,false,true
759,stufful,stufful,759,17,,1097,1,false,true,false,true
760,bewear,bewear,760,17,,1098,1,false,true,false,true
761,bounsweet,bounsweet,761,17,,1099,1,false,true,false,true
762,steenee,steenee,762,17,,1100,1,false,true,false,true
763,tsareena,tsareena,763,17,,1101,1,false,true,false,true
764,comfey,comfey,764,17,,1102,1,false,true,false,true
765,oranguru,oranguru,765,17,,1103,1,false,true,false,true
766,passimian,passimian,766,17,,1104,1,false,true,false,true
767,wimpod,wimpod,767,17,,1105,1,false,true,false,true
768,golisopod,golisopod,768,17,,1106,1,false,true,false,true
769,sandygast,sandygast,769,17,,1108,1,false,true,false,true
770,palossand,palossand,770,17,,1109,1,false,true,false,true
771,pyukumuku,pyukumuku,771,17,,1110,1,false,true,false,true
772,type-null,type-null,772,17,,1111,1,false,true,false,true
773,silvally-normal,Amigento,773,17,normal,1112,1,false,true,false,true
774,minior-red-meteor,Red Meteor Minior,774,17,red-meteor,1130,1,false,true,false,true
775,komala,komala,775,17,,1144,1,false,true,false,true
776,turtonator,turtonator,776,17,,1145,1,false,true,false,true
777,togedemaru,togedemaru,777,17,,1146,1,false,true,false,true
778,mimikyu-disguised,Disguised Mimikyu,778,17,disguised,1148,1,false,true,false,true
779,bruxish,bruxish,779,17,,1152,1,false,true,false,true
780,drampa,drampa,780,17,,1153,1,false,true,false,true
781,dhelmise,dhelmise,781,17,,1155,1,false,true,false,true
782,jangmo-o,jangmo-o,782,17,,1156,1,false,true,false,true
783,hakamo-o,hakamo-o,783,17,,1157,1,false,true,false,true
784,kommo-o,kommo-o,784,17,,1158,1,false,true,false,true
785,tapu-koko,tapu-koko,785,17,,1160,1,false,true,false,true
786,tapu-lele,tapu-lele,786,17,,1161,1,false,true,false,true
787,tapu-bulu,tapu-bulu,787,17,,1162,1,false,true,false,true
788,tapu-fini,tapu-fini,788,17,,1163,1,false,true,false,true
789,cosmog,cosmog,789,17,,1164,1,false,true,false,true
790,cosmoem,cosmoem,790,17,,1165,1,false,true,false,true
791,solgaleo,solgaleo,791,17,,1166,1,false,true,false,true
792,lunala,lunala,792,17,,1167,1,false,true,false,true
793,nihilego,nihilego,793,17,,1168,1,false,true,false,true
794,buzzwole,buzzwole,794,17,,1169,1,false,true,false,true
795,pheromosa,pheromosa,795,17,,1170,1,false,true,false,true
796,xurkitree,xurkitree,796,17,,1171,1,false,true,false,true
797,celesteela,celesteela,797,17,,1172,1,false,true,false,true
798,kartana,kartana,798,17,,1173,1,false,true,false,true
799,guzzlord,guzzlord,799,17,,1174,1,false,true,false,true
800,necrozma,necrozma,800,17,,1175,1,false,true,false,true
801,magearna,magearna,801,17,,1179,1,false,true,false,true
802,marshadow,marshadow,802,17,,1183,1,false,true,false,true
803,poipole,poipole,803,18,,1184,1,false,true,false,true
804,naganadel,naganadel,804,18,,1185,1,false,true,false,true
805,stakataka,stakataka,805,18,,1186,1,false,true,false,true
806,blacephalon,blacephalon,806,18,,1187,1,false,true,false,true
807,zeraora,zeraora,807,18,,1188,1,false,true,false,true
808,meltan,meltan,808,19,,1190,1,false,true,false,true
809,melmetal,melmetal,809,19,,1191,1,false,true,false,true
810,grookey,grookey,810,20,,1192,1,false,true,false,true
811,thwackey,thwackey,811,20,,1193,1,false,true,false,true
812,rillaboom,rillaboom,812,20,,1194,1,false,true,false,true
813,scorbunny,scorbunny,813,20,,1195,1,false,true,false,true
814,raboot,raboot,814,20,,1196,1,false,true,false,true
815,cinderace,cinderace,815,20,,1197,1,false,true,false,true
816,sobble,sobble,816,20,,1198,1,false,true,false,true
817,drizzile,drizzile,817,20,,1199,1,false,true,false,true
818,inteleon,inteleon,818,20,,1200,1,false,true,false,true
819,skwovet,skwovet,819,20,,1201,1,false,true,false,true
820,greedent,greedent,820,20,,1202,1,false,true,false,true
821,rookidee,rookidee,821,20,,1203,1,false,true,false,true
822,corvisquire,corvisquire,822,20,,1204,1,false,true,false,true
823,corviknight,corviknight,823,20,,1205,1,false,true,false,true
824,blipbug,blipbug,824,20,,1206,1,false,true,false,true
825,dottler,dottler,825,20,,1207,1,false,true,false,true
826,orbeetle,orbeetle,826,20,,1208,1,false,true,false,true
827,nickit,nickit,827,20,,1209,1,false,true,false,true
828,thievul,thievul,828,20,,1210,1,false,true,false,true
829,gossifleur,gossifleur,829,20,,1211,1,false,true,false,true
830,eldegoss,eldegoss,830,20,,1212,1,false,true,false,true
831,wooloo,wooloo,831,20,,1213,1,false,true,false,true
832,dubwool,dubwool,832,20,,1214,1,false,true,false,true
833,chewtle,chewtle,833,20,,1215,1,false,true,false,true
834,drednaw,drednaw,834,20,,1216,1,false,true,false,true
835,yamper,yamper,835,20,,1217,1,false,true,false,true
836,boltund,boltund,836,20,,1218,1,false,true,false,true
837,rolycoly,rolycoly,837,20,,1219,1,false,true,false,true
838,carkol,carkol,838,20,,1220,1,false,true,false,true
839,coalossal,coalossal,839,20,,1221,1,false,true,false,true
840,applin,applin,840,20,,1222,1,false,true,false,true
841,flapple,flapple,841,20,,1223,1,false,true,false,true
842,appletun,appletun,842,20,,1224,1,false,true,false,true
843,silicobra,silicobra,843,20,,1225,1,false,true,false,true
844,sandaconda,sandaconda,844,20,,1226,1,false,true,false,true
845,cramorant,cramorant,845,20,,1227,1,false,true,false,true
846,arrokuda,arrokuda,846,20,,1230,1,false,true,false,true
847,barraskewda,barraskewda,847,20,,1231,1,false,true,false,true
848,toxel,toxel,848,20,,1232,1,false,true,false,true
849,toxtricity-amped,Amped Toxtricity,849,20,amped,1233,1,false,true,false,true
850,sizzlipede,sizzlipede,850,20,,1235,1,false,true,false,true
851,centiskorch,centiskorch,851,20,,1236,1,false,true,false,true
852,clobbopus,clobbopus,852,20,,1237,1,false,true,false,true
853,grapploct,grapploct,853,20,,1238,1,false,true,false,true
854,sinistea-phony,Phony Sinistea,854,20,phony,1239,1,false,true,false,true
855,polteageist-phony,Phony Polteageist,855,20,phony,1241,1,false,true,false,true
856,hatenna,hatenna,856,20,,1243,1,false,true,false,true
857,hattrem,hattrem,857,20,,1244,1,false,true,false,true
858,hatterene,hatterene,858,20,,1245,1,false,true,false,true
859,impidimp,impidimp,859,20,,1246,1,false,true,false,true
860,morgrem,morgrem,860,20,,1247,1,false,true,false,true
861,grimmsnarl,grimmsnarl,861,20,,1248,1,false,true,false,true
862,obstagoon,obstagoon,862,20,,1249,1,false,true,false,true
863,perrserker,perrserker,863,20,,1250,1,false,true,false,true
864,cursola,cursola,864,20,,1251,1,false,true,false,true
865,sirfetchd,sirfetchd,865,20,,1252,1,false,true,false,true
866,mr-rime,mr-rime,866,20,,1253,1,false,true,false,true
867,runerigus,runerigus,867,20,,1254,1,false,true,false,true
868,milcery,milcery,868,20,,1255,1,false,true,false,true
869,alcremie-vanilla-cream-strawberry-sweet,Vanilla Cream Strawberry Sweet Alcremie,869,20,vanilla-cream-strawberry-sweet,1256,1,false,true,false,true
870,falinks,falinks,870,20,,1265,1,false,true,false,true
871,pincurchin,pincurchin,871,20,,1267,1,false,true,false,true
872,snom,snom,872,20,,1268,1,false,true,false,true
873,frosmoth,frosmoth,873,20,,1269,1,false,true,false,true
874,stonjourner,stonjourner,874,20,,1270,1,false,true,false,true
875,eiscue-ice,Ice Eiscue,875,20,ice,1271,1,false,true,false,true
876,indeedee-male,Male Indeedee,876,20,male,1273,1,false,true,false,true
877,morpeko-full-belly,Full Belly Morpeko,877,20,full-belly,1275,1,false,true,false,true
878,cufant,cufant,878,20,,1277,1,false,true,false,true
879,copperajah,copperajah,879,20,,1278,1,false,true,false,true
880,dracozolt,dracozolt,880,20,,1279,1,false,true,false,true
881,arctozolt,arctozolt,881,20,,1280,1,false,true,false,true
882,dracovish,dracovish,882,20,,1281,1,false,true,false,true
883,arctovish,arctovish,883,20,,1282,1,false,true,false,true
884,duraludon,duraludon,884,20,,1283,1,false,true,false,true
885,dreepy,dreepy,885,20,,1284,1,false,true,false,true
886,drakloak,drakloak,886,20,,1285,1,false,true,false,true
887,dragapult,dragapult,887,20,,1286,1,false,true,false,true
888,zacian,Zacian,888,20,,1287,1,false,true,false,true
889,zamazenta,Zamazenta,889,20,,1289,1,false,true,false,true
890,eternatus,eternatus,890,20,,1291,1,false,true,false,true
891,kubfu,kubfu,891,20,,1293,1,false,true,false,true
892,urshifu-single-strike,Single Strike Urshifu,892,20,single-strike,1294,1,false,true,false,true
893,zarude,zarude,893,20,,1296,1,false,true,false,true
894,regieleki,regieleki,894,20,,1298,1,false,true,false,true
895,regidrago,regidrago,895,20,,1299,1,false,true,false,true
896,glastrier,glastrier,896,20,,1300,1,false,true,false,true
897,spectrier,spectrier,897,20,,1301,1,false,true,false,true
898,calyrex,calyrex,898,20,,1302,1,false,true,false,true
899,wyrdeer,wyrdeer,899,24,,1302,1,false,true,false,true
900,kleavor,kleavor,900,24,,1303,1,false,true,false,true
901,ursaluna,ursaluna,901,24,,1305,1,false,true,false,true
902,basculegion-male,Male Basculegion,902,24,male,1306,1,false,true,false,true
903,sneasler,sneasler,903,24,,1307,1,false,true,false,true
904,overqwil,overqwil,904,24,,1308,1,false,true,false,true
905,enamorus-incarnate,Incarnate Enamorus,905,24,incarnate,1309,1,false,true,false,true
906,sprigatito,sprigatito,906,25,,1310,1,false,true,false,true
907,floragato,floragato,907,25,,1311,1,false,true,false,true
908,meowscarada,meowscarada,908,25,,1312,1,false,true,false,true
909,fuecoco,fuecoco,909,25,,1313,1,false,true,false,true
910,crocalor,crocalor,910,25,,1314,1,false,true,false,true
911,skeledirge,skeledirge,911,25,,1315,1,false,true,false,true
912,quaxly,quaxly,912,25,,1316,1,false,true,false,true
913,quaxwell,quaxwell,913,25,,1317,1,false,true,false,true
914,quaquaval,quaquaval,914,25,,1318,1,false,true,false,true
915,lechonk,lechonk,915,25,,1319,1,false,true,false,true
916,oinkologne-male,Male Oinkologne,916,25,male,1320,1,false,true,false,true
917,tarountula,tarountula,917,25,,1322,1,false,true,false,true
918,spidops,spidops,918,25,,1323,1,false,true,false,true
919,nymble,nymble,919,25,,1324,1,false,true,false,true
920,lokix,lokix,920,25,,1325,1,false,true,false,true
921,pawmi,pawmi,921,25,,1363,1,false,true,false,true
922,pawmo,pawmo,922,25,,1364,1,false,true,false,true
923,pawmot,pawmot,923,25,,1365,1,false,true,false,true
924,tandemaus,tandemaus,924,25,,1350,1,false,true,false,true
925,maushold-family-of-four,Maushold (Family of Four),925,25,family-of-four,1351,2,false,true,false,true
926,fidough,fidough,926,25,,1380,1,false,true,false,true
927,dachsbun,dachsbun,927,25,,1381,1,false,true,false,true
928,smoliv,smoliv,928,25,,1339,1,false,true,false,true
929,dolliv,dolliv,929,25,,1340,1,false,true,false,true
930,arboliva,arboliva,930,25,,1341,1,false,true,false,true
931,squawkabilly-green-plumage,Green Plumage Squawkabilly,931,25,green-plumage,1369,1,false,true,false,true
932,nacli,nacli,932,25,,1372,1,false,true,false,true
933,naclstack,naclstack,933,25,,1373,1,false,true,false,true
934,garganacl,garganacl,934,25,,1374,1,false,true,false,true
935,charcadet,charcadet,935,25,,1411,1,false,true,false,true
936,armarouge,armarouge,936,25,,1412,1,false,true,false,true
937,ceruledge,ceruledge,937,25,,1413,1,false,true,false,true
938,tadbulb,tadbulb,938,25,,1345,1,false,true,false,true
939,bellibolt,bellibolt,939,25,,1346,1,false,true,false,true
940,wattrel,wattrel,940,25,,1366,1,false,true,false,true
941,kilowattrel,kilowattrel,941,25,,1367,1,false,true,false,true
942,maschiff,maschiff,942,25,,1382,1,false,true,false,true
943,mabosstiff,mabosstiff,943,25,,1383,1,false,true,false,true
944,shroodle,shroodle,944,25,,1378,1,false,true,false,true
