id,species_id,catalog_id,entry_number
1663,124,1,124
1664,124,2,124
1665,124,3,153
1666,124,7,155
1667,124,14,84
1668,124,21,110
1669,124,22,110
1670,124,26,124
1671,124,29,14
1672,125,1,125
1673,125,2,125
1674,125,3,155
1675,125,6,198
1676,125,7,157
1677,125,9,57
1678,125,16,227
1679,125,19,99
1680,125,21,296
1681,125,24,117
1682,125,26,125
1683,125,29,16
1684,125,30,183
1685,125,33,11
1686,126,1,126
1687,126,2,126
1688,126,3,151
1689,126,6,201
1690,126,7,153
1691,126,9,54
1692,126,16,167
1693,126,18,94
1694,126,21,201
1695,126,23,102
1696,126,26,126
1697,126,29,19
1698,126,30,175
1699,126,33,14
1700,127,1,127
1701,127,2,127
1702,127,3,112
1703,127,4,167
1704,127,7,113
1705,127,9,146
1706,127,13,130
1707,127,15,174
1708,127,16,175
1709,127,18,102
1710,127,20,65
1711,127,21,211
1712,127,23,112
1713,127,25,78
1714,127,26,127
1715,127,28,120
1716,127,34,178
1717,127,36,127
1718,128,1,128
1719,128,2,128
1720,128,3,148
1721,128,7,150
1722,128,13,125
1723,128,16,137
1724,128,18,64
1725,128,20,61
1726,128,21,170
1727,128,23,71
1728,128,25,73
1729,128,26,128
1730,128,28,116
1731,128,31,223
1732,128,33,22
1733,128,36,128
1734,129,1,129
1735,129,2,129
1736,129,3,76
1737,129,4,52
1738,129,5,23
1739,129,6,23
1740,129,7,76
1741,129,11,13
1742,129,12,49
1743,129,15,53
1744,129,16,91
1745,129,17,91
1746,129,18,34
1747,129,19,51
1748,129,20,41
1749,129,21,111
1750,129,22,111
1751,129,23,34
1752,129,24,54
1753,129,25,53
1754,129,26,129
1755,129,27,144
1756,129,28,42
1757,129,29,62
1758,129,30,80
1759,129,31,134
1760,129,32,43
1761,129,34,32
1762,130,1,130
1763,130,2,130
1764,130,3,77
1765,130,4,53
1766,130,5,24
1767,130,6,24
1768,130,7,77
1769,130,11,14
1770,130,12,50
1771,130,15,54
1772,130,16,92
1773,130,17,92
1774,130,18,35
1775,130,19,52
1776,130,20,42
1777,130,21,112
1778,130,22,112
1779,130,23,35
1780,130,24,55
1781,130,25,54
1782,130,26,130
1783,130,27,145
1784,130,28,43
1785,130,29,63
1786,130,30,81
1787,130,31,135
1788,130,32,44
1789,130,34,33
1790,130,36,130
1791,131,1,131
1792,131,2,131
1793,131,3,219
1794,131,7,224
1795,131,9,242
1796,131,11,190
1797,131,13,150
1798,131,16,268
1799,131,20,83
1800,131,21,353
1801,131,25,100
1802,131,26,131
1803,131,27,361
1804,131,29,190
1805,131,33,145
1806,132,1,132
1807,132,2,132
1808,132,3,92
1809,132,7,92
1810,132,9,261
1811,132,14,138
1812,132,16,209
1813,132,19,81
1814,132,21,271
1815,132,24,92
1816,132,26,132
1817,132,27,373
1818,132,28,207
1819,132,31,212
1820,132,36,132
1821,133,1,133
1822,133,2,133
1823,133,3,180
1824,133,6,163
1825,133,7,184
1826,133,9,91
1827,133,11,1
1828,133,13,77
1829,133,16,123
1830,133,18,50
1831,133,21,153
1832,133,23,54
1833,133,26,133
1834,133,27,196
1835,133,29,74
1836,133,30,25
1837,133,31,179
1838,133,34,100
1839,134,1,134
1840,134,2,134
1841,134,3,181
1842,134,6,164
1843,134,7,185
1844,134,9,92
1845,134,11,2
1846,134,13,78
1847,134,16,124
1848,134,18,51
1849,134,21,154
1850,134,23,55
1851,134,26,134
1852,134,27,197
1853,134,29,75
1854,134,30,26
1855,134,31,180
1856,134,34,101
1857,134,36,134
1858,135,1,135
1859,135,2,135
1860,135,3,182
1861,135,6,165
1862,135,7,186
1863,135,9,93
1864,135,11,3
1865,135,13,79
1866,135,16,125
1867,135,18,52
1868,135,21,155
1869,135,23,56
1870,135,26,135
1871,135,27,198
1872,135,29,76
1873,135,30,27
1874,135,31,181
1875,135,34,102
1876,135,36,135
1877,136,1,136
1878,136,2,136
1879,136,3,183
1880,136,6,166
1881,136,7,187
1882,136,9,94
1883,136,11,4
1884,136,13,80
1885,136,16,126
1886,136,18,53
1887,136,21,156
1888,136,23,57
1889,136,26,136
1890,136,27,199
1891,136,29,77
1892,136,30,28
1893,136,31,182
1894,136,34,103
1895,136,36,136
1896,137,1,137
1897,137,2,137
1898,137,3,215
1899,137,6,192
1900,137,7,220
1901,137,16,217
1902,137,19,89
1903,137,21,281
1904,137,24,102
1905,137,26,137
1906,137,28,208
1907,137,30,133
1908,137,33,129
1909,137,35,11
1910,138,1,138
1911,138,2,138
1912,138,3,220
1913,138,7,225
1914,138,21,227
1915,138,23,128
1916,138,26,138
1917,138,29,123
1918,139,1,139
1919,139,2,139
1920,139,3,221
1921,139,7,226
1922,139,21,228
1923,139,23,129
1924,139,26,139
1925,139,29,124
1926,140,1,140
1927,140,2,140
1928,140,3,222
1929,140,7,227
1930,140,21,229
1931,140,23,130
1932,140,26,140
1933,140,29,125
1934,141,1,141
1935,141,2,141
1936,141,3,223
1937,141,7,228
1938,141,21,230
1939,141,23,131
1940,141,26,141
1941,141,29,126
1942,142,1,142
1943,142,2,142
1944,142,3,224
1945,142,7,229
1946,142,13,68
1947,142,16,284
1948,142,20,99
1949,142,21,382
1950,142,25,129
1951,142,26,142
1952,142,29,127
1953,142,34,192
1954,142,36,142
1955,143,1,143
1956,143,2,143
1957,143,3,225
1958,143,5,113
1959,143,6,113
1960,143,7,230
1961,143,11,179
1962,143,12,139
1963,143,16,36
1964,143,17,36
1965,143,21,43
1966,143,22,43
1967,143,26,143
1968,143,27,261
1969,143,29,173
1970,143,30,52
1971,143,32,103
1972,143,36,143
1973,144,1,144
1974,144,2,144
1975,144,3,235
1976,144,7,240
1977,144,11,192
1978,144,13,151
1979,144,26,144
1980,144,29,202
1981,145,1,145
1982,145,2,145
1983,145,3,236
1984,145,7,241
1985,145,13,152
1986,145,26,145
1987,145,29,203
1988,146,1,146
1989,146,2,146
1990,146,3,237
1991,146,7,242
1992,146,13,153
1993,146,26,146
1994,146,29,204
1995,147,1,147
1996,147,2,147
1997,147,3,241
1998,147,7,246
1999,147,11,76
2000,147,14,145
2001,147,16,281
2002,147,20,96
2003,147,21,379
2004,147,25,126
2005,147,26,147
2006,147,29,194
2007,147,31,347
2008,147,34,145
2009,148,1,148
2010,148,2,148
2011,148,3,242
2012,148,7,247
2013,148,11,77
2014,148,14,146
2015,148,16,282
2016,148,20,97
2017,148,21,380
2018,148,25,127
2019,148,26,148
2020,148,29,195
2021,148,31,348
2022,148,34,146
2023,149,1,149
2024,149,2,149
2025,149,3,243
2026,149,7,248
2027,149,11,78
2028,149,14,147
2029,149,16,283
2030,149,20,98
2031,149,21,381
2032,149,25,128
2033,149,26,149
2034,149,29,196
2035,149,31,349
2036,149,34,147
2037,149,36,149
2038,150,1,150
2039,150,2,150
2040,150,3,249
2041,150,7,254
2042,150,11,196
2043,150,14,151
2044,150,26,150
2045,150,34,232
2046,151,1,151
2047,151,2,151
2048,151,3,250
2049,151,7,255
2050,151,26,151
2051,152,1,152
2052,152,3,1
2053,152,7,1
2054,152,33,173
2055,152,34,1
2056,153,1,153
2057,153,3,2
2058,153,7,2
2059,153,33,174
2060,153,34,2
2061,154,1,154
2062,154,3,3
2063,154,7,3
2064,154,33,175
2065,154,34,3
2066,154,36,154
2067,155,1,155
2068,155,3,4
2069,155,7,4
2070,155,30,4
2071,155,33,176
2072,156,1,156
2073,156,3,5
2074,156,7,5
2075,156,30,5
2076,156,33,177
2077,157,1,157
2078,157,3,6
2079,157,7,6
2080,157,30,6
2081,157,33,178
2082,157,36,157
2083,158,1,158
2084,158,3,7
2085,158,7,7
2086,158,33,179
2087,158,34,7
2088,159,1,159
2089,159,3,8
2090,159,7,8
2091,159,33,180
2092,159,34,8
2093,160,1,160
2094,160,3,9
2095,160,7,9
2096,160,33,181
2097,160,34,9
2098,160,36,160
2099,161,1,161
2100,161,3,19
2101,161,7,19
2102,161,12,109
2103,161,32,26
2104,162,1,162
2105,162,3,20
2106,162,7,20
2107,162,12,110
2108,162,32,27
2109,163,1,163
2110,163,3,15
2111,163,5,106
2112,163,6,106
2113,163,7,15
2114,163,14,117
2115,163,21,212
2116,163,23,113
2117,163,27,19
2118,163,32,45
2119,164,1,164
2120,164,3,16
2121,164,5,107
2122,164,6,107
2123,164,7,16
2124,164,14,118
2125,164,21,213
2126,164,23,114
2127,164,27,20
2128,164,32,46
2129,165,1,165
2130,165,3,30
2131,165,7,30
2132,165,12,74
2133,165,16,20
2134,165,17,20
2135,165,19,8
2136,165,21,20
2137,165,22,20
2138,165,24,8
2139,166,1,166
2140,166,3,31
2141,166,7,31
2142,166,12,75
2143,166,16,21
2144,166,17,21
2145,166,19,9
2146,166,21,21
2147,166,22,21
2148,166,24,9
2149,167,1,167
2150,167,3,32
2151,167,7,32
2152,167,14,107
2153,167,16,22
2154,167,17,22
2155,167,19,10
2156,167,21,22
2157,167,22,22
2158,167,24,10
2159,167,32,1
2160,167,34,58
2161,168,1,168
2162,168,3,33
2163,168,7,33
2164,168,14,108
2165,168,16,23
2166,168,17,23
2167,168,19,11
2168,168,21,23
2169,168,22,23
2170,168,24,11
2171,168,32,2
2172,168,34,59
2173,168,36,168
2174,169,1,169
2175,169,3,39
2176,169,4,65
2177,169,5,30
2178,169,6,30
2179,169,7,39
2180,169,9,63
2181,169,11,25
2182,169,12,147
2183,169,15,67
2184,169,16,70
2185,169,17,70
2186,169,18,28
2187,169,19,37
2188,169,20,21
2189,169,21,82
2190,169,22,82
2191,169,23,28
2192,169,24,37
2193,169,25,28
2194,169,29,146
2195,169,30,36
2196,169,35,96
2197,170,1,170
2198,170,3,174
2199,170,4,181
2200,170,7,176
2201,170,13,147
2202,170,15,190
2203,170,16,201
2204,170,18,128
2205,170,21,257
2206,170,23,158
2207,170,27,220
2208,170,28,188
2209,170,33,78
2210,171,1,171
2211,171,3,175
2212,171,4,182
2213,171,7,177
2214,171,13,148
2215,171,15,191
2216,171,16,202
2217,171,18,129
2218,171,21,258
2219,171,23,159
2220,171,27,221
2221,171,28,189
2222,171,33,79
2223,172,1,172
2224,172,3,21
2225,172,4,155
2226,172,5,103
2227,172,6,103
2228,172,7,21
2229,172,11,15
2230,172,12,35
2231,172,15,162
2232,172,16,24
2233,172,17,24
2234,172,21,31
2235,172,22,31
2236,172,27,193
2237,172,28,84
2238,172,30,55
2239,172,31,73
2240,172,32,20
2241,172,34,52
2242,173,1,173
2243,173,3,40
2244,173,5,99
2245,173,6,99
2246,173,7,40
2247,173,9,88
2248,173,16,210
2249,173,19,82
2250,173,21,272
2251,173,24,93
2252,173,27,254
2253,173,29,43
2254,173,30,199
2255,173,32,151
2256,173,34,55
2257,174,1,174
2258,174,3,43
2259,174,4,137
2260,174,7,43
2261,174,9,281
2262,174,11,20
2263,174,14,119
2264,174,15,142
2265,174,16,134
2266,174,18,61
2267,174,21,167
2268,174,23,68
2269,174,28,11
2270,174,31,59
2271,174,35,76
2272,175,1,175
2273,175,3,46
2274,175,6,173
2275,175,7,46
2276,175,27,257
2277,175,30,127
2278,176,1,176
2279,176,3,47
2280,176,6,174
2281,176,7,47
2282,176,27,258
2283,176,30,128
2284,177,1,177
2285,177,3,159
2286,177,4,162
2287,177,7,161
2288,177,15,169
2289,177,21,252
2290,177,23,153
2291,177,27,92
2292,178,1,178
2293,178,3,160
2294,178,4,163
2295,178,7,162
2296,178,15,170
2297,178,21,253
2298,178,23,154
2299,178,27,93
2300,179,1,179
2301,179,3,53
2302,179,7,53
2303,179,9,25
2304,179,11,45
2305,179,13,127
2306,179,21,162
2307,179,23,63
2308,179,31,101
2309,179,34,24
2310,180,1,180
2311,180,3,54
2312,180,7,54
2313,180,9,26
2314,180,11,46
2315,180,13,128
2316,180,21,163
2317,180,23,64
2318,180,31,102
2319,180,34,25
2320,181,1,181
2321,181,3,55
2322,181,7,55
2323,181,9,27
2324,181,11,47
2325,181,13,129
2326,181,21,164
2327,181,23,65
2328,181,31,103
2329,181,34,26
2330,181,36,181
2331,182,1,182
2332,182,3,86
2333,182,4,91
2334,182,7,86
2335,182,12,108
2336,182,15,94
2337,182,27,58
2338,182,33,65
2339,183,1,183
2340,183,3,130
2341,183,4,55
2342,183,5,125
2343,183,6,125
2344,183,7,132
2345,183,9,31
2346,183,12,42
2347,183,15,56
2348,183,28,140
2349,183,31,47
2350,184,1,184
2351,184,3,131
2352,184,4,56
2353,184,5,126
2354,184,6,126
2355,184,7,133
2356,184,9,32
2357,184,12,43
2358,184,15,57
2359,184,28,141
2360,184,31,48
2361,184,36,184
2362,185,1,185
2363,185,3,106
2364,185,5,93
2365,185,6,93
2366,185,7,107
2367,185,14,130
2368,185,16,31
2369,185,17,31
2370,185,18,15
2371,185,21,38
2372,185,22,38
2373,185,23,15
2374,185,27,253
2375,185,30,124
2376,185,31,88
2377,185,32,84
2378,186,1,186
2379,186,3,75
2380,186,7,75
2381,186,14,36
2382,186,16,152
2383,186,18,79
2384,186,19,71
2385,186,21,185
2386,186,23,86
2387,186,24,77
2388,186,28,145
2389,186,32,42
2390,186,36,186
2391,187,1,187
2392,187,3,67
2393,187,7,67
2394,187,12,135
2395,187,31,16
2396,188,1,188
2397,188,3,68
2398,188,7,68
2399,188,12,136
2400,188,31,17
2401,189,1,189
2402,189,3,69
2403,189,7,69
2404,189,12,137
2405,189,31,18
2406,190,1,190
2407,190,3,122
2408,190,5,63
2409,190,6,63
2410,190,7,123
2411,190,21,368
2412,190,25,115
2413,190,30,78
2414,190,32,47
2415,191,1,191
2416,191,3,102
2417,191,7,103
2418,191,9,20
2419,191,31,31
2420,192,1,192
2421,192,3,103
2422,192,7,104
2423,192,9,21
2424,192,31,32
2425,193,1,193
2426,193,3,101
2427,193,6,183
2428,193,7,101
2429,193,9,286
2430,193,13,87
2431,193,30,105
2432,193,32,3
2433,194,1,194
2434,194,3,56
2435,194,5,117
2436,194,6,117
2437,194,7,56
2438,194,11,18
2439,194,14,17
2440,194,27,100
2441,194,28,58
2442,194,31,53
2443,194,32,5
2444,195,1,195
2445,195,3,57
2446,195,5,118
2447,195,6,118
2448,195,7,57
2449,195,11,19
2450,195,14,18
2451,195,27,101
2452,195,28,59
2453,195,32,6
2454,196,1,196
2455,196,3,184
2456,196,6,167
2457,196,7,188
2458,196,9,95
2459,196,11,5
2460,196,13,81
2461,196,16,127
2462,196,18,54
2463,196,21,157
2464,196,23,58
2465,196,27,200
2466,196,29,79
2467,196,30,29
2468,196,31,183
2469,196,34,104
2470,196,36,196
2471,197,1,197
2472,197,3,185
2473,197,6,168
2474,197,7,189
2475,197,9,96
2476,197,11,6
2477,197,13,82
2478,197,16,128
2479,197,18,55
2480,197,21,158
2481,197,23,59
2482,197,27,201
2483,197,29,78
2484,197,30,30
2485,197,31,184
2486,197,34,105
2487,197,36,197
2488,198,1,198
2489,198,3,208
2490,198,5,74
2491,198,6,74
2492,198,7,213
2493,198,14,51
2494,198,16,277
2495,198,20,92
2496,198,21,78
2497,198,22,78
2498,198,30,140
2499,198,31,232
2500,199,1,199
2501,199,3,82
2502,199,7,82
2503,199,13,135
2504,199,16,39
2505,199,17,39
2506,199,19,20
2507,199,21,46
2508,199,22,46
2509,199,24,20
2510,199,28,3
2511,199,31,326
2512,199,33,77
2513,199,34,139
2514,199,36,199
2515,200,1,200
2516,200,3,214
2517,200,5,72
2518,200,6,72
2519,200,7,219
2520,200,11,183
2521,200,16,66
2522,200,17,66
2523,200,21,372
2524,200,25,119
2525,200,30,197
2526,200,31,114
2527,201,1,201
2528,201,3,61
2529,201,5,114
2530,201,6,114
2531,201,7,61
2532,201,30,142
2533,202,1,202
2534,202,3,107
2535,202,4,161
2536,202,7,108
2537,202,13,119
2538,202,15,168
2539,202,27,217
2540,203,1,203
2541,203,3,147
2542,203,4,164
2543,203,5,121
2544,203,6,121
2545,203,7,149
2546,203,15,171
2547,203,31,192
2548,203,33,25
2549,204,1,204
2550,204,3,93
2551,204,7,93
2552,204,11,56
2553,204,21,268
2554,204,24,89
2555,204,31,258
2556,205,1,205
2557,205,3,94
2558,205,7,94
2559,205,11,57
2560,205,21,269
2561,205,24,90
2562,205,31,259
2563,205,36,205
2564,206,1,206
2565,206,3,52
2566,206,7,52
2567,206,9,35
2568,206,12,40
2569,206,21,63
2570,206,22,63
2571,206,28,52
2572,206,31,188
2573,206,32,160
2574,207,1,207
2575,207,3,189
2576,207,6,153
2577,207,7,193
2578,207,9,221
2579,207,14,115
2580,207,30,185
2581,207,32,121
2582,208,1,208
2583,208,3,63
2584,208,5,35
2585,208,6,35
2586,208,7,63
2587,208,9,72
2588,208,11,176
2589,208,13,54
2590,208,27,179
2591,208,30,119
2592,208,34,198
2593,208,36,208
2594,209,1,209
2595,209,3,123
2596,209,7,125
2597,209,13,71
2598,209,16,258
2599,209,20,73
2600,209,21,339
2601,209,25,86
2602,209,33,151
2603,210,1,210
2604,210,3,124
2605,210,7,126
2606,210,13,72
2607,210,16,259
2608,210,20,74
2609,210,21,340
2610,210,25,87
2611,210,33,152
2612,211,1,211
2613,211,3,161
2614,211,7,163
2615,211,13,38
2616,211,27,304
2617,211,30,84
2618,211,31,331
2619,211,33,146
2620,211,35,37
2621,211,36,211
2622,212,1,212
2623,212,3,111
2624,212,6,196
2625,212,7,112
2626,212,11,189
2627,212,14,137
2628,212,16,276
2629,212,20,91
2630,212,21,366
2631,212,25,113
2632,212,28,119
2633,212,30,74
2634,212,31,261
2635,212,33,20
2636,212,34,177
2637,212,36,212
2638,213,1,213
2639,213,3,166
2640,213,7,168
2641,213,9,232
2642,213,14,14
2643,213,27,227
2644,213,29,170
2645,214,1,214
2646,214,3,113
2647,214,4,168
2648,214,5,62
2649,214,6,62
2650,214,7,114
2651,214,9,145
2652,214,13,131
2653,214,15,175
2654,214,21,367
2655,214,25,114
2656,214,28,121
2657,214,30,75
2658,214,31,262
2659,214,32,49
2660,214,34,179
2661,214,36,214
2662,215,1,215
2663,215,3,213
2664,215,5,144
2665,215,6,144
2666,215,7,218
2667,215,9,252
2668,215,11,181
2669,215,14,91
2670,215,16,249
2671,215,19,121
2672,215,21,326
2673,215,24,147
2674,215,27,292
2675,215,29,28
2676,215,30,202
2677,215,31,230
2678,215,32,170
2679,216,1,216
2680,216,3,193
2681,216,7,198
2682,216,14,132
2683,216,30,112
2684,216,31,215
2685,217,1,217
2686,217,3,194
2687,217,7,199
2688,217,14,133
2689,217,30,113
2690,217,31,216
2691,218,1,218
2692,218,3,211
2693,218,4,103
2694,218,7,216
2695,218,14,12
2696,218,15,108
2697,218,32,144
2698,219,1,219
2699,219,3,212
2700,219,4,104
2701,219,7,217
2702,219,14,13
2703,219,15,109
2704,219,32,145
2705,220,1,220
2706,220,3,191
2707,220,6,203
2708,220,7,195
2709,220,9,258
2710,220,14,76
2711,220,27,75
2712,220,29,7
2713,220,30,212
2714,220,32,50
2715,221,1,221
2716,221,3,192
2717,221,6,204
2718,221,7,196
2719,221,9,259
2720,221,14,77
2721,221,27,76
2722,221,29,8
2723,221,30,213
2724,221,32,51
2725,222,1,222
2726,222,3,171
2727,222,4,180
2728,222,7,173
2729,222,9,237
2730,222,13,146
2731,222,15,189
2732,222,16,112
2733,222,17,112
2734,222,18,44
2735,222,21,135
2736,222,22,135
2737,222,23,44
2738,222,27,236
2739,223,1,223
2740,223,3,172
2741,223,5,132
2742,223,6,132
2743,223,7,174
2744,223,9,235
2745,223,13,144
2746,223,21,143
2747,223,22,143
2748,223,23,47
2749,223,27,148
2750,223,28,44
2751,223,30,146
2752,224,1,224
2753,224,3,173
2754,224,5,133
2755,224,6,133
2756,224,7,175
2757,224,9,236
2758,224,13,145
2759,224,21,144
2760,224,22,144
2761,224,23,48
2762,224,27,149
2763,224,28,45
2764,224,30,147
2765,225,1,225
2766,225,3,190
2767,225,7,194
2768,225,9,254
2769,225,14,90
2770,225,16,81
2771,225,17,81
2772,225,21,95
2773,225,22,95
2774,225,27,78
2775,225,29,120
2776,225,31,354
2777,225,34,168
2778,226,1,226
2779,226,3,197
2780,226,5,141
2781,226,6,141
2782,226,7,202
2783,226,9,234
2784,226,13,140
2785,226,21,146
2786,226,22,146
2787,226,23,50
2788,226,27,355
2789,226,28,47
2790,226,30,165
2791,227,1,227
2792,227,3,198
2793,227,4,115
2794,227,7,203
2795,227,9,203
2796,227,14,112
2797,227,15,120
2798,227,16,208
2799,227,19,80
2800,227,20,72
2801,227,21,270
2802,227,24,91
2803,227,25,85
2804,227,28,153
2805,227,33,113
2806,227,34,216
2807,227,36,227
2808,228,1,228
2809,228,3,209
2810,228,6,176
2811,228,7,214
2812,228,13,75
2813,228,21,289
2814,228,24,110
2815,228,31,25
2816,228,32,123
2817,228,34,91
2818,229,1,229
2819,229,3,210
2820,229,6,177
2821,229,7,215
2822,229,13,76
2823,229,21,290
2824,229,24,111
2825,229,31,26
2826,229,32,124
2827,229,34,92
2828,229,36,229
2829,230,1,230
2830,230,3,188
2831,230,4,186
2832,230,7,192
2833,230,13,41
2834,230,15,195
2835,230,28,200
2836,230,33,54
2837,231,1,231
2838,231,3,195
2839,231,4,165
2840,231,7,200
2841,231,15,172
2842,231,31,122
2843,232,1,232
2844,232,3,196
2845,232,4,166
2846,232,7,201
2847,232,15,173
2848,232,31,123
2849,233,1,233
2850,233,3,216
2851,233,6,193
2852,233,7,221
2853,233,16,218
2854,233,19,90
2855,233,21,282
2856,233,24,103
2857,233,28,209
2858,233,30,134
2859,233,33,130
2860,233,35,12
2861,234,1,234
2862,234,3,129
2863,234,7,131
2864,234,30,49
2865,234,31,204
2866,234,32,53
2867,235,1,235
2868,235,3,157
2869,235,7,159
2870,235,12,124
2871,235,16,58
2872,235,17,58
2873,235,21,70
2874,235,22,70
2875,235,33,40
2876,236,1,236
2877,236,3,143
2878,236,7,145
2879,236,27,107
2880,236,33,92
2881,237,1,237
2882,237,3,146
2883,237,7,148
2884,237,27,110
2885,237,33,95
2886,238,1,238
2887,238,3,152
2888,238,7,154
2889,238,14,83
2890,238,21,109
2891,238,22,109
2892,238,29,13
2893,239,1,239
2894,239,3,154
2895,239,6,197
2896,239,7,156
2897,239,9,56
2898,239,16,226
2899,239,19,98
2900,239,21,295
2901,239,24,116
2902,239,29,15
2903,239,30,182
2904,239,33,10
2905,240,1,240
2906,240,3,150
2907,240,6,200
2908,240,7,152
2909,240,9,53
2910,240,16,166
2911,240,18,93
2912,240,21,200
2913,240,23,101
2914,240,29,18
2915,240,30,174
2916,240,33,13
2917,241,1,241
2918,241,3,149
2919,241,7,151
2920,241,13,126
2921,241,16,138
2922,241,18,65
2923,241,20,62
2924,241,21,171
2925,241,23,72
2926,241,25,74
2927,241,28,117
2928,242,1,242
2929,242,3,218
2930,242,5,98
2931,242,6,98
2932,242,7,223
2933,242,16,34
2934,242,17,34
2935,242,18,18
2936,242,19,17
2937,242,20,10
2938,242,21,41
2939,242,22,41
2940,242,23,18
2941,242,24,17
2942,242,25,17
2943,242,28,8
2944,242,30,88
2945,242,31,45
2946,242,33,18
2947,243,1,243
2948,243,3,238
2949,243,7,243
2950,244,1,244
2951,244,3,239
2952,244,7,244
2953,245,1,245
2954,245,3,240
2955,245,7,245
2956,246,1,246
2957,246,3,244
2958,246,7,249
2959,246,9,292
2960,246,11,79
2961,246,14,102
2962,246,21,247
2963,246,23,148
2964,246,27,383
2965,246,29,139
2966,246,31,316
2967,246,34,206
2968,247,1,247
2969,247,3,245
2970,247,7,250
2971,247,9,293
2972,247,11,80
2973,247,14,103
2974,247,21,248
2975,247,23,149
2976,247,27,384
2977,247,29,140
2978,247,31,317
2979,247,34,207
2980,248,1,248
2981,248,3,246
2982,248,7,251
2983,248,9,294
2984,248,11,81
2985,248,14,104
2986,248,21,249
2987,248,23,150
2988,248,27,385
2989,248,29,141
2990,248,31,318
2991,248,34,208
2992,248,36,248
2993,249,1,249
2994,249,3,247
2995,249,7,252
2996,250,1,250
2997,250,3,248
2998,250,7,253
2999,251,1,251
3000,251,3,251
3001,251,7,256
3002,252,1,252
3003,252,4,1
3004,252,11,130
3005,252,15,1
3006,252,33,182
3007,252,35,39
3008,253,1,253
3009,253,4,2
3010,253,11,131
3011,253,15,2
3012,253,33,183
3013,253,35,40
3014,254,1,254
3015,254,4,3
3016,254,11,132
3017,254,15,3
3018,254,33,184
3019,254,35,41
3020,254,36,254
3021,255,1,255
3022,255,4,4
3023,255,15,4
3024,255,33,185
3025,255,35,42
3026,256,1,256
3027,256,4,5
3028,256,15,5
3029,256,33,186
3030,256,35,43
3031,257,1,257
3032,257,4,6
3033,257,15,6
3034,257,33,187
3035,257,35,44
3036,257,36,257
3037,258,1,258
3038,258,4,7
3039,258,15,7
3040,258,33,188
3041,258,35,45
3042,259,1,259
3043,259,4,8
3044,259,15,8
3045,259,33,189
3046,259,35,46
3047,260,1,260
3048,260,4,9
3049,260,15,9
3050,260,33,190
3051,260,35,47
3052,260,36,260
3053,261,1,261
3054,261,4,10
3055,261,14,44
3056,261,15,10
3057,261,32,7
3058,262,1,262
3059,262,4,11
3060,262,14,45
3061,262,15,11
3062,262,32,8
3063,263,1,263
3064,263,4,12
3065,263,12,12
3066,263,15,12
3067,263,27,31
3068,263,29,71
3069,264,1,264
3070,264,4,13
3071,264,12,13
3072,264,15,13
3073,264,27,32
3074,264,29,72
3075,265,1,265
3076,265,4,14
3077,265,5,48
3078,265,6,48
3079,265,15,14
3080,265,30,18
3081,266,1,266
3082,266,4,15
3083,266,5,49
3084,266,6,49
3085,266,15,15
3086,266,30,19
3087,267,1,267
3088,267,4,16
3089,267,5,50
3090,267,6,50
3091,267,15,16
3092,267,30,20
3093,268,1,268
3094,268,4,17
3095,268,5,51
3096,268,6,51
3097,268,15,17
3098,268,30,21
3099,269,1,269
3100,269,4,18
3101,269,5,52
3102,269,6,52
3103,269,15,18
3104,269,30,22
3105,270,1,270
3106,270,4,19
3107,270,14,55
3108,270,15,19
3109,270,27,36
3110,270,32,104
3111,271,1,271
3112,271,4,20
3113,271,14,56
3114,271,15,20
3115,271,27,37
3116,271,32,105
3117,272,1,272
3118,272,4,21
3119,272,14,57
3120,272,15,21
3121,272,27,38
3122,272,32,106
3123,273,1,273
3124,273,4,22
3125,273,15,22
3126,273,27,39
3127,273,32,54
3128,274,1,274
3129,274,4,23
3130,274,15,23
3131,274,27,40
3132,274,32,55
3133,275,1,275
3134,275,4,24
3135,275,15,24
3136,275,27,41
3137,275,32,56
3138,276,1,276
3139,276,4,25
3140,276,13,19
3141,276,15,25
3142,277,1,277
3143,277,4,26
3144,277,13,20
3145,277,15,26
3146,278,1,278
3147,278,4,27
3148,278,5,119
3149,278,6,119
3150,278,9,212
3151,278,13,17
3152,278,15,27
3153,278,16,40
3154,278,17,40
3155,278,18,19
3156,278,19,21
3157,278,20,11
3158,278,21,47
3159,278,22,47
3160,278,23,19
3161,278,24,21
3162,278,25,18
3163,278,27,62
3164,278,28,48
3165,278,31,132
3166,279,1,279
3167,279,4,28
3168,279,5,120
3169,279,6,120
3170,279,9,213
3171,279,13,18
3172,279,15,28
3173,279,16,41
3174,279,17,41
3175,279,18,20
3176,279,19,22
3177,279,20,12
3178,279,21,48
3179,279,22,48
3180,279,23,20
3181,279,24,22
3182,279,25,19
3183,279,27,63
3184,279,28,49
3185,279,31,133
3186,279,36,279
3187,280,1,280
3188,280,4,29
3189,280,6,157
3190,280,11,9
3191,280,12,64
3192,280,15,29
3193,280,27,120
3194,280,28,34
3195,280,30,101
3196,280,31,62
3197,280,32,57
3198,280,34,87
3199,281,1,281
3200,281,4,30
3201,281,6,158
3202,281,11,10
3203,281,12,65
3204,281,15,30
3205,281,27,121
3206,281,28,35
3207,281,30,102
3208,281,31,63
3209,281,32,58
3210,281,34,88
3211,282,1,282
3212,282,4,31
3213,282,6,159
3214,282,11,11
3215,282,12,66
