id,area_id,creature_id,method_id,min_level,max_level,chance,max_chance
9843,158,371,1,28,28,10,22
9844,158,371,1,29,29,1,22
9845,158,371,1,30,30,1,22
9847,158,400,1,24,24,20,20
9848,158,400,1,28,28,20,20
9854,158,412,55,5,15,40,60
9860,158,415,55,5,15,20,60
9866,158,420,55,5,15,20,30
9869,158,446,55,5,15,100,100
9871,159,41,1,12,12,10,10
9872,159,41,1,14,14,10,10
9873,159,66,1,14,14,10,31
9879,159,66,1,15,15,1,31
9881,159,74,1,13,13,10,10
9883,159,77,1,13,13,10,10
9885,159,163,1,14,14,10,10
9886,159,163,1,15,15,10,10
9889,159,216,1,12,12,4,8
9890,159,216,1,14,14,4,8
9891,159,216,1,15,15,4,8
9892,159,216,1,16,16,4,8
9898,159,236,1,13,13,10,22
9899,159,236,1,12,12,1,22
9902,159,236,1,14,14,10,22
9903,159,236,1,15,15,1,22
9904,159,236,1,16,16,1,22
9916,159,307,1,12,12,10,61
9923,159,307,1,13,13,20,60
9925,159,307,1,14,14,10,60
9927,159,307,1,15,15,10,60
9937,159,399,1,13,13,20,61
9945,159,399,1,12,12,1,61
9946,159,399,1,14,14,20,20
9950,159,433,1,13,13,5,10
9951,159,433,1,14,14,10,15
9952,159,433,1,16,16,5,15
9953,159,436,1,14,14,5,26
9959,159,436,1,16,16,1,26
9961,160,41,1,26,26,10,10
9962,160,41,1,28,28,10,10
9967,160,67,1,28,28,10,30
9968,160,67,1,27,27,10,30
9969,160,67,1,29,29,10,15
9971,160,67,1,30,30,1,15
9973,160,75,1,27,27,20,20
9974,160,75,1,28,28,20,20
9984,160,77,1,26,26,10,41
9989,160,77,1,27,27,4,41
9990,160,77,1,28,28,1,41
9992,160,164,1,28,28,10,10
9993,160,164,1,29,29,10,10
10001,160,190,55,5,15,5,25
10004,160,214,55,5,15,5,5
10007,160,216,1,28,28,4,8
10008,160,216,1,27,27,4,8
10013,160,265,55,5,15,20,20
10014,160,266,55,5,15,20,20
10015,160,268,55,5,15,20,20
10032,160,307,1,27,27,20,60
10034,160,307,1,28,28,10,60
10036,160,307,1,29,29,10,60
10041,160,333,1,27,27,10,22
10044,160,333,1,28,28,1,22
10050,160,412,55,5,15,40,60
10056,160,415,55,5,15,20,60
10062,160,420,55,5,15,20,30
10065,160,433,1,27,27,5,10
10067,160,433,1,28,28,10,15
10068,160,433,1,30,30,5,15
10071,160,436,1,29,29,1,10
10074,160,446,55,5,15,100,100
10078,161,54,5,20,40,30,90
10080,161,54,5,20,30,30,90
10085,161,55,5,30,40,4,10
10089,161,55,5,20,40,1,10
10096,161,118,3,15,20,40,45
10098,161,118,3,10,25,1,45
10104,161,119,4,20,50,1,45
10105,161,119,4,30,40,40,45
10107,161,119,4,40,55,1,45
10122,161,129,2,4,6,60,155
10123,161,129,2,3,7,30,155
10125,161,129,2,5,10,4,155
10126,161,129,2,5,15,1,155
10127,161,129,3,15,20,40,155
10128,161,129,3,10,25,15,155
10133,161,130,4,30,40,40,55
10134,161,130,4,40,55,15,55
10135,161,183,1,21,21,20,45
10137,161,183,1,22,22,10,45
10139,161,183,1,23,23,1,45
10147,161,190,55,5,15,5,25
10150,161,214,55,5,15,5,5
10156,161,235,1,16,16,10,22
10158,161,235,1,18,18,1,22
10159,161,235,1,22,22,10,22
10160,161,235,1,21,21,10,22
10161,161,235,1,24,24,1,22
10162,161,235,1,23,23,1,22
10167,161,265,55,5,15,20,20
10168,161,266,55,5,15,20,20
10169,161,268,55,5,15,20,20
10170,161,280,1,22,22,10,10
10171,161,281,1,22,22,10,20
10173,161,281,1,24,24,5,20
10176,161,315,1,16,16,10,15
10177,161,315,1,17,17,5,15
10178,161,315,1,23,23,20,35
10179,161,315,1,22,22,10,35
10181,161,315,1,24,24,1,35
10183,161,396,1,16,16,20,20
10190,161,397,1,17,17,10,35
10191,161,397,1,18,18,5,35
10193,161,397,1,23,23,10,30
10194,161,397,1,21,21,10,30
10206,161,402,1,17,17,4,40
10208,161,402,1,18,18,1,40
10212,161,406,1,16,16,10,30
10218,161,412,55,5,15,40,60
10224,161,415,55,5,15,20,60
10230,161,420,55,5,15,20,30
10233,161,446,55,5,15,100,100
10236,162,23,1,20,20,4,8
10237,162,23,1,18,18,4,8
10238,162,23,1,23,23,4,8
10239,162,23,1,26,26,4,8
10240,162,72,5,20,30,30,30
10241,162,73,5,20,40,1,1
10248,162,88,1,20,20,1,22
10249,162,88,1,18,18,1,22
10251,162,88,1,25,25,10,22
10252,162,88,1,23,23,1,22
10253,162,88,1,26,26,1,22
10268,162,129,2,4,6,60,155
10269,162,129,2,3,7,30,155
10271,162,129,2,5,10,4,155
10272,162,129,2,5,15,1,155
10273,162,129,3,15,20,40,155
10274,162,129,3,10,25,15,155
10279,162,130,4,30,40,40,55
10280,162,130,4,40,55,15,55
10288,162,190,55,5,15,5,25
10304,162,194,1,18,18,1,132
10305,162,194,5,20,30,60,132
10306,162,194,5,20,40,30,132
10311,162,195,5,30,40,4,10
10312,162,195,5,20,40,1,10
10313,162,195,1,24,24,20,30
10314,162,195,1,26,26,10,30
10317,162,214,55,5,15,5,5
10318,162,223,3,15,20,40,45
10320,162,223,3,10,25,1,45
10321,162,224,4,30,40,40,45
10323,162,224,4,40,55,1,45
10328,162,265,55,5,15,20,20
10329,162,266,55,5,15,20,20
10330,162,268,55,5,15,20,20
10332,162,270,1,18,18,4,4
10333,162,270,1,26,26,4,4
10335,162,271,1,20,20,4,4
10336,162,271,1,23,23,4,4
10342,162,315,1,19,19,10,35
10343,162,315,1,18,18,10,35
10344,162,315,1,20,20,5,35
10348,162,339,3,15,20,40,45
10350,162,339,3,10,25,1,45
10354,162,340,4,30,40,40,45
10356,162,340,4,20,50,1,45
10365,162,400,1,18,18,20,57
10367,162,400,1,19,19,10,57
10372,162,400,1,20,20,1,57
10377,162,402,1,19,19,10,30
10378,162,402,1,18,18,10,30
10384,162,412,55,5,15,40,60
10390,162,415,55,5,15,20,60
10391,162,418,1,25,25,10,27
10396,162,418,1,23,23,1,27
10402,162,420,55,5,15,20,30
10403,162,422,1,23,23,20,117
10404,162,422,1,24,24,10,117
10405,162,422,1,25,25,10,117
10410,162,422,1,26,26,1,117
10411,162,422,5,20,30,60,117
10413,162,423,5,20,40,4,9
10416,162,446,55,5,15,100,100
10417,162,453,1,24,24,5,10
10418,162,453,1,25,25,5,10
10421,163,72,5,20,30,60,60
10424,163,73,5,20,40,5,5
10439,163,129,2,4,6,60,155
10440,163,129,2,3,7,30,155
10442,163,129,2,5,10,4,155
10443,163,129,2,5,15,1,155
10444,163,129,3,15,20,40,155
10445,163,129,3,10,25,15,155
10448,163,130,4,30,40,40,55
10449,163,130,4,40,55,15,55
10457,163,190,55,5,15,5,25
10460,163,214,55,5,15,5,5
10467,163,223,3,15,20,40,45
10469,163,223,3,10,25,1,45
10475,163,224,4,20,50,1,45
10476,163,224,4,30,40,40,45
10478,163,224,4,40,55,1,45
10483,163,265,55,5,15,20,20
10484,163,266,55,5,15,20,20
10485,163,268,55,5,15,20,20
10490,163,277,1,21,21,10,22
10491,163,277,1,20,20,10,22
10493,163,277,1,22,22,1,22
10496,163,277,1,25,25,1,22
10497,163,277,1,26,26,1,22
10504,163,278,1,20,20,10,60
10506,163,278,1,25,25,10,50
10507,163,278,1,24,24,5,50
10508,163,278,1,26,26,5,50
10509,163,278,5,20,30,30,50
10513,163,279,5,20,40,1,5
10515,163,319,4,40,55,15,15
10519,163,359,1,20,20,20,40
10525,163,412,55,5,15,40,60
10531,163,415,55,5,15,20,60
10534,163,418,1,20,20,20,30
10535,163,418,1,21,21,10,30
10536,163,418,1,23,23,20,35
10539,163,418,1,25,25,1,35
10545,163,419,1,22,22,1,10
10551,163,420,55,5,15,20,30
10559,163,422,1,20,20,10,50
10560,163,422,1,21,21,10,50
10563,163,422,1,22,22,1,50
10564,163,422,1,24,24,20,49
10565,163,422,1,23,23,10,49
10566,163,422,1,25,25,10,49
10568,163,422,1,26,26,1,49
10569,163,422,5,20,30,4,49
10570,163,423,5,20,40,1,1
10572,163,441,1,23,23,10,40
10574,163,441,1,25,25,10,40
10577,163,446,55,5,15,100,100
10583,164,37,1,24,24,4,8
10584,164,41,1,22,22,10,10
10588,164,54,5,20,40,30,90
10590,164,54,5,20,30,30,90
10595,164,55,5,30,40,4,10
10599,164,55,5,20,40,1,10
10601,164,74,1,22,22,20,20
10602,164,74,1,21,21,20,20
10617,164,75,1,23,23,20,45
10619,164,75,1,22,22,10,45
10620,164,75,1,24,24,5,45
10627,164,77,1,23,23,10,45
10628,164,77,1,24,24,5,45
10630,164,111,1,22,22,10,56
10631,164,111,1,23,23,10,56
10632,164,111,1,21,21,5,56
10638,164,111,1,24,24,1,56
10645,164,118,3,15,20,40,45
10647,164,118,3,10,25,1,45
10653,164,119,4,20,50,1,45
10654,164,119,4,30,40,40,45
10656,164,119,4,40,55,1,45
10671,164,129,2,4,6,60,155
10672,164,129,2,3,7,30,155
10674,164,129,2,5,10,4,155
10675,164,129,2,5,15,1,155
10676,164,129,3,15,20,40,155
10677,164,129,3,10,25,15,155
10682,164,130,4,30,40,40,55
10683,164,130,4,40,55,15,55
10684,164,185,1,23,23,10,27
10689,164,185,1,24,24,1,27
10697,164,190,55,5,15,5,25
10699,164,203,1,24,24,10,10
10703,164,207,1,24,24,4,8
10706,164,214,55,5,15,5,5
10707,164,228,1,22,22,10,41
10708,164,228,1,23,23,10,41
10714,164,228,1,24,24,1,41
10715,164,229,1,23,23,10,22
10718,164,229,1,24,24,1,22
10720,164,261,1,23,23,10,22
10722,164,261,1,24,24,1,22
10723,164,262,1,23,23,10,22
10726,164,262,1,24,24,1,22
10731,164,265,55,5,15,20,20
10732,164,266,55,5,15,20,20
10733,164,268,55,5,15,20,20
10737,164,325,1,22,22,20,40
10738,164,325,1,23,23,20,40
10739,164,325,1,21,21,20,40
10744,164,402,1,23,23,10,25
10745,164,402,1,24,24,5,25
10751,164,412,55,5,15,40,60
10757,164,415,55,5,15,20,60
10763,164,420,55,5,15,20,30
10764,164,434,1,23,23,10,27
10769,164,434,1,24,24,1,27
10772,164,446,55,5,15,100,100
10774,165,63,1,20,20,10,10
10775,165,63,1,19,19,10,10
10784,165,64,1,20,20,5,31
10792,165,64,1,21,21,5,10
10794,165,64,1,22,22,1,10
10803,165,74,1,20,20,20,51
10804,165,74,1,21,21,10,51
10810,165,74,1,22,22,1,51
10817,165,77,1,22,22,10,50
10818,165,77,1,21,21,10,50
10821,165,96,1,21,21,20,40
10823,165,96,1,19,19,20,40
10824,165,96,1,20,20,20,40
10825,165,108,1,20,20,10,10
10826,165,123,1,22,22,10,15
10827,165,123,1,20,20,5,15
10828,165,183,1,20,20,20,45
10830,165,183,1,21,21,10,45
10832,165,183,1,22,22,1,45
10840,165,190,55,5,15,5,25
10844,165,207,1,22,22,4,8
10847,165,214,55,5,15,5,5
10849,165,229,1,20,20,10,22
10851,165,229,1,22,22,1,22
10853,165,262,1,20,20,10,22
10855,165,262,1,22,22,1,22
10860,165,265,55,5,15,20,20
10861,165,266,55,5,15,20,20
10862,165,268,55,5,15,20,20
10863,165,397,1,19,19,20,50
10864,165,397,1,22,22,10,50
10866,165,397,1,21,21,10,50
10870,165,402,1,22,22,10,30
10871,165,402,1,21,21,10,30
10872,165,402,1,20,20,10,30
10878,165,412,55,5,15,40,60
10884,165,415,55,5,15,20,60
10890,165,420,55,5,15,20,30
10893,165,446,55,5,15,100,100
10895,166,41,1,33,33,10,10
10896,166,41,1,32,32,10,10
10901,166,67,1,33,33,10,30
10902,166,67,1,34,34,10,30
10925,166,75,1,33,33,1,42
10926,166,75,1,34,34,1,42
10932,166,75,1,35,35,1,21
10934,166,164,1,33,33,10,10
10937,166,215,1,32,32,20,25
10939,166,215,1,33,33,20,35
10940,166,215,1,34,34,10,35
10941,166,215,1,35,35,5,35
10944,166,217,1,33,33,4,8
10945,166,217,1,34,34,4,8
10947,166,217,1,35,35,4,8
10951,166,225,1,32,32,20,40
10957,166,307,1,34,34,10,30
10959,166,307,1,32,32,10,30
10960,166,307,1,33,33,10,30
10968,166,361,1,34,34,1,22
10969,166,361,1,33,33,10,10
10974,166,459,1,32,32,20,66
10976,166,459,1,33,33,10,66
10977,166,459,1,34,34,5,66
10983,166,459,1,35,35,1,66
10985,167,41,1,35,35,10,10
10990,167,67,1,35,35,10,30
10991,167,67,1,36,36,10,30
10993,167,164,1,35,35,10,10
10999,167,215,1,33,33,10,51
11000,167,215,1,34,34,10,51
11006,167,215,1,35,35,1,51
11010,167,217,1,36,36,4,8
11012,167,217,1,35,35,4,8
11017,167,220,1,33,33,20,35
11018,167,220,1,34,34,10,35
11019,167,220,1,32,32,5,35
11021,167,221,1,34,34,10,22
11023,167,221,1,35,35,1,22
11024,167,225,1,32,32,20,40
11025,167,225,1,33,33,20,40
11029,167,307,1,35,35,10,20
11043,167,308,1,35,35,10,52
11055,167,308,1,36,36,1,52
11060,167,361,1,35,35,10,22
11063,167,361,1,36,36,1,22
11065,167,361,1,33,33,10,20
11070,167,459,1,32,32,20,66
11072,167,459,1,33,33,10,66
11073,167,459,1,34,34,5,66
11079,167,459,1,35,35,1,66
11082,168,72,5,20,30,60,60
11086,168,73,5,20,40,4,9
11091,168,100,1,28,28,20,40
11092,168,100,1,29,29,20,40
11096,168,122,1,29,29,10,25
11097,168,122,1,30,30,10,25
11098,168,122,1,31,31,5,25
11113,168,129,2,4,6,60,155
11114,168,129,2,3,7,30,155
11116,168,129,2,5,10,4,155
11117,168,129,2,5,15,1,155
11118,168,129,3,15,20,40,155
11119,168,129,3,10,25,15,155
11124,168,130,4,30,40,40,55
11125,168,130,4,40,55,15,55
11131,168,132,1,29,29,10,22
11133,168,132,1,30,30,1,22
11141,168,190,55,5,15,5,25
11144,168,214,55,5,15,5,5
11149,168,265,55,5,15,20,20
11150,168,266,55,5,15,20,20
11151,168,268,55,5,15,20,20
11154,168,278,1,29,29,10,40
11155,168,278,5,20,30,30,40
11159,168,279,5,20,40,1,5
11165,168,412,55,5,15,40,60
11171,168,415,55,5,15,20,60
11175,168,419,1,28,28,20,35
11178,168,419,1,29,29,20,40
11180,168,419,1,30,30,5,40
11182,168,419,1,31,31,1,40
11188,168,420,55,5,15,20,30
11190,168,422,1,28,28,20,20
11191,168,422,5,20,30,30,30
11197,168,423,1,29,29,5,20
11201,168,423,1,28,28,10,36
11203,168,423,1,30,30,1,36
11204,168,423,5,20,40,1,36
11205,168,431,1,29,29,10,15
11207,168,431,1,30,30,1,15
11209,168,441,1,28,28,10,40
11211,168,441,1,30,30,10,40
11214,168,446,55,5,15,100,100
11221,168,456,3,15,20,40,45
11223,168,456,3,10,25,1,45
11229,168,457,4,20,50,1,45
11230,168,457,4,30,40,40,45
11232,168,457,4,40,55,1,45
11235,169,72,5,20,30,60,60
11239,169,73,5,20,40,4,9
11254,169,129,2,4,6,60,155
11255,169,129,2,3,7,30,155
11257,169,129,2,5,10,4,155
11258,169,129,2,5,15,1,155
11259,169,129,3,15,20,40,155
11260,169,129,3,10,25,15,155
11263,169,130,4,30,40,40,55
11264,169,130,4,40,55,15,55
11267,169,278,5,20,30,30,30
11272,169,279,5,20,40,1,1
11274,169,366,4,20,30,15,15
11280,169,456,3,10,25,1,45
11281,169,456,3,15,20,40,40
11287,169,457,4,20,50,1,45
11289,169,457,3,25,35,1,50
11290,169,457,4,30,40,40,50
11292,169,457,4,40,55,1,50
11294,170,30,1,29,29,10,20
11298,170,30,1,30,30,1,11
11300,170,33,1,30,30,1,2
11302,170,33,1,29,29,10,20
11304,170,33,1,31,31,1,11
11307,170,72,5,20,30,60,60
11311,170,73,5,20,40,4,9
11316,170,83,1,29,29,20,40
11317,170,83,1,28,28,20,40
11332,170,129,2,4,6,60,155
11333,170,129,2,3,7,30,155
11335,170,129,2,5,10,4,155
11336,170,129,2,5,15,1,155
11337,170,129,3,15,20,40,155
11338,170,129,3,10,25,15,155
11341,170,130,4,30,40,40,55
11342,170,130,4,40,55,15,55
11346,170,185,1,31,31,10,25
11347,170,185,1,30,30,10,25
11348,170,185,1,29,29,5,25
11356,170,190,55,5,15,5,25
11357,170,203,1,28,28,20,25
11358,170,203,1,30,30,5,25
11361,170,214,55,5,15,5,5
11366,170,265,55,5,15,20,20
11367,170,266,55,5,15,20,20
11368,170,268,55,5,15,20,20
11371,170,278,1,29,29,10,40
11373,170,278,5,20,30,30,30
11378,170,279,5,20,40,1,1
11382,170,315,1,28,28,10,35
11383,170,315,1,29,29,10,35
11385,170,315,1,30,30,1,35
11387,170,366,4,20,30,15,15
11393,170,412,55,5,15,40,60
11399,170,415,55,5,15,20,60
11403,170,419,1,30,30,5,25
11404,170,419,1,29,29,20,35
11405,170,419,1,28,28,10,35
11407,170,419,1,31,31,1,35
11413,170,420,55,5,15,20,30
11415,170,422,1,28,28,10,10
11419,170,423,1,28,28,20,30
11420,170,423,1,29,29,5,30
11422,170,423,1,30,30,1,30
11423,170,434,1,28,28,20,20
11424,170,435,1,29,29,10,15
11426,170,435,1,30,30,1,15
11429,170,446,55,5,15,100,100
11435,170,456,3,10,25,1,45
11436,170,456,3,15,20,40,40
11442,170,457,4,20,50,1,45
11444,170,457,3,25,35,1,50
11445,170,457,4,30,40,40,50
11447,170,457,4,40,55,1,50
11449,171,72,5,20,30,60,60
11450,171,72,5,30,40,60,60
11452,171,73,5,20,40,5,5
11454,171,73,5,30,50,4,9
11455,171,81,1,39,39,10,10
11457,171,82,1,41,41,1,5
11458,171,122,1,41,41,10,15
11460,171,122,1,42,42,1,15
11461,171,125,1,39,39,20,40
11463,171,125,1,41,41,10,40
11478,171,129,2,4,6,60,155
11479,171,129,2,3,7,30,155
11481,171,129,2,5,10,4,155
11482,171,129,2,5,15,1,155
11483,171,129,3,15,20,40,155
11484,171,129,3,10,25,15,155
11487,171,130,4,30,40,40,55
11488,171,130,4,40,55,15,55
11496,171,180,1,42,42,1,22
11497,171,180,1,38,38,10,22
11498,171,180,1,39,39,10,22
11499,171,180,1,40,40,1,22
11500,171,180,1,41,41,1,22
11508,171,190,55,5,15,5,25
11511,171,214,55,5,15,5,5
11518,171,223,3,15,20,40,45
11520,171,223,3,10,25,1,45
11526,171,224,4,20,50,1,45
11527,171,224,4,30,40,40,45
11529,171,224,4,40,55,1,45
11534,171,265,55,5,15,20,20
11535,171,266,55,5,15,20,20
11536,171,268,55,5,15,20,20
11539,171,278,1,41,41,10,40
11540,171,278,5,20,30,30,40
11541,171,278,1,38,38,10,40
11542,171,278,5,30,40,30,40
11546,171,279,5,20,40,1,5
11548,171,279,1,40,40,1,6
11549,171,279,5,30,50,1,6
11554,171,300,1,39,39,20,40
11555,171,300,1,40,40,20,40
11557,171,319,4,40,55,15,15
11558,171,404,1,38,38,5,10
11559,171,404,1,40,40,5,10
11565,171,412,55,5,15,40,60
11571,171,415,55,5,15,20,60
11577,171,419,1,42,42,5,35
11578,171,419,1,40,40,20,40
11579,171,419,1,41,41,10,40
11580,171,419,1,38,38,10,40
11586,171,420,55,5,15,20,30
11592,171,423,1,40,40,10,20
11593,171,423,1,41,41,5,20
11595,171,423,1,42,42,1,20
11596,171,431,1,40,40,20,20
11597,171,432,1,41,41,10,15
11599,171,432,1,42,42,1,15
11605,171,441,1,41,41,10,40
11607,171,441,1,40,40,10,40
11609,171,441,1,38,38,10,20
11612,171,446,55,5,15,100,100
11614,172,43,1,49,49,10,20
11616,172,44,1,53,53,5,5
11617,172,44,1,51,51,5,5
11621,172,69,1,49,49,10,40
11623,172,70,1,53,53,5,5
11624,172,70,1,51,51,5,5
11628,172,73,5,40,50,30,35
11630,172,73,5,45,55,1,35
11631,172,73,5,35,55,30,30
11646,172,129,2,4,6,60,155
11647,172,129,2,3,7,30,155
11649,172,129,2,5,10,4,155
11650,172,129,2,5,15,1,155
11651,172,129,3,15,20,40,155
11652,172,129,3,10,25,15,155
11654,172,130,4,30,40,40,40
11655,172,130,4,30,55,40,40
11659,172,177,1,53,53,20,40
11661,172,177,1,50,50,20,40
11665,172,213,1,23,23,4,8
11667,172,213,1,52,52,4,8
11671,172,223,3,15,20,40,45
11674,172,223,3,15,25,40,45
11676,172,223,3,10,25,1,45
11682,172,224,4,20,50,1,45
11683,172,224,4,30,40,40,45
11685,172,224,4,40,55,1,45
11697,172,267,1,23,23,1,21
11703,172,267,1,52,52,1,21
11709,172,269,1,52,52,1,21
11712,172,279,5,40,50,60,65
11713,172,279,5,45,55,5,65
11714,172,279,1,51,51,10,70
11715,172,279,5,35,55,60,70
11718,172,315,1,52,52,10,20
11719,172,315,1,54,54,10,20
11720,172,315,1,50,50,20,20
11724,172,355,1,23,23,1,2
11727,172,356,1,52,52,10,20
11728,172,356,1,54,54,10,20
11731,172,370,4,20,30,15,15
11741,172,418,1,23,23,4,20
11744,172,419,1,53,53,20,30
11745,172,419,1,54,54,10,30
11746,172,419,1,50,50,20,20
11748,172,422,1,23,23,1,1
11751,172,423,1,53,53,20,30
11752,172,423,1,52,52,10,30
11753,172,423,1,49,49,10,20
11756,172,423,5,35,55,1,20
11762,172,441,1,54,54,10,40
11764,172,441,1,52,52,10,40
11767,173,19,1,20,20,4,5
11768,173,19,1,22,22,1,5
11770,173,19,1,47,47,1,5
11774,173,20,1,52,52,10,30
11775,173,20,1,50,50,10,15
11776,173,20,1,49,49,5,15
11779,173,21,1,20,20,4,5
11780,173,21,1,22,22,1,5
11782,173,21,1,47,47,1,5
11788,173,22,1,51,51,20,60
11792,173,22,1,52,52,10,60
11794,173,22,1,48,48,10,50
11796,173,22,1,50,50,10,50
11797,173,22,1,49,49,10,50
11800,173,54,5,35,45,1,10
11805,173,55,5,40,50,60,70
11808,173,55,5,45,55,1,70
11810,173,55,5,35,55,30,90
11814,173,56,1,22,22,1,2
11816,173,56,1,47,47,1,2
11819,173,57,1,52,52,10,20
11820,173,57,1,51,51,10,20
11821,173,57,1,49,49,10,20
11822,173,57,1,50,50,10,20
11826,173,60,3,15,20,40,45
11828,173,60,3,10,25,1,45
11833,173,61,5,40,50,30,75
11834,173,61,4,30,40,40,75
11836,173,61,4,35,55,1,75
11838,173,67,1,51,51,5,5
11839,173,67,1,48,48,20,25
11840,173,67,1,50,50,5,25
11841,173,75,1,49,49,20,20
11856,173,129,2,4,6,60,155
11857,173,129,2,3,7,30,155
11859,173,129,2,5,10,4,155
11860,173,129,2,5,15,1,155
11861,173,129,3,15,20,40,155
11862,173,129,3,10,25,15,155
11867,173,130,4,30,40,40,55
11868,173,130,4,40,55,15,55
11871,173,296,1,51,51,20,40
11872,173,296,1,50,50,20,40
11873,173,296,1,48,48,20,40
11874,173,296,1,49,49,20,40
11877,173,315,1,51,51,5,15
11878,173,339,3,15,20,40,45
11880,173,339,3,10,25,1,45
11881,173,340,4,30,40,40,45
11883,173,340,4,40,55,1,45
11887,173,354,1,52,52,10,20
11888,173,354,1,48,48,10,20
11889,173,354,1,50,50,10,20
11890,173,435,1,51,51,10,10
11895,174,22,1,54,54,10,30
11896,174,22,1,55,55,10,30
11898,174,22,1,51,51,10,30
11899,174,22,1,53,53,10,30
11901,174,42,1,54,54,10,10
11902,174,42,1,51,51,10,10
11904,174,60,5,20,30,30,30
11905,174,60,5,35,45,30,30
11910,174,61,5,40,50,60,70
11913,174,61,5,45,55,1,70
11917,174,61,5,35,55,1,70
11922,174,75,1,54,54,10,25
11923,174,75,1,56,56,5,25
11924,174,75,1,51,51,10,15
11925,174,75,1,53,53,5,15
11927,174,110,1,55,55,10,10
11928,174,110,1,52,52,10,10
11937,174,111,1,22,22,4,17
11938,174,111,1,24,24,1,17
11940,174,111,1,52,52,1,5
11942,174,112,1,55,55,20,20
11943,174,112,1,54,54,20,20
11958,174,129,2,4,6,60,155
11959,174,129,2,3,7,30,155
11961,174,129,2,5,10,4,155
11962,174,129,2,5,15,1,155
11963,174,129,3,15,20,40,155
11964,174,129,3,10,25,15,155
11969,174,130,4,30,40,40,55
11970,174,130,4,40,55,15,55
11974,174,207,1,22,22,4,8
11976,174,227,1,56,56,5,5
11977,174,227,1,53,53,5,5
11981,174,240,1,22,22,4,8
11990,174,322,1,22,22,4,17
11991,174,322,1,24,24,1,17
11993,174,322,1,51,51,1,5
11995,174,323,1,55,55,20,20
11996,174,323,1,53,53,20,20
12002,174,324,1,55,55,10,22
12004,174,324,1,24,24,1,22
12005,174,324,1,53,53,10,22
12007,174,324,1,51,51,1,22
12008,174,324,1,52,52,1,22
12012,174,327,1,55,55,20,40
12013,174,327,1,53,53,20,40
12014,174,327,1,54,54,20,40
12021,174,339,3,15,20,40,45
12023,174,339,3,10,25,1,45
12029,174,340,4,20,50,1,45
12030,174,340,4,30,40,40,45
12032,174,340,4,40,55,1,45
12034,174,354,1,54,54,10,10
12038,175,28,1,23,23,4,8
12039,175,28,1,49,49,4,8
12040,175,28,1,50,50,4,8
12051,175,50,1,23,23,4,21
12052,175,50,1,25,25,1,21
12058,175,50,1,49,49,1,21
12062,175,51,1,53,53,20,30
12064,175,51,1,54,54,5,30
12065,175,51,1,51,51,20,30
12066,175,51,1,52,52,5,30
12067,175,51,1,50,50,5,30
12069,175,60,5,20,30,30,30
12070,175,60,5,35,45,30,30
12075,175,61,5,40,50,60,70
12078,175,61,5,45,55,1,70
12082,175,61,5,35,55,1,70
12088,175,112,1,53,53,10,30
12090,175,112,1,50,50,10,30
12091,175,112,1,52,52,10,30
12106,175,129,2,4,6,60,155
12107,175,129,2,3,7,30,155
12109,175,129,2,5,10,4,155
12110,175,129,2,5,15,1,155
12111,175,129,3,15,20,40,155
12112,175,129,3,10,25,15,155
12117,175,130,4,30,40,40,55
12118,175,130,4,40,55,15,55
12122,175,328,1,25,25,1,2
12125,175,329,1,53,53,10,20
12126,175,329,1,54,54,10,20
12137,175,331,1,23,23,4,21
12138,175,331,1,25,25,1,21
12144,175,331,1,50,50,1,21
12148,175,332,1,53,53,20,40
12151,175,332,1,52,52,20,40
12153,175,332,1,50,50,10,40
12159,175,339,3,10,25,1,45
12160,175,339,3,15,20,40,40
12166,175,340,4,20,50,1,45
12168,175,340,3,25,35,1,50
12169,175,340,4,30,40,40,50
12171,175,340,4,40,55,1,50
12175,175,374,1,53,53,20,40
12176,175,374,1,51,51,20,40
12177,175,374,1,52,52,20,40
12182,175,450,1,52,52,10,30
12183,175,450,1,54,54,10,30
12185,175,450,1,50,50,10,30
12186,175,450,1,51,51,10,30
12190,176,16,1,51,51,20,40
12192,176,16,1,50,50,10,25
12193,176,16,1,47,47,5,25
12200,176,43,1,20,20,4,13
12201,176,43,1,22,22,1,13
12204,176,44,1,51,51,20,30
12205,176,44,1,52,52,10,30
12209,176,48,1,22,22,1,2
12211,176,48,1,48,48,1,2
12215,176,49,1,50,50,10,20
12217,176,49,1,49,49,10,20
12224,176,69,1,20,20,4,13
12225,176,69,1,22,22,1,13
12228,176,70,1,51,51,20,30
12229,176,70,1,52,52,10,30
12230,176,118,3,15,20,40,45
12232,176,118,3,10,25,1,45
12233,176,119,4,30,40,40,45
12235,176,119,4,40,55,1,45
12236,176,123,1,52,52,5,5
12237,176,127,1,52,52,5,5
12238,176,127,1,48,48,20,40
12239,176,127,1,49,49,20,40
12260,176,129,2,4,6,60,155
12261,176,129,2,3,7,30,155
12263,176,129,2,5,10,4,155
12264,176,129,2,5,15,1,155
12265,176,129,3,15,20,40,155
12266,176,129,3,10,25,15,155
12276,176,130,4,20,50,1,100
12277,176,130,4,30,40,40,55
12278,176,130,4,40,55,15,55
12282,176,166,1,52,52,10,20
12284,176,166,1,50,50,10,20
12288,176,168,1,52,52,10,20
12290,176,168,1,50,50,10,20
12294,176,204,1,20,20,4,8
12296,176,204,1,48,48,4,8
12300,176,267,1,48,48,1,13
12304,176,269,1,48,48,1,13
