id,creature_id,skill_id,learn_method_id,level_learned_at
306762,306,399,4,0
306763,306,399,12,0
306768,306,401,3,0
306774,306,406,3,0
306776,306,406,4,0
306777,306,406,12,0
306778,306,407,12,0
306789,306,411,4,0
306790,306,411,12,0
306795,306,414,3,0
306796,306,414,4,0
306797,306,414,12,0
306808,306,416,4,0
306809,306,416,12,0
306814,306,419,4,0
306815,306,419,12,0
306826,306,421,4,0
306827,306,421,12,0
306838,306,430,4,0
306839,306,430,12,0
306857,306,442,3,0
306859,306,442,4,0
306860,306,442,1,28
306861,306,442,12,0
306872,306,444,4,0
306873,306,444,12,0
306882,306,446,3,0
306884,306,446,4,0
306885,306,446,12,0
306886,306,457,12,0
306890,306,468,4,0
306904,306,479,4,0
306912,306,484,4,0
306913,306,484,1,72
306914,306,484,12,0
306921,306,496,4,0
306922,306,496,12,0
306926,306,510,4,0
306934,306,523,4,0
306935,306,523,12,0
306941,306,525,4,0
306945,306,590,4,0
306948,306,667,4,0
306949,306,667,12,0
306952,306,684,4,0
306953,306,684,12,0
306956,306,693,4,0
306957,306,693,12,0
306958,306,707,3,0
306959,306,707,4,0
306960,306,707,12,0
306961,306,776,4,0
306962,306,776,12,0
306963,306,796,3,0
306964,306,796,12,0
306965,306,798,3,0
306966,306,798,12,0
306967,306,800,3,0
306968,306,800,12,0
306969,307,1,1,1
306971,307,5,3,0
306989,307,7,3,0
306991,307,7,2,0
306992,307,7,4,0
307010,307,8,3,0
307012,307,8,2,0
307013,307,8,4,0
307031,307,9,3,0
307033,307,9,2,0
307034,307,9,4,0
307036,307,25,3,0
307037,307,29,3,0
307039,307,34,3,0
307041,307,34,4,0
307042,307,36,4,0
307044,307,38,3,0
307047,307,60,1,20
307048,307,60,4,0
307052,307,67,3,0
307053,307,67,1,4
307054,307,67,4,0
307056,307,68,3,0
307061,307,68,1,44
307063,307,69,3,0
307077,307,70,4,0
307091,307,92,4,0
307107,307,93,1,1
307123,307,94,4,0
307138,307,101,4,0
307140,307,102,3,0
307156,307,104,4,0
307172,307,105,1,41
307188,307,113,4,0
307204,307,115,4,0
307220,307,118,3,0
307221,307,118,4,0
307224,307,129,3,0
307225,307,129,4,0
307241,307,136,1,28
307243,307,138,3,0
307254,307,138,4,0
307283,307,156,4,0
307294,307,157,4,0
307296,307,164,3,0
307308,307,164,4,0
307309,307,168,4,0
307330,307,173,3,0
307346,307,179,1,39
307347,307,179,4,0
307363,307,182,4,0
307366,307,189,3,0
307394,307,197,1,9
307395,307,203,3,0
307404,307,203,1,12
307405,307,203,4,0
307407,307,207,1,20
307412,307,207,3,0
307418,307,207,4,0
307433,307,213,4,0
307438,307,214,3,0
307444,307,214,4,0
307476,307,220,3,0
307477,307,220,4,0
307480,307,223,3,0
307492,307,223,2,0
307506,307,226,2,0
307507,307,226,4,0
307551,307,240,4,0
307567,307,241,4,0
307570,307,244,3,0
307594,307,244,1,31
307595,307,244,4,0
307611,307,247,4,0
307624,307,249,4,0
307638,307,252,2,0
307654,307,263,4,0
307664,307,264,3,0
307666,307,264,4,0
307667,307,269,4,0
307672,307,270,3,0
307673,307,270,4,0
307678,307,271,3,0
307679,307,271,4,0
307683,307,272,3,0
307693,307,278,3,0
307694,307,278,4,0
307710,307,280,4,0
307711,307,285,4,0
307712,307,286,4,0
307743,307,317,4,0
307749,307,332,4,0
307765,307,339,4,0
307796,307,347,1,23
307797,307,347,4,0
307801,307,356,3,0
307815,307,364,1,15
307823,307,367,1,33
307824,307,370,4,0
307835,307,374,4,0
307846,307,379,1,36
307857,307,384,2,0
307868,307,385,2,0
307879,307,395,1,17
307890,307,398,4,0
307901,307,409,2,0
307902,307,409,3,0
307904,307,409,4,0
307906,307,410,3,0
307917,307,411,4,0
307928,307,418,2,0
307939,307,427,2,0
307944,307,428,3,0
307945,307,428,1,25
307946,307,428,4,0
307947,307,433,4,0
307961,307,447,4,0
307968,307,473,4,0
307979,307,490,4,0
307985,307,496,4,0
307986,307,500,4,0
307992,307,501,2,0
307996,307,514,4,0
308001,307,526,4,0
308002,307,526,1,1
308006,307,590,4,0
308009,307,678,4,0
308010,307,797,4,0
308011,307,851,4,0
308012,307,885,4,0
308013,307,918,4,0
308014,308,1,1,1
308016,308,5,3,0
308036,308,7,3,0
308038,308,7,1,1
308039,308,7,4,0
308040,308,7,12,0
308060,308,8,3,0
308062,308,8,1,1
308063,308,8,4,0
308064,308,8,12,0
308084,308,9,3,0
308086,308,9,1,1
308087,308,9,4,0
308088,308,9,12,0
308090,308,25,3,0
308091,308,25,12,0
308092,308,29,3,0
308094,308,34,3,0
308096,308,34,4,0
308097,308,34,12,0
308098,308,36,4,0
308100,308,38,3,0
308103,308,60,1,20
308104,308,60,4,0
308120,308,63,4,0
308121,308,63,12,0
308125,308,67,3,0
308126,308,67,1,4
308127,308,67,4,0
308128,308,67,12,0
308130,308,68,3,0
308135,308,68,1,53
308136,308,68,12,0
308138,308,69,3,0
308152,308,70,4,0
308166,308,92,4,0
308197,308,93,1,1
308213,308,94,4,0
308214,308,94,12,0
308243,308,97,12,0
308244,308,101,4,0
308245,308,101,12,0
308247,308,102,3,0
308263,308,104,4,0
308279,308,105,1,47
308280,308,105,12,0
308296,308,113,4,0
308297,308,113,12,0
308313,308,115,4,0
308314,308,115,12,0
308330,308,118,3,0
308331,308,118,4,0
308334,308,129,3,0
308335,308,129,4,0
308351,308,136,1,28
308352,308,136,12,0
308354,308,138,3,0
308365,308,138,4,0
308394,308,156,4,0
308395,308,156,12,0
308397,308,157,3,0
308408,308,157,4,0
308409,308,157,12,0
308411,308,164,3,0
308423,308,164,4,0
308424,308,164,12,0
308425,308,168,4,0
308426,308,168,12,0
308447,308,173,3,0
308448,308,173,12,0
308463,308,179,1,42
308464,308,179,4,0
308465,308,179,12,0
308481,308,182,4,0
308482,308,182,12,0
308485,308,189,3,0
308516,308,197,1,1
308517,308,197,12,0
308518,308,203,3,0
308527,308,203,1,12
308528,308,203,4,0
308529,308,203,12,0
308531,308,207,1,20
308536,308,207,3,0
308542,308,207,4,0
308557,308,213,4,0
308562,308,214,3,0
308568,308,214,4,0
308569,308,214,12,0
308601,308,220,3,0
308602,308,220,4,0
308603,308,220,12,0
308604,308,223,3,0
308605,308,223,12,0
308606,308,226,4,0
308607,308,226,12,0
308651,308,240,4,0
308652,308,240,12,0
308668,308,241,4,0
308669,308,241,12,0
308672,308,244,3,0
308696,308,244,1,31
308697,308,244,4,0
308698,308,244,12,0
308714,308,247,4,0
308715,308,247,12,0
308728,308,249,4,0
308729,308,252,12,0
308745,308,263,4,0
308746,308,263,12,0
308756,308,264,3,0
308758,308,264,4,0
308759,308,264,12,0
308760,308,269,4,0
308761,308,269,12,0
308766,308,270,3,0
308767,308,270,4,0
308768,308,270,12,0
308773,308,271,3,0
308774,308,271,4,0
308775,308,271,12,0
308779,308,272,3,0
308789,308,278,3,0
308790,308,278,4,0
308806,308,280,4,0
308807,308,280,12,0
308808,308,285,4,0
308809,308,285,12,0
308810,308,286,4,0
308811,308,286,12,0
308821,308,299,12,0
308837,308,317,4,0
308838,308,317,12,0
308844,308,332,4,0
308845,308,332,12,0
308861,308,339,4,0
308862,308,339,12,0
308893,308,347,1,23
308894,308,347,4,0
308895,308,347,12,0
308899,308,356,3,0
308900,308,356,4,0
308901,308,356,12,0
308915,308,364,1,15
308916,308,364,12,0
308924,308,367,1,33
308925,308,367,12,0
308926,308,370,4,0
308927,308,370,12,0
308938,308,374,4,0
308939,308,374,12,0
308950,308,379,1,36
308951,308,379,12,0
308952,308,384,12,0
308953,308,385,12,0
308964,308,395,1,17
308965,308,396,4,0
308966,308,396,12,0
308977,308,398,4,0
308978,308,398,12,0
308984,308,409,3,0
308986,308,409,4,0
308987,308,409,12,0
308989,308,410,3,0
308990,308,410,4,0
308991,308,410,12,0
309002,308,411,4,0
309003,308,411,12,0
309014,308,412,4,0
309015,308,412,12,0
309026,308,416,4,0
309027,308,416,12,0
309028,308,418,12,0
309029,308,427,12,0
309038,308,428,3,0
309040,308,428,1,25
309041,308,428,4,0
309042,308,428,12,0
309043,308,433,4,0
309044,308,433,12,0
309058,308,447,4,0
309059,308,447,12,0
309066,308,473,4,0
309067,308,473,12,0
309078,308,490,4,0
309079,308,490,12,0
309085,308,496,4,0
309086,308,496,12,0
309087,308,500,4,0
309088,308,500,12,0
309089,308,501,12,0
309093,308,514,4,0
309098,308,526,4,0
309099,308,526,1,1
309103,308,590,4,0
309107,308,678,4,0
309108,308,678,12,0
309109,308,797,4,0
309110,308,797,12,0
309111,308,811,12,0
309112,308,851,4,0
309113,308,853,1,53
309114,308,853,12,0
309115,308,885,4,0
309116,308,885,12,0
309117,308,918,4,0
309118,308,918,12,0
309125,309,29,3,0
309133,309,29,2,0
309149,309,33,1,1
309151,309,34,3,0
309153,309,34,4,0
309155,309,38,3,0
309172,309,43,1,4
309188,309,44,1,20
309218,309,46,1,28
309219,309,46,4,0
309230,309,53,4,0
309243,309,70,4,0
309259,309,85,4,0
309264,309,86,3,0
309288,309,86,1,1
309289,309,86,4,0
309320,309,87,1,44
309321,309,87,4,0
309335,309,92,4,0
309336,309,97,4,0
309352,309,98,1,12
309354,309,102,3,0
309370,309,104,4,0
309381,309,113,4,0
309390,309,129,3,0
309397,309,129,4,0
309398,309,129,2,0
309427,309,156,4,0
309429,309,164,3,0
309441,309,164,4,0
309457,309,168,4,0
309463,309,173,3,0
309464,309,173,4,0
309478,309,174,2,0
309494,309,182,4,0
309497,309,189,3,0
309498,309,203,3,0
309503,309,203,4,0
309509,309,207,3,0
309515,309,207,4,0
309529,309,209,1,13
309531,309,209,2,0
309547,309,213,4,0
309552,309,214,3,0
309558,309,214,4,0
309597,309,231,3,0
309599,309,231,4,0
309629,309,240,4,0
309642,309,242,4,0
309643,309,242,2,0
309658,309,253,3,0
309659,309,253,4,0
309660,309,253,2,0
309676,309,263,4,0
309692,309,268,1,36
309736,309,336,1,8
309751,309,351,2,0
309752,309,351,3,0
309754,309,351,1,16
309755,309,351,4,0
309763,309,393,3,0
309772,309,415,2,0
309792,309,422,4,0
309793,309,422,1,24
309794,309,422,2,0
309804,309,423,4,0
309805,309,423,2,0
309815,309,424,4,0
309816,309,424,2,0
309836,309,435,1,32
309837,309,435,2,0
309850,309,451,4,0
309863,309,486,4,0
309864,309,486,2,0
309871,309,496,4,0
309879,309,521,4,0
309893,309,528,4,0
309894,309,528,1,40
309902,309,555,4,0
309906,309,590,4,0
309911,309,598,4,0
309912,309,598,2,0
309913,309,706,4,0
309914,309,804,3,0
309915,310,29,3,0
309931,310,33,1,1
309933,310,34,3,0
309935,310,34,4,0
309936,310,34,12,0
309938,310,38,3,0
309969,310,43,1,1
309979,310,44,9,0
309986,310,44,1,20
309987,310,44,12,0
310017,310,46,1,30
310018,310,46,4,0
310019,310,46,12,0
310030,310,53,4,0
310031,310,53,12,0
310047,310,63,4,0
310048,310,63,12,0
310061,310,70,4,0
310077,310,85,4,0
310078,310,85,12,0
310086,310,86,3,0
310118,310,86,1,1
310119,310,86,4,0
310120,310,86,12,0
310139,310,87,9,0
310152,310,87,1,54
310153,310,87,4,0
310154,310,87,12,0
310168,310,92,4,0
310169,310,97,4,0
310170,310,97,12,0
310186,310,98,1,12
310187,310,98,12,0
310189,310,102,3,0
310205,310,104,4,0
310216,310,113,4,0
310217,310,113,12,0
310220,310,129,3,0
310221,310,129,4,0
310250,310,156,4,0
310251,310,156,12,0
310253,310,164,3,0
310265,310,164,4,0
310266,310,164,12,0
310282,310,168,4,0
310283,310,168,12,0
310289,310,173,3,0
310290,310,173,4,0
310291,310,173,12,0
310292,310,174,12,0
310308,310,182,4,0
310309,310,182,12,0
310310,310,184,4,0
310311,310,184,12,0
310314,310,189,3,0
310315,310,203,3,0
310320,310,203,4,0
310321,310,203,12,0
310327,310,207,3,0
310333,310,207,4,0
310347,310,209,1,13
310363,310,213,4,0
310364,310,213,12,0
310369,310,214,3,0
310375,310,214,4,0
310376,310,214,12,0
310415,310,231,3,0
310417,310,231,4,0
310418,310,231,12,0
310442,310,240,9,0
310449,310,240,4,0
310450,310,240,12,0
310451,310,242,4,0
310452,310,242,12,0
310455,310,253,3,0
310456,310,253,4,0
310457,310,253,12,0
310473,310,263,4,0
310474,310,263,12,0
310490,310,268,1,42
310491,310,268,12,0
310502,310,304,4,0
310503,310,304,12,0
310514,310,315,4,0
310515,310,315,12,0
310564,310,336,1,1
310565,310,336,12,0
310575,310,351,3,0
310577,310,351,1,16
310578,310,351,4,0
310586,310,393,3,0
310587,310,415,12,0
310598,310,416,4,0
310599,310,416,12,0
310610,310,422,4,0
310611,310,422,1,24
310612,310,422,12,0
310613,310,423,4,0
310614,310,423,12,0
310625,310,424,4,0
310626,310,424,1,1
310627,310,424,12,0
310638,310,435,1,36
310639,310,435,12,0
310652,310,451,4,0
310653,310,451,12,0
310654,310,486,4,0
310655,310,486,12,0
310662,310,496,4,0
310663,310,496,12,0
310671,310,521,4,0
310672,310,521,12,0
310686,310,528,4,0
310687,310,528,1,48
310688,310,528,12,0
310696,310,555,4,0
310697,310,555,12,0
310701,310,590,4,0
310702,310,598,4,0
310703,310,598,12,0
310713,310,604,4,0
310714,310,604,1,60
310715,310,604,12,0
310717,310,706,4,0
310718,310,706,12,0
310719,310,804,3,0
310720,310,804,12,0
310721,310,884,12,0
310722,310,885,12,0
310723,310,916,12,0
310725,311,5,3,0
310731,311,9,3,0
310732,311,9,4,0
310734,311,25,3,0
310735,311,29,3,0
310737,311,34,3,0
310740,311,38,3,0
310757,311,45,1,1
310768,311,47,2,0
310770,311,68,3,0
310772,311,69,3,0
310789,311,85,4,0
310794,311,86,3,0
310818,311,86,1,1
310819,311,86,4,0
310850,311,87,1,43
310851,311,87,4,0
310865,311,92,4,0
310881,311,97,1,37
310882,311,97,4,0
310898,311,98,1,1
310900,311,102,3,0
310916,311,104,4,0
310917,311,111,3,0
310933,311,113,4,0
310935,311,118,3,0
310941,311,129,3,0
310949,311,129,1,16
310950,311,129,4,0
310979,311,156,4,0
310980,311,162,4,0
310985,311,164,3,0
310990,311,164,2,0
311000,311,164,4,0
311006,311,173,3,0
311022,311,182,4,0
311033,311,186,2,0
311036,311,189,3,0
311037,311,189,4,0
311038,311,203,3,0
311043,311,203,4,0
311050,311,204,1,25
311052,311,204,2,0
311053,311,204,4,0
311056,311,205,3,0
311062,311,207,3,0
311068,311,207,4,0
311084,311,209,1,7
311099,311,213,4,0
311104,311,214,3,0
311110,311,214,4,0
311139,311,223,3,0
311155,311,226,1,34
311156,311,226,4,0
311172,311,227,1,10
311173,311,227,4,0
311184,311,231,3,0
311185,311,231,4,0
311215,311,240,4,0
311220,311,253,3,0
311221,311,253,4,0
311237,311,263,4,0
311253,311,268,1,26
311254,311,268,4,0
311273,311,270,3,0
311275,311,270,1,4
311276,311,270,4,0
311290,311,273,2,0
311291,311,283,4,0
311292,311,285,1,13
311294,311,285,4,0
311319,311,313,1,35
311323,311,313,2,0
311324,311,313,4,0
311330,311,343,3,0
311340,311,351,3,0
311341,311,351,4,0
311355,311,374,4,0
311372,311,383,1,22
311386,311,387,3,0
311388,311,387,1,40
311393,311,393,3,0
311394,311,415,1,13
311407,311,417,1,46
311408,311,417,4,0
311420,311,435,2,0
311421,311,435,1,31
311435,311,447,4,0
311446,311,451,4,0
311454,311,486,1,19
311455,311,486,4,0
311464,311,494,1,49
311470,311,496,4,0
311476,311,497,4,0
311487,311,521,4,0
311489,311,527,3,0
311490,311,527,4,0
311497,311,528,4,0
311498,311,583,4,0
311505,311,589,1,1
311509,311,590,4,0
311510,311,598,4,0
311511,311,604,4,0
311516,311,609,1,1
311517,311,609,2,0
311519,311,715,2,0
311520,311,851,4,0
311521,311,885,4,0
311522,311,914,4,0
311524,312,5,3,0
311530,312,9,3,0
311531,312,9,4,0
311533,312,25,3,0
311534,312,29,3,0
311536,312,34,3,0
311539,312,38,3,0
311556,312,45,1,1
311567,312,47,2,0
311569,312,68,3,0
311571,312,69,3,0
311588,312,85,4,0
311593,312,86,3,0
311617,312,86,1,1
311618,312,86,4,0
311649,312,87,1,43
311650,312,87,4,0
311664,312,92,4,0
311680,312,97,1,37
311681,312,97,4,0
311697,312,98,1,1
311699,312,102,3,0
311715,312,104,4,0
311716,312,111,3,0
311732,312,113,4,0
311734,312,118,3,0
311740,312,129,3,0
311748,312,129,1,16
311749,312,129,4,0
311778,312,156,4,0
311779,312,162,4,0
311784,312,164,3,0
311789,312,164,2,0
311799,312,164,4,0
311805,312,173,3,0
311821,312,182,4,0
311832,312,186,2,0
311835,312,189,3,0
311836,312,189,4,0
311837,312,203,3,0
311842,312,203,4,0
311853,312,204,1,21
311858,312,204,2,0
311859,312,204,4,0
311862,312,205,3,0
311868,312,207,3,0
311874,312,207,4,0
311890,312,209,1,7
311905,312,213,4,0
311910,312,214,3,0
311916,312,214,4,0
311945,312,223,3,0
311961,312,226,1,34
311962,312,226,4,0
311978,312,227,1,10
311979,312,227,4,0
311990,312,231,3,0
311991,312,231,4,0
312021,312,240,4,0
312026,312,253,3,0
312027,312,253,4,0
312043,312,263,4,0
312059,312,268,1,26
312060,312,268,4,0
312079,312,270,3,0
312081,312,270,1,4
312082,312,270,4,0
312096,312,273,2,0
312097,312,283,4,0
312119,312,313,1,25
312121,312,313,2,0
312122,312,313,4,0
312128,312,343,3,0
312138,312,351,3,0
312139,312,351,4,0
312153,312,374,4,0
312179,312,383,1,22
312184,312,387,3,0
312186,312,387,1,40
312191,312,393,3,0
312196,312,415,1,13
312209,312,417,1,46
312210,312,417,4,0
312222,312,435,2,0
312223,312,435,1,31
312237,312,447,4,0
312248,312,451,4,0
312256,312,486,1,19
312257,312,486,4,0
312266,312,494,1,49
312272,312,496,4,0
312278,312,497,4,0
312286,312,521,4,0
312288,312,527,3,0
312289,312,527,4,0
312296,312,528,4,0
312297,312,583,4,0
312303,312,589,1,1
312307,312,590,4,0
312308,312,604,4,0
312313,312,609,1,1
312314,312,609,2,0
312316,312,715,2,0
312317,312,851,4,0
312318,312,885,4,0
312319,312,914,4,0
312321,313,5,3,0
312327,313,8,3,0
312328,313,8,4,0
312334,313,9,3,0
312335,313,9,4,0
312337,313,25,3,0
312353,313,33,1,1
312355,313,34,3,0
312357,313,34,4,0
312358,313,36,4,0
312363,313,38,3,0
312377,313,38,1,43
312378,313,38,4,0
312380,313,68,3,0
312381,313,68,2,0
312383,313,69,3,0
312392,313,69,2,0
312408,313,76,4,0
312409,313,81,3,0
312424,313,85,4,0
312426,313,86,3,0
312438,313,86,4,0
312454,313,87,4,0
312468,313,92,4,0
312484,313,98,1,12
312486,313,102,3,0
312517,313,104,4,0
312518,313,104,1,5
312534,313,109,1,8
312535,313,109,4,0
312551,313,113,4,0
312553,313,118,3,0
312554,313,118,4,0
312557,313,129,3,0
312558,313,129,4,0
312602,313,156,4,0
312604,313,164,3,0
312616,313,164,4,0
312632,313,168,4,0
312638,313,173,3,0
312669,313,182,1,26
312670,313,182,4,0
312673,313,189,3,0
312674,313,189,4,0
312685,313,202,3,0
312687,313,202,4,0
312688,313,203,3,0
312693,313,203,4,0
312699,313,207,3,0
312705,313,207,4,0
312706,313,207,2,0
312721,313,213,4,0
312726,313,214,3,0
312732,313,214,4,0
312761,313,223,3,0
312774,313,226,2,0
312775,313,226,4,0
312785,313,227,1,26
312786,313,227,2,0
312787,313,227,4,0
312803,313,236,1,19
312833,313,240,4,0
312849,313,241,4,0
312850,313,244,3,0
312860,313,244,4,0
312876,313,247,4,0
312892,313,263,4,0
312902,313,264,3,0
312904,313,264,4,0
312905,313,269,4,0
312924,313,270,3,0
312926,313,270,1,33
312927,313,270,4,0
312942,313,271,3,0
312943,313,271,2,0
312944,313,271,4,0
312960,313,280,4,0
312961,313,283,4,0
312986,313,294,1,22
312988,313,314,3,0
312989,313,314,4,0
313039,313,332,4,0
313049,313,351,3,0
313050,313,351,4,0
313060,313,352,3,0
313062,313,352,4,0
313066,313,355,3,0
313071,313,355,4,0
313072,313,355,2,0
313079,313,366,3,0
313080,313,366,4,0
313091,313,369,4,0
313102,313,374,4,0
313103,313,403,4,0
313121,313,405,2,0
313124,313,405,1,36
313125,313,405,4,0
313139,313,428,3,0
313141,313,428,1,29
313142,313,428,4,0
313143,313,432,3,0
313150,313,450,3,0
313151,313,450,4,0
313162,313,451,4,0
313170,313,496,4,0
313177,313,512,4,0
313186,313,522,1,15
313187,313,522,4,0
313192,313,583,1,40
313193,313,583,4,0
313194,313,589,1,1
313198,313,590,4,0
313204,313,605,4,0
313208,313,611,4,0
313210,313,611,1,47
313214,313,679,2,0
313215,313,679,4,0
313216,313,806,4,0
313217,313,851,4,0
313218,313,884,4,0
313219,313,885,4,0
313220,313,886,4,0
313222,314,5,3,0
313228,314,8,3,0
313229,314,8,4,0
313235,314,9,3,0
313236,314,9,4,0
313238,314,25,3,0
313254,314,33,1,1
313256,314,34,3,0
313258,314,36,4,0
313260,314,38,3,0
313262,314,38,4,0
313264,314,68,3,0
313266,314,69,3,0
313281,314,74,2,0
313297,314,76,4,0
313298,314,81,3,0
313314,314,85,4,0
313316,314,86,3,0
313328,314,86,4,0
313344,314,87,4,0
313358,314,92,4,0
313374,314,98,1,12
313376,314,102,3,0
313392,314,104,4,0
313399,314,109,2,0
313400,314,109,4,0
313416,314,113,4,0
313418,314,118,3,0
313419,314,118,4,0
313422,314,129,3,0
313423,314,129,4,0
313452,314,156,4,0
313454,314,164,3,0
313466,314,164,4,0
313482,314,168,4,0
313488,314,173,3,0
313504,314,182,4,0
313507,314,189,3,0
313508,314,189,4,0
313519,314,202,3,0
313521,314,202,4,0
313522,314,203,3,0
313527,314,203,4,0
313543,314,204,1,9
313544,314,204,4,0
313550,314,207,3,0
313556,314,207,4,0
313571,314,213,4,0
313572,314,213,2,0
313577,314,214,3,0
313583,314,214,4,0
313612,314,223,3,0
313625,314,226,2,0
313626,314,226,4,0
313651,314,227,2,0
313652,314,227,1,26
313653,314,227,4,0
313669,314,230,1,5
313685,314,236,1,19
313715,314,240,4,0
313731,314,241,4,0
313732,314,244,3,0
313743,314,244,4,0
313759,314,247,4,0
313775,314,260,1,29
313791,314,263,4,0
313801,314,264,3,0
313803,314,264,4,0
313822,314,270,3,0
313824,314,270,1,36
313825,314,270,4,0
313826,314,271,4,0
313842,314,273,1,22
313858,314,280,4,0
313859,314,283,4,0
313877,314,313,2,0
313878,314,313,4,0
313880,314,314,3,0
313881,314,314,4,0
313912,314,332,4,0
313929,314,343,3,0
313930,314,343,1,47
313940,314,351,3,0
313941,314,351,4,0
313951,314,352,3,0
313953,314,352,4,0
313957,314,355,3,0
313962,314,355,4,0
313963,314,355,2,0
313970,314,366,3,0
313971,314,366,4,0
313982,314,369,4,0
313993,314,374,4,0
313994,314,403,4,0
314012,314,405,2,0
314015,314,405,1,40
314016,314,405,4,0
314030,314,428,3,0
314032,314,428,1,33
314033,314,428,4,0
314034,314,432,3,0
314047,314,450,3,0
314048,314,450,4,0
314059,314,451,4,0
314067,314,496,4,0
314074,314,512,4,0
314083,314,522,1,15
314084,314,522,4,0
314085,314,574,4,0
314086,314,577,4,0
314091,314,583,1,43
314092,314,583,4,0
314098,314,589,1,1
314102,314,590,4,0
314108,314,605,4,0
314112,314,611,4,0
314114,314,611,1,47
314117,314,806,4,0
314118,314,851,4,0
314119,314,884,4,0
314120,314,885,4,0
314122,315,14,3,0
314133,315,14,4,0
314146,315,15,4,0
314148,315,34,3,0
314150,315,34,4,0
314152,315,38,3,0
314172,315,40,1,1
314185,315,42,4,0
314186,315,42,2,0
314203,315,71,1,6
314219,315,72,1,5
314229,315,73,9,0
314236,315,73,1,10
314252,315,74,1,1
314263,315,75,2,0
314279,315,76,4,0
314280,315,77,1,11
314297,315,78,1,18
314308,315,79,2,0
314325,315,80,1,52
314355,315,92,1,40
314356,315,92,4,0
314358,315,102,3,0
314374,315,104,4,0
314377,315,129,3,0
314378,315,129,4,0
314407,315,156,4,0
314409,315,164,3,0
314421,315,164,4,0
314438,315,173,3,0
314439,315,173,4,0
314453,315,178,2,0
314469,315,182,4,0
314470,315,186,9,0
314486,315,188,4,0
314489,315,189,3,0
314502,315,191,4,0
314503,315,191,2,0
314533,315,202,2,0
314534,315,202,3,0
314537,315,202,1,30
314538,315,202,4,0
314539,315,203,3,0
314544,315,203,4,0
314550,315,207,3,0
314556,315,207,4,0
314559,315,210,3,0
314575,315,213,4,0
314580,315,214,3,0
314586,315,214,4,0
314630,315,230,1,25
314661,315,235,3,0
314663,315,235,1,35
314664,315,235,2,0
314689,315,240,4,0
314705,315,241,4,0
314706,315,244,3,0
314716,315,244,4,0
314732,315,247,4,0
314733,315,253,4,0
314749,315,263,4,0
314769,315,275,1,55
314779,315,311,4,0
314818,315,326,2,0
314830,315,331,2,0
314832,315,331,4,0
314835,315,343,3,0
314845,315,345,9,0
314852,315,345,4,0
314853,315,345,1,15
314866,315,388,3,0
314868,315,388,1,1
314879,315,390,4,0
314880,315,390,1,20
314891,315,398,4,0
314892,315,398,1,34
314903,315,402,3,0
314904,315,402,4,0
314905,315,402,2,0
314916,315,412,4,0
314917,315,412,1,43
314927,315,437,4,0
314928,315,437,2,0
314930,315,438,4,0
314931,315,438,2,0
314945,315,447,4,0
314952,315,474,4,0
314953,315,474,1,25
314960,315,496,4,0
314966,315,572,1,45
314970,315,590,4,0
314976,315,605,4,0
314978,315,791,2,0
314979,315,803,3,0
314995,316,1,1,1
315001,316,7,3,0
315002,316,7,4,0
315008,316,8,3,0
315009,316,8,4,0
315015,316,9,3,0
315016,316,9,4,0
315017,316,14,4,0
315018,316,29,3,0
315020,316,34,3,0
315022,316,34,4,0
315023,316,36,4,0
315025,316,38,3,0
315027,316,47,9,0
315043,316,58,4,0
315045,316,68,3,0
315058,316,70,4,0
315074,316,76,4,0
315075,316,86,4,0
315094,316,92,9,0
315107,316,92,1,25
315108,316,92,4,0
315110,316,102,3,0
315126,316,104,4,0
315127,316,111,3,0
315128,316,120,3,0
315142,316,123,2,0
315152,316,124,9,0
315159,316,124,1,10
315175,316,133,1,12
315176,316,133,4,0
315181,316,138,3,0
315186,316,138,2,0
315195,316,138,4,0
315211,316,139,1,8
315225,316,151,2,0
315227,316,153,3,0
315237,316,153,4,0
315253,316,156,4,0
315255,316,164,3,0
315267,316,164,4,0
315268,316,168,4,0
315275,316,173,3,0
315286,316,174,2,0
315287,316,174,4,0
315303,316,182,4,0
315334,316,188,1,33
315335,316,188,4,0
315338,316,189,3,0
315346,316,189,2,0
315347,316,189,4,0
315358,316,194,2,0
315369,316,202,3,0
315370,316,202,4,0
315371,316,203,3,0
315376,316,203,4,0
315379,316,205,3,0
315385,316,207,3,0
315391,316,207,4,0
315406,316,213,4,0
315411,316,214,3,0
315417,316,214,4,0
315461,316,220,3,0
315463,316,220,2,0
315464,316,220,1,44
315465,316,220,4,0
315466,316,223,3,0
315482,316,227,1,20
315483,316,227,4,0
315513,316,240,4,0
315529,316,241,4,0
315545,316,247,4,0
315558,316,249,4,0
315574,316,254,1,28
315590,316,255,1,28
315606,316,256,1,28
315622,316,263,4,0
315623,316,270,4,0
315639,316,281,1,5
315669,316,331,4,0
315670,316,341,4,0
315679,316,351,9,0
315681,316,351,3,0
315682,316,351,4,0
315692,316,352,3,0
315694,316,352,4,0
315698,316,374,4,0
315721,316,380,3,0
315723,316,380,1,36
315724,316,390,4,0
315725,316,398,4,0
315730,316,402,3,0
315731,316,402,4,0
315751,316,441,3,0
315753,316,441,2,0
315754,316,441,1,49
315755,316,441,4,0
315765,316,474,4,0
315772,316,482,4,0
315780,316,491,1,17
315781,316,491,4,0
315787,316,496,4,0
315788,316,499,2,0
315794,316,562,1,41
315798,316,590,4,0
315807,316,611,4,0
315810,316,747,2,0
