id,encounter_id,condition_value_id
6219,11150,189
6220,11151,189
6221,11152,7
6222,11154,7
6223,11160,189
6224,11161,190
6225,11162,189
6226,11163,190
6227,11164,189
6228,11165,190
6229,11166,189
6230,11167,190
6231,11168,189
6232,11169,190
6233,11170,189
6234,11171,190
6235,11172,2
6236,11175,2
6237,11178,2
6238,11179,5
6239,11183,189
6240,11184,190
6241,11185,189
6242,11186,190
6243,11187,189
6244,11188,190
6245,11189,2
6246,11190,2
6247,11195,7
6248,11199,7
6249,11200,2
6250,11201,5
6251,11205,7
6252,11207,7
6253,11208,3
6254,11209,4
6255,11210,3
6256,11211,4
6257,11212,191
6258,11213,191
6259,11214,191
6260,11293,6
6261,11294,6
6262,11295,6
6263,11296,6
6264,11297,6
6265,11298,6
6266,11299,6
6267,11300,6
6268,11301,6
6269,11302,6
6270,11303,6
6271,11304,6
6272,11312,1
6273,11313,1
6274,11314,1
6275,11315,1
6276,11316,1
6277,11317,1
6278,11343,7
6279,11345,7
6280,11346,7
6281,11347,7
6282,11349,189
6283,11350,190
6284,11351,189
6285,11352,190
6286,11353,189
6287,11354,189
6288,11355,190
6289,11356,190
6290,11357,2
6291,11359,190
6292,11360,190
6293,11361,190
6294,11362,189
6295,11363,190
6296,11364,189
6297,11365,190
6298,11366,189
6299,11367,189
6300,11368,189
6301,11369,7
6302,11371,7
6303,11381,3
6304,11382,4
6305,11385,7
6306,11388,189
6307,11389,190
6308,11390,189
6309,11391,190
6310,11392,189
6311,11393,190
6312,11394,189
6313,11395,190
6314,11396,189
6315,11397,190
6316,11398,189
6317,11399,190
6318,11400,2
6319,11402,2
6320,11404,2
6321,11405,5
6322,11407,7
6323,11408,189
6324,11409,190
6325,11410,189
6326,11411,190
6327,11412,189
6328,11413,190
6329,11418,7
6330,11419,2
6331,11422,7
6332,11423,2
6333,11424,7
6334,11426,7
6335,11427,191
6336,11428,191
6337,11429,191
6338,11455,7
6339,11457,7
6340,11458,7
6341,11460,7
6342,11461,2
6343,11462,3
6344,11463,4
6345,11489,6
6346,11490,6
6347,11491,6
6348,11492,6
6349,11493,6
6350,11494,6
6351,11495,6
6352,11496,6
6353,11497,6
6354,11498,6
6355,11499,6
6356,11500,6
6357,11501,189
6358,11502,190
6359,11503,189
6360,11504,190
6361,11505,189
6362,11506,189
6363,11507,190
6364,11508,190
6365,11509,190
6366,11510,190
6367,11511,190
6368,11530,189
6369,11531,190
6370,11532,189
6371,11533,190
6372,11534,189
6373,11535,189
6374,11536,189
6375,11537,7
6376,11539,7
6377,11541,7
6378,11548,7
6379,11550,1
6380,11551,1
6381,11552,1
6382,11553,1
6383,11554,1
6384,11555,1
6385,11560,189
6386,11561,190
6387,11562,189
6388,11563,190
6389,11564,189
6390,11565,190
6391,11566,189
6392,11567,190
6393,11568,189
6394,11569,190
6395,11570,189
6396,11571,190
6397,11572,2
6398,11573,5
6399,11575,2
6400,11576,5
6401,11578,2
6402,11579,5
6403,11580,5
6404,11581,189
6405,11582,190
6406,11583,189
6407,11584,190
6408,11585,189
6409,11586,190
6410,11587,2
6411,11588,5
6412,11591,7
6413,11592,5
6414,11595,7
6415,11596,2
6416,11597,7
6417,11599,7
6418,11600,3
6419,11601,4
6420,11602,3
6421,11603,4
6422,11604,3
6423,11605,4
6424,11606,3
6425,11607,4
6426,11608,3
6427,11609,4
6428,11610,191
6429,11611,191
6430,11612,191
6431,11613,5
6432,11614,5
6433,11618,3
6434,11619,4
6435,11620,3
6436,11621,4
6437,11656,1
6438,11657,1
6439,11658,1
6440,11659,1
6441,11660,1
6442,11661,1
6443,11662,11
6444,11663,11
6445,11664,11
6446,11665,11
6447,11666,11
6448,11667,11
6449,11686,8
6450,11687,9
6451,11688,10
6452,11689,12
6453,11690,13
6454,11691,7
6455,11692,8
6456,11693,9
6457,11694,10
6458,11695,12
6459,11696,13
6460,11697,7
6461,11698,8
6462,11699,9
6463,11700,10
6464,11701,12
6465,11702,13
6466,11704,8
6467,11705,9
6468,11706,10
6469,11707,12
6470,11708,13
6471,11716,7
6472,11717,7
6473,11718,7
6474,11719,7
6475,11720,2
6476,11721,6
6477,11722,6
6478,11723,6
6479,11724,6
6480,11725,6
6481,11726,6
6482,11727,6
6483,11728,6
6484,11732,8
6485,11733,9
6486,11734,10
6487,11735,12
6488,11736,13
6489,11737,8
6490,11738,9
6491,11739,10
6492,11740,12
6493,11741,13
6494,11742,2
6495,11743,5
6496,11744,2
6497,11745,5
6498,11746,2
6499,11747,7
6500,11748,7
6501,11749,2
6502,11750,5
6503,11751,2
6504,11752,5
6505,11757,3
6506,11758,4
6507,11759,3
6508,11760,4
6509,11761,3
6510,11762,4
6511,11763,3
6512,11764,4
6513,11766,7
6514,11768,7
6515,11770,7
6516,11771,2
6517,11772,7
6518,11773,2
6519,11774,7
6520,11775,7
6521,11778,7
6522,11780,7
6523,11782,7
6524,11783,2
6525,11784,3
6526,11785,4
6527,11786,3
6528,11787,4
6529,11788,2
6530,11789,3
6531,11790,4
6532,11791,3
6533,11792,4
6534,11793,3
6535,11794,4
6536,11795,3
6537,11796,4
6538,11797,7
6539,11811,6
6540,11812,6
6541,11813,6
6542,11814,6
6543,11815,6
6544,11816,6
6545,11817,6
6546,11818,6
6547,11819,6
6548,11820,6
6549,11821,6
6550,11822,6
6551,11839,2
6552,11841,2
6553,11869,1
6554,11870,1
6555,11871,1
6556,11872,1
6557,11873,1
6558,11874,1
6559,11876,7
6560,11884,5
6561,11885,5
6562,11886,5
6563,11887,5
6564,11888,5
6565,11889,5
6566,11890,7
6567,11891,3
6568,11892,4
6569,11893,7
6570,11894,3
6571,11895,4
6572,11896,7
6573,11897,3
6574,11898,4
6575,11899,7
6576,11900,5
6577,11901,5
6578,11902,5
6579,11918,3
6580,11919,4
6581,11921,3
6582,11922,4
6583,11926,7
6584,11927,7
6585,11928,7
6586,11929,8
6587,11930,9
6588,11931,10
6589,11932,12
6590,11933,7
6591,11934,8
6592,11935,9
6593,11936,10
6594,11937,12
6595,11938,7
6596,11940,7
6597,11941,2
6598,11942,2
6599,11943,2
6600,11971,11
6601,11972,11
6602,11973,11
6603,11974,11
6604,11978,13
6605,11979,13
6606,11980,13
6607,11981,13
6608,11982,8
6609,11983,9
6610,11984,10
6611,11985,12
6612,11986,7
6613,11987,8
6614,11988,9
6615,11989,10
6616,11990,12
6617,11991,7
6618,11993,7
6619,11994,2
6620,11995,2
6621,11996,2
6622,11997,6
6623,11998,6
6624,11999,6
6625,12000,6
6626,12001,6
6627,12002,6
6628,12003,6
6629,12004,6
6630,12005,6
6631,12006,6
6632,12007,6
6633,12008,6
6634,12009,1
6635,12010,1
6636,12011,1
6637,12012,1
6638,12013,1
6639,12014,1
6640,12033,5
6641,12034,5
6642,12035,13
6643,12036,13
6644,12037,13
6645,12038,13
6646,12039,13
6647,12040,13
6648,12041,8
6649,12042,9
6650,12043,10
6651,12044,11
6652,12045,12
6653,12046,7
6654,12047,8
6655,12048,9
6656,12049,10
6657,12050,11
6658,12051,12
6659,12052,7
6660,12053,8
6661,12054,9
6662,12055,10
6663,12056,11
6664,12057,12
6665,12059,2
6666,12062,2
6667,12065,2
6668,12083,3
6669,12084,4
6670,12085,7
6671,12086,3
6672,12087,4
6673,12088,7
6674,12089,3
6675,12090,4
6676,12119,6
6677,12120,6
6678,12121,6
6679,12122,6
6680,12123,6
6681,12124,6
6682,12125,6
6683,12126,6
6684,12127,8
6685,12128,9
6686,12129,10
6687,12130,11
6688,12131,12
6689,12132,7
6690,12133,8
6691,12134,9
6692,12135,10
6693,12136,11
6694,12137,12
6695,12138,7
6696,12139,8
6697,12140,9
6698,12141,10
6699,12142,11
6700,12143,12
6701,12145,2
6702,12146,5
6703,12147,5
6704,12148,2
6705,12149,5
6706,12150,5
6707,12151,2
6708,12152,5
6709,12153,5
6710,12172,1
6711,12173,1
6712,12174,1
6713,12175,1
6714,12176,1
6715,12177,1
6716,12178,3
6717,12179,4
6718,12180,7
6719,12181,3
6720,12182,4
6721,12183,7
6722,12184,3
6723,12185,4
6724,12187,1
6725,12188,1
6726,12189,1
6727,12190,1
6728,12191,4
6729,12192,4
6730,12194,8
6731,12195,12
6732,12196,13
6733,12197,7
6734,12198,8
6735,12199,12
6736,12200,13
6737,12201,7
6738,12202,2
6739,12203,4
6740,12204,2
6741,12205,4
6742,12206,6
6743,12207,6
6744,12208,6
6745,12209,6
6746,12210,6
6747,12211,6
6748,12212,6
6749,12213,6
6750,12214,6
6751,12215,6
6752,12216,6
6753,12217,6
6754,12218,8
6755,12219,12
6756,12220,13
6757,12221,7
6758,12222,8
6759,12223,12
6760,12224,13
6761,12225,7
6762,12226,2
6763,12227,4
6764,12228,2
6765,12229,4
6766,12238,1
6767,12239,1
6768,12279,3
6769,12280,3
6770,12281,3
6771,12282,3
6772,12283,3
6773,12284,3
6774,12285,5
6775,12286,5
6776,12287,5
6777,12288,5
6778,12289,5
6779,12290,5
6780,12291,11
6781,12292,11
6782,12293,11
6783,12294,11
6784,12295,11
6785,12296,11
6786,12297,8
6787,12298,12
6788,12299,13
6789,12300,7
6790,12301,8
6791,12302,12
6792,12303,13
6793,12304,7
6794,12305,10
6795,12306,10
6796,12307,10
6797,12308,10
6798,12309,10
6799,12310,10
6800,12311,9
6801,12312,9
6802,12313,9
6803,12314,9
6804,12315,9
6805,12316,9
6806,12333,7
6807,12334,7
6808,12335,7
6809,12337,7
6810,12338,7
6811,12339,2
6812,12340,2
6813,12342,7
6814,12644,7
6815,12646,7
6816,12648,7
6817,12649,2
6818,12650,7
6819,12651,2
6820,12652,7
6821,12653,7
6822,12656,7
6823,12658,7
6824,12659,2
6825,12660,3
6826,12661,4
6827,12662,3
6828,12663,4
6829,12664,2
6830,12665,3
6831,12666,4
6832,12667,3
6833,12668,4
6834,12669,3
6835,12670,4
6836,12671,3
6837,12672,4
6838,12677,6
6839,12678,6
6840,12679,6
6841,12680,6
6842,12681,6
6843,12682,6
6844,12683,6
6845,12684,6
6846,12685,6
6847,12686,6
6848,12687,6
6849,12688,6
6850,12689,7
6851,12690,7
6852,12691,2
6853,12698,2
6854,12702,1
6855,12703,1
6856,12704,1
6857,12705,1
6858,12706,1
6859,12707,1
6860,12750,7
6861,12752,7
6862,12757,5
6863,12758,5
6864,12759,5
6865,12760,5
6866,12761,5
6867,12762,5
6868,12769,7
6869,12770,7
6870,12771,7
6871,12772,7
6872,12773,5
6873,12774,5
6874,12775,2
6875,12776,2
6876,12780,7
6877,12781,7
6878,12782,7
6879,12783,7
6880,12784,3
6881,12785,4
6882,12786,3
6883,12787,4
6884,12788,2
6885,12789,2
6886,12823,6
6887,12824,6
6888,12825,6
6889,12826,6
6890,12827,6
6891,12828,6
6892,12829,6
6893,12830,6
6894,12831,6
6895,12832,6
6896,12833,6
6897,12834,6
6898,12835,1
6899,12836,1
6900,12837,1
6901,12838,1
6902,12839,1
6903,12840,1
6904,12855,8
6905,12856,7
6906,12859,2
6907,12860,7
6908,12861,9
6909,12862,10
6910,12863,11
6911,12864,12
6912,12865,13
6913,12867,7
6914,12887,2
6915,12889,7
6916,12940,192
6917,12941,192
6918,12942,192
6919,12943,193
6920,12944,193
6921,12945,193
6922,12946,192
6923,12947,192
6924,12948,192
6925,12949,193
6926,12950,193
6927,12951,193
6928,12984,192
6929,12985,193
6930,12986,192
6931,12987,193
6932,12988,193
6933,12989,193
6934,12990,193
6935,12991,193
6936,13009,192
6937,13010,192
6938,13011,192
6939,13012,192
6940,13013,4
6941,13014,4
6942,13015,4
6943,13016,4
6944,13017,3
6945,13018,3
6946,13019,3
6947,13020,3
6948,13021,4
6949,13022,4
6950,13023,4
6951,13024,4
6952,13025,3
6953,13026,3
6954,13027,3
6955,13028,3
6956,13029,4
6957,13030,4
6958,13031,3
6959,13032,3
6960,13033,3
6961,13034,4
6962,13035,3
6963,13035,14
6964,13036,4
6965,13036,14
6966,13037,3
6967,13037,14
6968,13038,4
6969,13038,14
6970,13039,3
6971,13039,14
6972,13040,4
6973,13040,14
6974,13041,3
6975,13042,4
6976,13043,3
6977,13044,4
6978,13045,3
6979,13046,4
6980,13047,3
6981,13047,14
6982,13048,4
6983,13048,14
6984,13049,3
6985,13049,14
6986,13050,4
6987,13050,14
6988,13051,3
6989,13051,14
6990,13052,4
6991,13052,14
6992,13053,3
6993,13054,4
6994,13055,3
6995,13056,4
6996,13057,4
6997,13058,3
6998,13059,5
6999,13060,5
7000,13061,4
7001,13062,3
7002,13063,5
7003,13064,5
7004,13065,4
7005,13066,3
7006,13067,5
7007,13068,5
7008,13069,5
7009,13070,5
7010,13071,5
7011,13074,5
7012,13075,3
7013,13076,5
7014,13077,4
7015,13078,5
7016,13079,4
7017,13080,5
7018,13104,192
7019,13105,192
7020,13106,192
7021,13107,193
7022,13108,193
7023,13109,193
7024,13110,192
7025,13111,192
7026,13112,192
7027,13113,193
7028,13114,193
7029,13115,193
7030,13116,4
7031,13117,4
7032,13118,3
7033,13119,3
7034,13120,4
7035,13121,4
7036,13122,3
7037,13123,3
7038,13124,4
7039,13125,4
7040,13126,3
7041,13127,3
7042,13128,3
7043,13129,4
7044,13130,3
7045,13130,14
7046,13131,4
7047,13131,14
7048,13132,3
7049,13133,4
7050,13134,3
7051,13135,4
7052,13136,3
7053,13137,4
7054,13138,3
7055,13138,14
7056,13139,4
7057,13139,14
7058,13140,3
7059,13141,4
7060,13142,4
7061,13143,3
7062,13144,3
7063,13145,5
7064,13146,5
7065,13147,5
7066,13148,5
7067,13149,5
7068,13150,5
7069,13151,5
7070,13152,5
7071,13153,5
7072,13154,5
7073,13155,5
7074,13156,5
7075,13157,5
7076,13158,5
7077,13162,5
7078,13163,5
7079,13164,5
7080,13164,14
7081,13165,5
7082,13165,14
7083,13166,5
7084,13166,14
7085,13167,5
7086,13167,14
7087,13168,5
7088,13169,5
7089,13170,192
7090,13171,193
7091,13172,5
7092,13173,5
7093,13174,5
7094,13174,14
7095,13175,5
7096,13175,14
7097,13176,5
7098,13176,14
7099,13177,5
7100,13177,14
7101,13178,5
7102,13179,5
7103,13180,192
7104,13181,193
7105,13184,193
7106,13185,193
7107,13188,193
7108,13189,193
7109,13190,4
7110,13191,4
7111,13192,3
7112,13193,3
7113,13214,192
7114,13215,192
7115,13216,192
7116,13217,192
7117,13222,15
7118,13223,15
7119,13224,15
7120,13225,15
7121,13226,15
7122,13227,15
7123,13228,15
7124,13229,15
7125,13230,16
7126,13231,16
7127,13232,16
7128,13233,16
7129,13234,16
7130,13235,16
7131,13236,16
7132,13237,16
7133,13258,3
7134,13259,3
7135,13260,4
7136,13261,4
7137,13262,5
7138,13263,5
7139,13264,3
7140,13265,3
7141,13266,4
7142,13267,4
7143,13268,5
7144,13269,5
7145,13271,4
7146,13272,4
7147,13273,3
7148,13274,3
7149,13275,5
7150,13276,5
7151,13284,4
7152,13285,4
7153,13286,3
7154,13287,3
7155,13288,5
7156,13289,5
7157,13290,4
7158,13291,4
7159,13292,3
7160,13293,3
7161,13294,5
7162,13295,5
7163,13312,3
7164,13313,4
7165,13314,5
7166,13318,4
7167,13319,3
7168,13320,5
7169,13323,192
7170,13324,192
7171,13325,192
7172,13326,193
7173,13327,193
7174,13328,193
7175,13329,194
7176,13330,194
7177,13331,192
7178,13332,192
7179,13333,192
7180,13334,193
7181,13335,193
7182,13336,193
7183,13337,194
7184,13338,194
7185,13339,5
7186,13340,5
7187,13341,5
7188,13343,5
7189,13344,5
7190,13345,5
7191,13346,5
7192,13347,5
7193,13348,5
7194,13351,3
7195,13352,4
7196,13353,5
7197,13356,4
7198,13357,3
7199,13358,5
7200,13361,4
7201,13362,3
7202,13363,5
7203,13372,192
7204,13373,193
7205,13374,192
7206,13375,193
7207,13376,193
7208,13377,193
7209,13378,193
7210,13379,193
7211,13380,192
7212,13381,192
7213,13382,192
7214,13383,192
7215,13384,3
7216,13385,4
7217,13386,3
7218,13387,4
7219,13388,4
7220,13389,3
7221,13392,4
7222,13393,3
7223,13394,4
7224,13395,3
7225,13396,3
7226,13397,4
7227,13398,3
7228,13399,4
7229,13400,3
7230,13401,4
7231,13402,3
7232,13403,4
7233,13404,194
7234,13405,194
7235,13406,194
7236,13407,194
7237,13408,194
7238,13409,194
7239,13410,194
7240,13411,194
7241,13412,4
7242,13413,4
7243,13414,3
7244,13415,3
7245,13416,4
7246,13417,4
7247,13418,3
7248,13419,3
7249,13420,3
7250,13421,4
7251,13422,3
7252,13422,14
7253,13423,4
7254,13423,14
7255,13424,3
7256,13424,14
7257,13425,3
7258,13425,14
7259,13426,4
7260,13427,4
7261,13428,4
7262,13429,4
7263,13430,4
7264,13431,3
7265,13432,3
7266,13433,4
7267,13434,3
7268,13435,4
7269,13436,4
7270,13437,4
7271,13438,4
7272,13439,4
7273,13440,3
7274,13441,3
7275,13442,4
7276,13443,3
7277,13444,3
7278,13445,4
7279,13446,3
7280,13446,14
7281,13447,4
7282,13447,14
7283,13448,3
7284,13448,14
7285,13449,3
7286,13449,14
7287,13450,4
7288,13451,4
7289,13452,4
7290,13453,4
7291,13454,4
7292,13455,3
7293,13456,3
7294,13457,4
7295,13458,3
7296,13459,4
7297,13460,4
7298,13461,4
7299,13462,4
7300,13463,4
7301,13464,3
7302,13465,3
7303,13466,3
7304,13467,3
7305,13468,4
7306,13469,4
7307,13470,3
7308,13471,3
7309,13472,3
7310,13473,4
7311,13474,4
7312,13475,3
7313,13476,3
7314,13477,4
7315,13478,3
7316,13478,14
7317,13479,4
7318,13479,14
7319,13480,4
7320,13480,14
7321,13481,4
7322,13481,14
7323,13482,3
7324,13483,3
7325,13484,3
7326,13485,3
7327,13486,4
7328,13487,4
7329,13487,14
7330,13488,4
7331,13488,14
7332,13489,4
7333,13489,14
7334,13490,3
7335,13491,3
7336,13492,3
7337,13493,3
7338,13494,5
7339,13495,5
7340,13496,5
7341,13497,5
7342,13498,5
7343,13499,5
7344,13499,14
7345,13500,5
7346,13501,5
7347,13502,5
7348,13503,5
7349,13503,14
7350,13504,5
7351,13505,5
7352,13520,5
7353,13539,5
7354,13589,192
7355,13590,192
7356,13591,192
7357,13592,193
7358,13593,193
7359,13594,193
7360,13595,192
7361,13596,192
7362,13597,192
7363,13598,193
7364,13599,193
7365,13600,193
7366,13625,5
7367,13626,5
7368,13627,5
7369,13628,5
7370,13629,5
7371,13630,5
7372,13631,5
7373,13632,5
7374,13633,5
7375,13634,5
7376,13635,5
7377,13636,5
7378,13637,5
7379,13641,5
7380,13641,14
7381,13642,5
7382,13642,14
7383,13643,5
7384,13644,5
7385,13645,5
7386,13646,5
7387,13647,192
7388,13648,193
7389,13649,5
7390,13650,5
7391,13650,14
7392,13651,5
7393,13651,14
7394,13652,5
7395,13652,14
7396,13653,5
7397,13654,5
7398,13655,5
7399,13656,5
7400,13657,192
7401,13658,193
7402,13659,3
7403,13660,3
7404,13663,3
7405,13664,3
7406,13664,14
7407,13665,193
7408,13666,193
7409,13667,5
7410,13668,5
7411,13671,5
7412,13672,5
7413,13672,14
7414,13673,193
7415,13674,193
7416,13675,4
7417,13676,4
7418,13677,3
7419,13678,3
7420,13699,192
7421,13700,192
7422,13701,192
7423,13702,192
7424,13707,15
7425,13708,15
7426,13709,15
7427,13710,15
7428,13711,15
7429,13712,15
7430,13713,15
7431,13714,15
7432,13715,16
7433,13716,16
7434,13717,16
7435,13718,16
7436,13719,16
7437,13720,16
7438,13721,16
7439,13722,16
7440,13723,4
7441,13724,4
7442,13725,3
7443,13726,3
7444,13727,4
7445,13728,4
7446,13729,3
7447,13730,3
7448,13731,3
7449,13732,4
7450,13733,3
7451,13733,14
7452,13734,4
7453,13734,14
7454,13735,3
7455,13736,4
7456,13737,3
7457,13738,4
7458,13739,4
7459,13740,4
7460,13741,4
7461,13742,3
7462,13743,3
7463,13744,3
7464,13745,3
7465,13746,4
7466,13747,3
7467,13748,4
7468,13749,3
7469,13750,4
7470,13751,3
7471,13752,4
7472,13753,4
7473,13754,4
7474,13755,3
7475,13756,4
7476,13757,3
7477,13758,3
7478,13759,4
7479,13760,3
7480,13760,14
7481,13761,4
7482,13761,14
7483,13762,4
7484,13763,4
7485,13764,4
7486,13765,4
7487,13766,4
7488,13767,3
7489,13768,3
7490,13769,4
7491,13770,3
7492,13771,4
7493,13772,4
7494,13773,4
7495,13774,4
7496,13775,3
7497,13776,4
7498,13777,3
7499,13778,3
7500,13779,3
7501,13780,4
7502,13781,4
7503,13782,3
7504,13783,3
7505,13784,4
7506,13785,3
7507,13785,14
7508,13786,4
7509,13786,14
7510,13787,4
7511,13788,4
7512,13788,14
7513,13789,3
7514,13790,3
7515,13791,3
7516,13792,3
7517,13793,5
7518,13794,5
7519,13795,5
7520,13796,5
7521,13797,5
7522,13798,5
7523,13798,14
7524,13799,5
7525,13800,5
7526,13801,5
7527,13802,5
7528,13802,14
7529,13803,5
7530,13804,5
7531,13819,5
7532,13838,5
7533,13879,4
7534,13880,3
7535,13881,5
7536,13882,4
7537,13883,3
7538,13884,5
7539,13885,5
7540,13886,14
7541,13887,14
7542,13888,14
7543,13889,14
7544,13890,5
7545,13891,5
7546,13901,192
7547,13902,192
7548,13903,192
7549,13904,193
7550,13905,193
7551,13906,193
7552,13907,192
7553,13908,192
7554,13909,192
7555,13910,193
7556,13911,193
7557,13912,193
7558,13937,5
7559,13938,5
7560,13939,5
7561,13940,5
7562,13941,5
7563,13942,5
7564,13943,5
7565,13944,5
7566,13948,5
7567,13949,5
7568,13950,5
7569,13951,5
7570,13952,192
7571,13953,193
7572,13954,5
7573,13955,5
7574,13955,14
7575,13956,5
7576,13957,5
7577,13958,5
7578,13959,5
7579,13960,192
7580,13961,193
7581,13962,3
7582,13963,3
7583,13966,3
7584,13967,3
7585,13967,14
7586,13968,193
7587,13969,193
7588,13970,5
7589,13971,5
7590,13974,5
7591,13975,5
7592,13975,14
7593,13976,193
7594,13977,193
7595,13978,4
7596,13979,4
7597,13980,3
7598,13981,3
7599,14002,192
7600,14003,192
7601,14004,192
7602,14005,192
7603,14010,15
7604,14011,15
7605,14012,15
7606,14013,15
7607,14014,15
7608,14015,15
7609,14016,15
7610,14017,15
7611,14018,16
7612,14019,16
7613,14020,16
7614,14021,16
7615,14022,16
7616,14023,16
7617,14024,16
7618,14025,16
7619,14058,2
7620,14059,2
7621,14061,2
7622,14062,2
7623,14063,2
7624,14069,2
7625,14070,2
7626,14072,2
7627,14073,2
7628,14074,2
7629,14084,192
7630,14085,192
7631,14086,192
7632,14087,193
7633,14088,193
7634,14089,193
7635,14090,192
7636,14091,192
7637,14092,192
7638,14093,193
7639,14094,193
7640,14095,193
7641,14110,2
7642,14111,2
7643,14112,2
7644,14113,2
7645,14116,2
7646,14117,2
7647,14118,2
7648,14119,2
7649,14120,192
7650,14121,193
7651,14122,193
7652,14123,193
7653,14124,192
7654,14125,193
7655,14126,193
7656,14127,193
7657,14131,192
7658,14132,192
7659,14133,192
7660,14134,192
7661,14135,1
7662,14136,1
7663,14137,1
7664,14138,1
7665,14139,1
7666,14140,1
7667,14141,1
7668,14142,1
7669,14143,1
7670,14144,1
7671,14145,1
7672,14146,1
7673,14147,1
7674,14148,1
7675,14149,1
7676,14150,1
7677,14151,1
7678,14152,1
7679,14153,4
7680,14154,4
7681,14155,4
7682,14156,4
7683,14157,4
7684,14158,4
7685,14159,4
7686,14160,3
7687,14161,3
7688,14162,3
7689,14163,3
7690,14164,3
7691,14165,3
7692,14166,3
7693,14167,5
7694,14168,5
7695,14169,5
7696,14170,4
7697,14171,4
7698,14172,4
7699,14173,4
7700,14174,4
7701,14175,4
7702,14176,4
7703,14177,3
7704,14178,3
7705,14179,3
7706,14180,3
7707,14181,3
7708,14182,3
7709,14183,3
7710,14184,5
7711,14185,5
7712,14186,5
7713,14187,4
7714,14188,4
7715,14189,4
7716,14190,4
7717,14191,4
7718,14192,4
7719,14193,4
7720,14194,3
7721,14195,3
7722,14196,3
7723,14197,3
7724,14198,3
7725,14199,3
7726,14200,3
7727,14201,5
7728,14202,5
7729,14203,5
7730,14204,3
7731,14205,4
7732,14206,3
7733,14207,4
7734,14208,3
7735,14208,14
7736,14209,4
7737,14209,14
7738,14210,3
7739,14210,14
7740,14211,4
7741,14211,14
7742,14212,3
7743,14212,14
7744,14213,4
7745,14213,14
7746,14214,3
7747,14214,14
7748,14215,4
7749,14215,14
7750,14218,3
7751,14219,4
7752,14221,3
7753,14222,4
7754,14224,3
7755,14225,4
7756,14226,3
7757,14227,4
7758,14228,3
7759,14228,14
7760,14229,4
7761,14229,14
7762,14230,3
7763,14230,14
7764,14231,4
7765,14231,14
7766,14232,3
7767,14232,14
7768,14233,4
7769,14233,14
7770,14234,3
7771,14234,14
7772,14235,4
7773,14235,14
7774,14238,3
7775,14239,4
7776,14241,3
7777,14242,4
7778,14244,5
7779,14245,5
7780,14246,5
7781,14247,5
7782,14248,5
7783,14249,5
7784,14250,5
7785,14251,5
7786,14252,5
7787,14253,5
7788,14254,5
7789,14255,5
7790,14256,5
7791,14257,5
7792,14258,5
7793,14258,14
7794,14259,5
7795,14259,14
7796,14260,5
7797,14260,14
7798,14261,5
7799,14261,14
7800,14262,5
7801,14263,5
7802,14264,5
7803,14265,5
7804,14266,5
7805,14266,14
7806,14267,5
7807,14267,14
7808,14268,5
7809,14268,14
7810,14269,5
7811,14269,14
7812,14270,5
7813,14271,5
7814,14272,15
7815,14273,15
7816,14274,15
7817,14275,15
7818,14276,16
7819,14277,16
7820,14278,16
7821,14279,16
7822,14280,15
7823,14281,15
7824,14282,15
7825,14283,15
7826,14284,16
7827,14285,16
7828,14286,16
7829,14287,16
7830,14288,4
7831,14289,4
7832,14290,4
7833,14291,4
7834,14292,4
7835,14293,4
7836,14294,4
7837,14295,3
7838,14296,3
7839,14297,3
7840,14298,3
7841,14299,3
7842,14300,3
7843,14301,3
7844,14302,5
7845,14303,5
7846,14304,5
7847,14305,4
7848,14306,4
7849,14307,4
7850,14308,4
7851,14309,4
7852,14310,4
7853,14311,4
7854,14312,3
7855,14313,3
7856,14314,3
7857,14315,3
7858,14316,3
7859,14317,3
7860,14318,3
7861,14319,5
7862,14320,5
7863,14321,5
7864,14322,4
7865,14323,4
7866,14324,4
7867,14325,4
7868,14326,4
7869,14327,4
7870,14328,4
7871,14329,3
7872,14330,3
7873,14331,3
7874,14332,3
7875,14333,3
7876,14334,3
7877,14335,3
7878,14336,5
7879,14337,5
7880,14338,5
7881,14339,3
7882,14340,4
7883,14341,3
7884,14342,4
7885,14343,3
7886,14343,14
7887,14344,4
7888,14344,14
7889,14345,3
7890,14345,14
7891,14346,4
7892,14346,14
7893,14347,3
7894,14347,14
7895,14348,4
7896,14348,14
7897,14349,3
7898,14349,14
7899,14350,4
7900,14350,14
7901,14353,3
7902,14354,4
7903,14356,3
7904,14357,4
7905,14359,3
7906,14360,4
7907,14361,3
7908,14362,4
7909,14363,3
7910,14363,14
7911,14364,4
7912,14364,14
7913,14365,3
7914,14365,14
7915,14366,4
7916,14366,14
7917,14367,3
7918,14367,14
7919,14368,4
7920,14368,14
7921,14369,3
7922,14369,14
7923,14370,4
7924,14370,14
7925,14373,3
7926,14374,4
7927,14376,3
7928,14377,4
7929,14379,5
7930,14380,5
7931,14381,5
7932,14382,5
7933,14383,5
7934,14384,5
7935,14385,5
7936,14386,5
7937,14387,5
7938,14388,5
7939,14389,5
7940,14390,5
7941,14391,5
7942,14392,5
7943,14393,5
7944,14393,14
7945,14394,5
7946,14394,14
7947,14395,5
7948,14395,14
7949,14396,5
7950,14396,14
7951,14397,5
7952,14398,5
7953,14399,5
7954,14400,5
7955,14401,5
7956,14401,14
7957,14402,5
7958,14402,14
7959,14403,5
7960,14403,14
7961,14404,5
7962,14404,14
7963,14405,5
7964,14406,5
7965,14407,15
7966,14408,15
